,2011-09-30
AccountsPayableCurrent,9311200.000
AccountsReceivableNetCurrent,4291128.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,421276.000
AdditionalPaidInCapitalCommonStock,8234528.000
AllowanceForDoubtfulAccountsReceivableCurrent,300000.000
Assets,8095030.000
AssetsCurrent,7688551.000
CashAndCashEquivalentsAtCarryingValue,338369.000
CommonStockParOrStatedValuePerShare,0.000
CommonStockSharesAuthorized,100000000.000
CommonStockSharesIssued,4226256.000
CommonStockSharesOutstanding,4226256.000
CommonStockValue,423.000
DueToRelatedPartiesCurrent,838938.000
InventoryNet,1836639.000
Liabilities,14900872.000
LiabilitiesAndStockholdersEquity,8095030.000
LiabilitiesCurrent,14900872.000
LinesOfCreditCurrent,1216593.000
OtherAssetsNoncurrent,17927.000
PreferredStockParOrStatedValuePerShare,0.000
PreferredStockSharesAuthorized,17000000.000
PrepaidExpenseAndOtherAssetsCurrent,44975.000
PropertyPlantAndEquipmentNet,388552.000
RegistrationPaymentArrangementAccrualCarryingValue,380000.000
RestrictedCashAndCashEquivalentsAtCarryingValue,1177440.000
RetainedEarningsAccumulatedDeficit,-16879796.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-8644845.000
TemporaryEquityCarryingAmount,1839003.000
TemporaryEquityParOrStatedValuePerShare,0.000
TemporaryEquitySharesAuthorized,3000000.000
TemporaryEquitySharesIssued,2650000.000
TemporaryEquitySharesOutstanding,2650000.000
