,2016-06-30,2016-09-30,2016-12-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,909890.000,979196.000,923249.000
AccumulatedDistributionsInExcessOfNetIncome,5195145.000,6456315.000,7355354.000
AdditionalPaidInCapital,71643300.000,80201826.000,80637051.000
Assets,94781874.000,103522502.000,121407570.000
BelowMarketLeaseAccumulatedAmortization,181919.000,339389.000,508152.000
BelowMarketLeaseAmortizationIncomeAfterYearFive,628760.000,644696.000,894760.000
BelowMarketLeaseAmortizationIncomeNextTwelveMonths,618458.000,641664.000,840392.000
BelowMarketLeaseAmortizationIncomeRemainderOfFiscalYear,308921.000,160482.000,
BelowMarketLeaseAmortizationIncomeYearFive,409369.000,433456.000,632183.000
BelowMarketLeaseAmortizationIncomeYearFour,601992.000,626079.000,824807.000
BelowMarketLeaseAmortizationIncomeYearThree,601992.000,626079.000,824807.000
BelowMarketLeaseAmortizationIncomeYearTwo,601992.000,626079.000,824807.000
BelowMarketLeaseGross,3953403.000,4097924.000,5349908.000
BelowMarketLeaseNet,3771484.000,3758535.000,4841757.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedPropertyPlantAndEquipment,,,501025.000
CashAndCashEquivalentsAtCarryingValue,22261229.000,15667126.000,12341682.000
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010
CommonStockSharesAuthorized,10000000.000,10000000.000,10000000.000
CommonStockSharesIssued,7345318.000,8220835.000,8249204.000
CommonStockSharesOutstanding,7345318.000,8220835.000,8249204.000
CommonStockSharesSubscriptions,,3000000.000,3000000.000
CommonStockValue,73453.000,82209.000,82492.000
CustomerAdvancesAndDeposits,1000000.000,1000000.000,1000000.000
DebtInstrumentCarryingAmount,,21787079.000,38705103.000
DebtInstrumentFaceAmount,,21787078.000,40018648.000
DebtInstrumentFairValue,,21171146.000,38153219.000
DeferredCostsLeasingNet,261151.000,255559.000,249967.000
DeferredFinanceCostsNet,,740591.000,
DepositsAssets,850000.000,1046000.000,1250000.000
DerivativeAssets,,,180759.000
DerivativeLiabilities,576175.000,462557.000,106840.000
DividendsReceivable,0.000,0.000,0.000
DueFromRelatedParties,95730.000,32923.000,48950.000
DueToAffiliateCurrentAndNoncurrent,887509.000,474028.000,644277.000
DueToRelatedPartiesCurrentAndNoncurrent,887509.000,32923.000,48950.000
EquityMethodInvestmentOwnershipPercentage,0.701,,
EscrowDeposit,,,0.000
InterestPayableCurrentAndNoncurrent,12572.000,14284.000,13709.000
InvestmentBuildingAndBuildingImprovements,47517492.000,57811683.000,72141786.000
Land,16171784.000,23234397.000,27738010.000
Liabilities,27086699.000,28578705.000,46813735.000
LiabilitiesAndStockholdersEquity,94781874.000,103522502.000,121407570.000
LongTermDebt,,21046488.000,
MinorityInterestOwnershipPercentageByParent,0.701,0.701,0.701
OperatingLeasesFutureMinimumPaymentsReceivable,40431988.000,48019047.000,53282871.000
OperatingLeasesFutureMinimumPaymentsReceivableCurrent,4843355.000,6467629.000,7597184.000
OperatingLeasesFutureMinimumPaymentsReceivableInFiveYears,4472220.000,5441279.000,6725087.000
OperatingLeasesFutureMinimumPaymentsReceivableInFourYears,4733784.000,6508538.000,7757781.000
OperatingLeasesFutureMinimumPaymentsReceivableInThreeYears,4669902.000,6393305.000,7620310.000
OperatingLeasesFutureMinimumPaymentsReceivableInTwoYears,4630973.000,6304126.000,7494631.000
OperatingLeasesFutureMinimumPaymentsReceivableRemainderOfFiscalYear,2403770.000,1908576.000,
OperatingLeasesFutureMinimumPaymentsReceivableThereafter,14677984.000,14995594.000,16087878.000
OtherAssets,239261.000,602355.000,750243.000
RealEstateAccumulatedDepreciation,,,3797990.000
RealEstateAndAccumulatedDepreciationAmountOfEncumbrances,,,40018648.000
RealEstateAndAccumulatedDepreciationCarryingAmountOfBuildingsAndImprovements,25236766.000,42593570.000,61437289.000
RealEstateAndAccumulatedDepreciationCarryingAmountOfLand,,,27738008.000
RealEstateAndAccumulatedDepreciationCostsCapitalizedSubsequentToAcquisitionImprovements,,,0.000
RealEstateAndAccumulatedDepreciationInitialCostOfBuildingsAndImprovements,,,81522481.000
RealEstateAndAccumulatedDepreciationInitialCostOfLand,,,27738008.000
RealEstateFederalIncomeTaxBasis,,,0.000
RealEstateGrossAtCarryingValue,,,109270489.000
RealEstateInvestmentPropertyAccumulatedDepreciation,1811642.000,2756977.000,3797990.000
RealEstateInvestmentPropertyAtCost,70036145.000,88675516.000,109260489.000
RealEstateInvestmentPropertyNet,68224503.000,85918539.000,105462499.000
RedeemableNoncontrollingInterestEquityCommonCarryingAmount,1173567.000,1116077.000,1229644.000
RestrictedCashAndCashEquivalents,2850000.000,0.000,1123470.000
SECScheduleIIIRealEstateInvestmentPropertyNet,25536000.000,44030848.000,63373840.000
SecuredDebt,19329122.000,21046488.000,38705103.000
StockholdersEquity,66521608.000,73827719.000,73364189.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,67695175.000,74943797.000,74593835.000
TenantImprovements,6346869.000,7629436.000,9380693.000
UnsecuredDebt,0.000,0.000,0.000
