,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,104073.000,65132.000,76697.000,84523.000,116569.000,69724.000,68411.000,102951.000,44771.000,48244.000,47733.000,628360.000,712895.000,313222.000,148269.000,250746.000
AccountsPayableOtherCurrentAndNoncurrent,,,,,21500.000,21500.000,21500.000,,21500.000,,,,,,,
AccountsReceivableGrossCurrent,,,,,72498.000,29353.000,26588.000,56267.000,,,,,,,,
AccountsReceivableNetCurrent,91017.000,26600.000,29159.000,30606.000,72783.000,29747.000,27069.000,56865.000,1127.000,655.000,340.000,2492428.000,2760722.000,2534327.000,2427668.000,3049711.000
AccountsReceivableRelatedPartiesCurrent,,,,,,,,,,,,,,78375.000,,766966.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,-1676.000,-1871.000,2056.000,,2249.000,3659221.000,3785877.000,3999073.000,4169641.000,4343209.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax,189987.000,135850.000,-51350.000,149400.000,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,42000.000,-60000.000,-84000.000,-100560.000,-109800.000,-113100.000,-113220.000,-3420.000,,-1140.000,15660.000,15660.000
AdditionalPaidInCapital,1151873.000,1193879.000,1418879.000,1425252.000,1425252.000,1425252.000,1425252.000,1425252.000,1425252.000,1434252.000,1443614.000,8374281.000,8331721.000,8423641.000,8423641.000,8423641.000
AllowanceForNotesAndLoansReceivableCurrent,,,,,,,,,70820.000,70820.000,70820.000,,,,,
Assets,492314.000,350978.000,141683.000,341964.000,272269.000,140357.000,169502.000,180485.000,45110.000,41809.000,2305.000,10277320.000,11399066.000,10133169.000,9796621.000,10125341.000
AssetsCurrent,455654.000,314417.000,105221.000,305601.000,236005.000,104192.000,134111.000,145289.000,10099.000,6895.000,1437.000,4116084.000,5312983.000,4044745.000,3868779.000,4371067.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainLossBeforeTax,,,,,42000.000,-60000.000,-84000.000,-100560.000,-109800.000,-113100.000,-113220.000,,,,,
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,189987.000,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,135850.000,-51350.000,149400.000,,,,,,,,,,,,
Capital,,,,,125120.000,265168.000,-324021.000,-397692.000,547103.000,594763.000,712947.000,,,,,
CashAndCashEquivalentsAtCarryingValue,21114.000,25967.000,3912.000,9395.000,5772.000,10175.000,3501.000,2714.000,1155.000,2348.000,317.000,548251.000,231372.000,139717.000,362083.000,629115.000
CashFDICInsuredAmount,,,,,,250000.000,250000.000,250000.000,250000.000,,250000.000,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,,0.001,0.001,0.001,0.001
CommonStockShareSubscribedButUnissuedSubscriptionsReceivable,,,,,,,,,,,-1000.000,,,,,
CommonStockSharesAuthorized,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,90000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000,490000000.000
CommonStockSharesIssued,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,20950000.000,21898348.000,159995807.000,166795807.000,166795807.000,166795807.000,166795807.000
CommonStockSharesOutstanding,19950000.000,19950000.000,19950000.000,,19950000.000,19950000.000,19950000.000,19950000.000,19950000.000,20950000.000,21898348.000,,166795807.000,166795807.000,166795807.000,166795807.000
CommonStockValue,,,,,19950.000,19950.000,19950.000,19950.000,19950.000,20950.000,21898.000,159996.000,166796.000,166796.000,166796.000,166796.000
CommonStockValueOutstanding,19950.000,19950.000,19950.000,19950.000,,,,,,,,,,,,
ConvertibleDebtFairValueDisclosures,,,,,156000.000,54000.000,30000.000,13440.000,4200.000,900.000,780.000,,,,,
ConvertibleLongTermNotesPayable,,,,,,,,,,,5673.000,,,,,
ConvertibleNotesPayable,42500.000,7000.000,7000.000,,,,,,,,5673.000,,,,,
ConvertibleNotesPayableCurrent,,,,,,,,,7750.000,18500.000,,27875.000,,44887.000,44887.000,44887.000
CumulativeEarningsDeficit,1117305.000,1206337.000,1285274.000,1532719.000,,,,,,,,,,,,
DebtInstrumentCarryingAmount,,,,,,,70591.000,,,,70820.000,,,,,
DebtInstrumentPrincipalOutstanding,42500.000,43000.000,50000.000,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscount,,,,,,,,,37750.000,27000.000,,39044.000,,,,
DeferredCompensationEquity,-10417.000,,,,,,,,,,,,,,,
DeferredFinanceCostsCurrentNet,,,,,,,,,2167.000,1542.000,,,,,,
DeferredTaxAssetsGross,,,,,,,392511.000,,,,572539.000,,,,,
DeferredTaxAssetsNet,,,,,,,164345.000,,,,0.000,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,355000.000,385000.000,385000.000,385000.000,,,277062.000,,,,457090.000,,,,,
DeferredTaxAssetsOther,,,,,,,115449.000,,,,115449.000,,,,,
DeferredTaxAssetsValuationAllowance,,,,,,,-228166.000,,,,572539.000,,,,,
DepositsAssets,,,,,,,,,,,,,,,8775.000,8775.000
DepositsAssetsCurrent,2500.000,2500.000,,700.000,700.000,700.000,700.000,700.000,700.000,700.000,,,,8775.000,,
DerivativeAssetFairValueGrossLiability,,,51282.000,,,,,,,,,,,,,
DerivativeAssetFairValueNet,25148.000,6297.000,6373.000,,,,,,,,,,,,,
DerivativeCreditRiskValuationAdjustmentDerivativeLiabilities,14852.000,14852.000,1282.000,,,,,,,,,,,,,
DerivativeFairValueOfDerivativeLiability,,,,,,,6373.000,,,,,,,,,
DerivativeLiabilities,25148.000,6297.000,6373.000,,,,,,,,141436.000,,,,,
DerivativeLiabilitiesCurrent,,,,,,,,,57651.000,53040.000,,152050.000,152050.000,68154.000,65499.000,65499.000
DueToOfficersOrStockholders,86505.000,129807.000,174408.000,195558.000,,,,,,,,,,,,
DueToOfficersOrStockholdersCurrent,,,,,244556.000,299636.000,389721.000,440030.000,447030.000,481874.000,519542.000,,,,,
DueToOtherRelatedPartiesClassifiedCurrent,,,,,,,,,,,,,,395009.000,,
DueToOtherRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,224065.000,
DueToRelatedParties,34941.000,45043.000,73894.000,83895.000,,,,,,,,,,,,
DueToRelatedPartiesCurrent,,,,,,,,,,,,,660387.000,136600.000,234600.000,208500.000
DueToRelatedPartiesNoncurrent,,,,,119595.000,158175.000,237760.000,268069.000,272069.000,278973.000,283547.000,,,66600.000,134600.000,208500.000
FairValueAssumptionsExercisePrice,,,,,,,0.163,,,,,,,,,
FurnitureAndFixturesGross,,,,,,,1929.000,1929.000,1929.000,,1929.000,88117.000,321960.000,88117.000,89328.000,89328.000
IntangibleAssetsArisingFromInsuranceContractsAcquiredInBusinessCombination,,,,,250000.000,,,,,,,,,,,
