,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,13601.000,11625.000,11625.000,21551.000,11625.000,13578.000,16646.000,16553.000,14601.000,14601.000
AmortizationOfDebtDiscountPremium,,,,,39372.000,,,,34968.000,36797.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,,88889.000,21000.000
CashPeriodIncreaseDecrease,-375.000,,,,-60.000,,,,-524.000,
CostOfRevenue,90235.000,86400.000,95243.000,190264.000,150705.000,141502.000,132048.000,473480.000,149990.000,176405.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,0.000,
DebtConversionConvertedInstrumentAmount1,,,,,5000.000,,,,0.000,
Depreciation,11625.000,13601.000,13602.000,6222.000,13602.000,13602.000,13602.000,4244.000,11262.000,11262.000
DepreciationAmortizationAndAccretionNet,,,,,,,,,25862.000,
DepreciationAndAmortization,25226.000,,,,25227.000,,,,,25863.000
DerivativeLossOnDerivative,,,,,,,,,45400.000,67800.000
EarningsPerShareBasicAndDiluted,-0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,-10.790,-1.120,-0.910
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,-6227500.000
GeneralAndAdministrativeExpense,13172.000,12570.000,13929.000,57198.000,107958.000,46067.000,28664.000,-12866.000,50200.000,72576.000
GrossProfit,34766.000,33600.000,23266.000,79755.000,19295.000,20998.000,8894.000,-263480.000,21859.000,26647.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,-24632.000,-26196.000,-39740.000,-20716.000,-184670.000,-224623.000,-310693.000,-431558.000,-228867.000,
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,,,,,-62800.000,,,,-77800.000,
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,8400.000,,,,62800.000,,,,77800.000,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,-1500.000,,,,10000.000,
IncreaseDecreaseInAccountsPayable,17666.000,,,,45140.000,,,,165508.000,
IncreaseDecreaseInAccountsReceivable,-125001.000,,,,237884.000,,,,160000.000,
IncreaseDecreaseInAccruedLiabilities,5000.000,,,,3471.000,,,,2195.000,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,45400.000,
IncreaseDecreaseInInventories,87296.000,,,,-180000.000,,,,,
IncreaseDecreaseInOtherAccountsPayable,1070.000,,,,-661.000,,,,24417.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,1529.000,,,,3211.000,
IncreaseDecreaseInPayablesToCustomers,13000.000,,,,-3000.000,,,,82500.000,
InterestExpense,5000.000,5000.000,5000.000,5000.000,44372.000,159374.000,248425.000,47507.000,40374.000,69595.000
InterestExpenseOther,,,,,,,,,,39595.000
LeaseAndRentalExpense,,,,,,,,,,12873.000
LegalFees,,,,,26408.000,13000.000,12250.000,112640.000,88889.000,
NetCashProvidedByUsedInFinancingActivities,,,,,94916.000,,,,14282.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,,,94916.000,,,,14282.000,
NetCashProvidedByUsedInOperatingActivities,-375.000,,,,-94976.000,,,,-14806.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-375.000,,,,-94976.000,,,,-14806.000,
NetIncomeLoss,-24632.000,-26196.000,-39740.000,-20716.000,-184670.000,-224623.000,-310693.000,-431558.000,-228867.000,-6436687.000
OperatingExpenses,54398.000,54796.000,58006.000,95471.000,159593.000,86247.000,71162.000,120571.000,164952.000,98439.000
OperatingIncomeLoss,-19632.000,-21196.000,-34740.000,-15716.000,-140298.000,-65249.000,-62268.000,-384050.000,-143093.000,-71792.000
OtherNonoperatingIncomeExpense,,,,,,,,,-85774.000,-6364895.000
ProceedsFromConvertibleDebt,,,,,87000.000,,,,9072.000,
ProceedsFromIssuanceOfCommonStock,,,,,35000.000,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,540.000
ProceedsFromRepaymentsOfBankOverdrafts,,,,,311.000,,,,,
ProceedsFromShortTermDebt,,,,,,,,,5210.000,
ProvisionForDoubtfulAccounts,,,,,0.000,,,,10000.000,
ResearchAndDevelopmentExpense,,,,,16153.000,,,,21943.000,5025.000
Revenues,125001.000,120000.000,118509.000,270019.000,170000.000,162500.000,140942.000,210000.000,171849.000,203052.000
SalesRevenueNet,125001.000,120000.000,118509.000,270019.000,170000.000,162500.000,140942.000,210000.000,171849.000,203052.000
StockIssuedDuringPeriodSharesNewIssues,,,,,,,,,,25000000.000
WeightedAverageBasicSharesOutstandingProForma,74521720.000,74521720.000,74521720.000,-149043440.000,77878242.000,80221720.000,209033335.000,-367026556.000,205095.000,7101207.000
