,2011-06-26,2011-09-25,2011-12-25,2012-03-25,2012-06-24,2012-09-23,2012-12-30
AccountsPayableCurrent,137465000.000,166430000.000,152869000.000,136793000.000,127237000.000,186805000.000,137326000.000
AccountsReceivableGrossCurrent,,,,,150869000.000,162590000.000,137950000.000
AccountsReceivableNetCurrent,153269000.000,178049000.000,159981000.000,184262000.000,153675000.000,166279000.000,143884000.000
AccruedIncomeTaxesCurrent,,340000.000,0.000,,,,
AccruedLiabilitiesCurrent,151292000.000,165551000.000,128785000.000,138561000.000,121940000.000,125681000.000,119269000.000
AccruedMarketingCostsCurrent,35892000.000,39590000.000,35125000.000,41573000.000,28982000.000,39104000.000,44571000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,31970000.000,33466000.000,35306000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,192752000.000,205505000.000,205281000.000,218090000.000,235278000.000,255029000.000,244694000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-44574000.000,-38564000.000,-52436000.000,-52372000.000,-50895000.000,-51832000.000,-61553000.000
AdditionalPaidInCapital,697404000.000,697101000.000,697352000.000,697302000.000,697323000.000,697231000.000,697324000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5211000.000,5741000.000,5440000.000,6964000.000,5988000.000,6085000.000,5149000.000
Assets,4542189000.000,4588481000.000,4451621000.000,4462369000.000,4284212000.000,4358425000.000,4399988000.000
AssetsCurrent,698003000.000,728409000.000,725482000.000,747797000.000,567738000.000,654984000.000,705277000.000
AssetsHeldForSaleCurrent,,,,,,,5330000.000
BankOverdrafts,,,,,,19327000.000,
CapitalLeaseObligations,,,,,22687000.000,21699000.000,20990000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,,,,,,4666000.000
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,,,,1206000.000
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,,,,,,3063000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,,,,,,3724000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,,,,,,4230000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,,,,,,11026000.000
CashAndCashEquivalentsAtCarryingValue,164727000.000,99377000.000,151031000.000,167212000.000,22719000.000,5891000.000,92281000.000
CommitmentsAndContingencies,,,0.000,0.000,0.000,,
CommonStockValue,,0.000,,,,,
DebtInstrumentUnamortizedDiscount,,,,,4398000.000,7555000.000,7230000.000
DeferredFinanceCostsGross,,,,,59689000.000,59403000.000,59486000.000
DeferredFinanceCostsNet,,,,,27719000.000,25937000.000,24180000.000
DeferredIncomeTaxLiabilities,,,,,,,792985000.000
DeferredTaxAssetsGross,,,,,,,434009000.000
DeferredTaxAssetsHedgingTransactions,,,,,,,1362000.000
DeferredTaxAssetsInventory,,,,,,,12173000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,-372330000.000
DeferredTaxAssetsNet,,,,,,,420655000.000
DeferredTaxAssetsNetCurrent,36346000.000,34715000.000,71109000.000,71046000.000,72658000.000,72844000.000,99199000.000
DeferredTaxAssetsNetNoncurrent,,,,,0.000,0.000,0.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,326667000.000
DeferredTaxAssetsOther,,,,,,,2815000.000
DeferredTaxAssetsTaxCreditCarryforwardsAlternativeMinimumTax,,,,,,,1901000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsOther,,,,,,,18645000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,,,,37881000.000
DeferredTaxAssetsValuationAllowance,,,,,,,13354000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,697043000.000
DeferredTaxLiabilitiesNoncurrent,378960000.000,380621000.000,417966000.000,423350000.000,418663000.000,423107000.000,471529000.000
DeferredTaxLiabilitiesOther,,,,,,,1488000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,82992000.000
