,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,,,,,,,,,,,,,250000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,34840.000,,,,,,,,,,,,,,,,,,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,,,,,,,,,,0.000,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,16260.000,,,,33588.000,,-1499.000,,,,0.000,,,,357.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,,,,,,,,23391.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,,,,,,,,22568596123.000
AssetImpairmentCharges,,,,,,,-0.000,,,,0.000,,,,,,,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,,,,,,,,,-404014.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,,,,,,,,,0.000,,
CashPeriodIncreaseDecrease,,,63620.000,,,,46535.000,,,,-61323.000,,-31738.000,,,,-9686.000,,,,111380.000
CostsAndExpenses,,,,,,,,,,,,292757.000,310379.000,233090.000,195363.000,166705.000,222700.000,215228.000,191539.000,115384.000,
DebtConversionOriginalDebtAmount1,,,1663.000,,,,54317.000,,,,45700.000,,109701.000,,,,119007.000,,,,
Depreciation,,,1382.000,,,,1541.000,,,,0.000,,,,,,,,,,279.000
DirectOperatingCosts,,,,,,,0.000,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,-0.001,-0.000,-0.011,-0.013,-0.016,-0.013,-0.008,-0.007,-0.003,0.004,-0.001,-0.001,-0.001,-0.000,-0.000,0.000,-0.000,-0.000,,,-0.000
GeneralAndAdministrativeExpense,426112.000,331856.000,294994.000,323198.000,502468.000,361978.000,263972.000,320880.000,227111.000,265143.000,378109.000,233841.000,258846.000,213636.000,161936.000,165594.000,219011.000,210918.000,109530.000,-155675.000,281331.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,38116.000,,,,96255.000,,,,134405.000,,118666.000,,,,204200.000,,,,126312.000
IncreaseDecreaseInAccountsReceivable,,,23816.000,,,,-13028.000,,,,0.000,,5122.000,,,,0.000,,,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,16075.000,,,,-5444.000,,,,8997.000,,-7274.000,,,,-8814.000,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,,,,,,-15404.000
InterestExpense,4647.000,2314.000,1881.000,2830.000,35887.000,122699.000,20267.000,33116.000,6239.000,20733.000,22807.000,10488.000,8624.000,17125.000,32907.000,-869.000,1064.000,2005.000,12341.000,44672.000,42166.000
InterestPaid,,,,,,,2432.000,,,,397.000,,283.000,,,,0.000,,,,340.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,42100.000,,,,0.000,,,,45000.000,,22500.000,,,,0.000,,,,
LeaseAndRentalExpense,,,,,,,,,,,,,,,,,,,5700.000,,12000.000
LicensesRevenue,,,,,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,,,,,,,
NetCashProvidedByUsedInFinancingActivities,,,364780.000,,,,300350.000,,,,157185.000,,131700.000,,,,0.000,,,,374504.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,364780.000,,,,300350.000,,,,157185.000,,131700.000,,,,0.000,,,,374504.000
NetCashProvidedByUsedInInvestingActivities,,,,,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,0.000,,,,0.000,,,,,,,,,,
NetCashProvidedByUsedInOperatingActivities,,,-301160.000,,,,-253815.000,,,,-218508.000,,-163438.000,,,,-9686.000,,,,-263124.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-301160.000,,,,-253815.000,,,,-218508.000,,-163438.000,,,,-9686.000,,,,-263124.000
NetIncomeLoss,-589063.000,-521027.000,-377707.000,-467916.000,-666114.000,-589965.000,-386343.000,-440833.000,-323385.000,-331488.000,-422504.000,-287757.000,-305257.000,-233090.000,-195363.000,-166705.000,-222700.000,-215228.000,-191539.000,-115384.000,-428867.000
NotesIssued1,,,,,,,0.000,,,,0.000,,,,,,,,,,
OperatingExpenses,,,,,,,,,,,,,,,,,,,,,386701.000
OperatingIncomeLoss,,,,,,,,,,,,,,,,,,,,,-386701.000
OtherAssetImpairmentCharges,,,,,,,0.000,,,,0.000,,,,,,,,,,
OtherNoncashIncomeExpense,,,,,,,0.000,,,,0.000,,,,,,,,,,
PaymentForManagementFee,,,,,,,,,,,,,,,,,,,17500.000,,
PaymentsToAcquireLifeInsurancePolicies,,,,,,,,,,,,,,,,,,,,,12246.000
PaymentsToAcquirePropertyPlantAndEquipment,,,,,,,0.000,,,,0.000,,,,,,,,,,
ProceedsFromIssuanceOfDebt,,,,,,,90400.000,,,,25000.000,,99000.000,,,,0.000,,,,
ProceedsFromIssuanceOrSaleOfEquity,,,364780.000,,,,209950.000,,,,247865.000,,32700.000,,,,0.000,,,,
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,,,,,,,386750.000
ProceedsFromRepaymentsOfOtherLongTermDebt,,,,,,,,,,,-115680.000,,0.000,,,,,,,,
RelatedPartyTransactionExpensesFromTransactionsWithRelatedParty,,,,,,,8203.000,,,,,,,,,,,,,,
ResearchAndDevelopmentExpense,183193.000,212291.000,133481.000,152908.000,127759.000,105287.000,103604.000,86837.000,90035.000,92508.000,60336.000,48428.000,42909.000,2329.000,520.000,1980.000,2625.000,2305.000,69668.000,226387.000,105370.000
RevenueFromGrants,24889.000,25434.000,52649.000,11020.000,,,0.000,0.000,0.000,43896.000,28748.000,0.000,5122.000,0.000,0.000,0.000,0.000,0.000,,,
Revenues,24889.000,25434.000,52649.000,11020.000,0.000,-1.000,1500.000,0.000,0.000,46896.000,38748.000,5000.000,5122.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
SalesRevenueNet,24889.000,25434.000,52649.000,11020.000,0.000,-1.000,1500.000,0.000,0.000,3000.000,10000.000,5000.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000
StockIssued1,,,36764.000,,,,0.000,,,,15000.000,,37500.000,,,,1003396.000,,,,
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,,,,,,,,,,,,,,,,,119007.000,,,,
StockOptionPlanExpense,,,34840.000,,,,0.000,,,,0.000,,,,,,,,,,
StockholdersEquityNoteStockSplitConversionRatio,,,35.000,,,,,,,,,,,,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,37051815.000,41459140.000,,51179718.000,65014503.000,103714220.000,-114472781.000,286990688.000,413267018.000,577648385.000,796607687.000,908180141.000,-1396849824.000,1379418506.000,1385469040.000,,,1481754533.000
