,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30,2016-07-31,2016-10-31,2017-01-31,2017-04-30
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,,,,,,,,,204000.000,,,,,,,,,,,,
AdvertisingExpense,,,,,,,,,,,,,235000.000,,312000.000,,219000.000,59000.000,32000.000,-10000.000,15000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,300000.000,324000.000,242000.000,348000.000,273000.000,424000.000,347000.000,447000.000,385000.000
AmortizationOfDebtDiscountPremium,,,,,,,,,43000.000,6000.000,6000.000,,,,,,,,,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,3700000.000,5200000.000,6000000.000,,9282000.000,,,,7744000.000,10002000.000,12860000.000,18156000.000,57222000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,54000.000,,,,-826000.000,,,,-1000.000,,,,208000.000
CashPeriodIncreaseDecrease,-4198.000,,,,-2724.000,,,,,,,,,,,,,,,,
CostOfGoodsSold,,,,,,,,,,,,,9000.000,10000.000,19000.000,199000.000,20000.000,17000.000,28000.000,451000.000,11000.000
CostOfGoodsSoldAmortization,,,,,,,,,,,,,7000.000,,,,7000.000,,,,
Depreciation,51.000,,,,52.000,,,,1000.000,,,,8000.000,,,,16000.000,,,,12000.000
DilutiveSecurities,,,,,,,,,0.000,0.000,0.000,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,-0.000,-0.000,0.000,-0.000,-0.000,-0.000,0.000,-0.130,-0.180,-0.200,-0.290,-0.330,-0.240,-0.180,-0.140,-0.170,-0.180,-0.120,-0.050,-0.080
EffectiveIncomeTaxRateContinuingOperations,,,,,0.340,0.340,,,,,,,,,,,,,,,
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,436000.000,,,,,,,,
FederalIncomeTaxExpenseBenefitContinuingOperations,,,,,946.000,1730.000,,,,,,,0.000,0.000,,,,,,,
GeneralAndAdministrativeExpense,51.000,51.000,52.000,52.000,781.000,109.000,63.000,250.000,483000.000,802000.000,515000.000,1153000.000,1026000.000,1118000.000,930000.000,1100000.000,1193000.000,1169000.000,1154000.000,1138000.000,1303000.000
GrossProfit,,,,,,,,,,,,,-5000.000,-5000.000,1000.000,-164000.000,13000.000,2000.000,5000.000,-436000.000,8000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,,,-3848000.000,,-4459000.000,-5034000.000,-3878000.000,-5033000.000,-5396000.000
IncomeTaxExpenseBenefit,,,,,,,,,,,,,,,2000.000,,2000.000,,,,1000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,,,,,50000.000,,,,,,,,,,,,
IncreaseDecreaseInAccountsPayableRelatedParties,,,,,,,,,63000.000,,,,56000.000,,,,27000.000,,,,
