,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccretionAmortizationOfDiscountsAndPremiumsInvestments,-23573.000,,,,-71595.000,,,,-47633.000,,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,3565.000,,,,8173.000,,
AdvertisingExpense,3592.000,3323.000,2413.000,2875.000,1529.000,2127.000,3447.000,3276.000,4225.000,4114.000,3174.000
AllowanceForLoanAndLeaseLossesProvisionForLossNet,,,,,104000.000,,,,,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,,,,,,,,,9288.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses,,,,,,,,,1094323.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,,,,,,,,,1085035.000,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,,99000.000,,,,8000.000,,
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,0.000,,,,5000.000,,
AvailableForSaleSecuritiesGrossUnrealizedGains,,,,,,,,,194434.000,,
AvailableForSaleSecuritiesGrossUnrealizedLoss,,,,,,,,,1094323.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,5513602.000,,,,78922.000,,,,96493.000,,
ComprehensiveIncomeNetOfTax,128670.000,,-46346.000,,178051.000,168729.000,-202272.000,-79328.000,-711571.000,-63535.000,-323035.000
DepreciationAndAmortization,52860.000,,,,53637.000,,,,53319.000,,
EarningsPerShareBasic,-0.070,0.080,0.030,-0.060,0.120,0.110,0.130,0.010,0.030,0.020,0.030
EarningsPerShareDiluted,-0.070,0.080,0.030,-0.060,0.120,0.110,0.130,0.010,0.030,0.020,0.030
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchases,,,,,0.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSales,,,,,0.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetSettlements,,,,,0.000,,,,,,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetTransfersNet,,,,,-988908.000,,,,,,
FinancingReceivableAllowanceForCreditLossesRecovery,,,,,,,,,0.000,,
FinancingReceivableAllowanceForCreditLossesWriteOffs,,,,,,,,,1000.000,,
GainLossOnSaleOfInvestments,6661.000,,,,99359.000,,,,3669.000,,
GainLossOnSaleOfProperties,,,,,,,,,,0.000,0.000
GainLossOnSaleOfSecuritiesNet,6661.000,31813.000,53990.000,105565.000,99359.000,60487.000,126269.000,6206.000,3669.000,1881.000,-60.000
ImpairedFinancingReceivableAverageRecordedInvestment,,,,,1359067.000,,,,1475302.000,,
ImpairmentOfRealEstate,10000.000,,,,0.000,,,,-110.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-39227.000,42711.000,18020.000,-32051.000,70345.000,63880.000,72241.000,7187.000,14585.000,9244.000,17716.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,521294.000,,,,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,-21920.000,,,,-11656.000,,,,-38186.000,,
