,2015-11-30,2016-02-29
AccountsPayableCurrent,119119.000,112421.000
AccountsPayableRelatedPartiesCurrent,3500.000,5205.000
AccruedLiabilitiesCurrent,39815.000,40831.000
AdditionalPaidInCapitalCommonStock,1465072.000,1514983.000
Assets,92346.000,23913.000
AssetsCurrent,91506.000,23122.000
Cash,86147.000,17567.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,495000000.000,495000000.000
CommonStockSharesIssued,24907106.000,25052106.000
CommonStockSharesOutstanding,24907106.000,25052106.000
CommonStockSharesSubscribedButUnissued,55000.000,0.000
CommonStockSharesSubscriptions,5500.000,
CommonStockValue,24907.000,25052.000
DebtDefaultLongtermDebtAmount,,54124.000
DeferredRevenueCurrent,121166.000,121166.000
DueToOfficersOrStockholdersCurrent,35356.000,35356.000
Liabilities,653638.000,645386.000
LiabilitiesAndStockholdersEquity,92346.000,23913.000
LiabilitiesCurrent,553638.000,545386.000
PreferredStockParOrStatedValuePerShare,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000
PrepaidExpenseCurrent,1431.000,1627.000
PropertyPlantAndEquipmentNet,840.000,791.000
RetainedEarningsAccumulatedDeficit,-2056771.000,-2161508.000
SecurityDeposit,3928.000,3928.000
StockholdersEquity,-561292.000,-621473.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-561292.000,-621473.000
UnsecuredDebt,319693.000,313793.000
UnsecuredDebtCurrent,219693.000,213793.000
UnsecuredLongTermDebt,100000.000,100000.000
