,2011-10-31,2012-01-31,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-07-31,2015-10-31,2016-01-31,2016-04-30
BusinessDevelopment,,,,,,,,,,,,,13118270.000,,,,0.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-10192.000,,,,1462063.000,,,,-500378.000,,,,102686.000,,,
CostOfRevenue,,,,,,,,,,,,,1248715.000,,872751.000,1675287.000,0.000,-1.000
DepreciationAndAmortization,,,,,,,,,,,100.000,,,,100.000,,,
EarningsPerShareBasic,0.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,,,,,,,,,0.000,,0.000,0.000,-0.010,0.000,,,,
EquityIssuancePerShareAmount,,,,,,,,,,,0.030,,,,,,,
GeneralAndAdministrativeExpense,49.000,1519.000,9075.000,2274.000,2170.000,,,,,,,,104099.000,,101416.000,109589.000,63229.000,52338.000
GrossProfit,,,,,,,,,,,,,125169.000,,71791.000,145972.000,0.000,1.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,-135296.000,-86457.000,-13096875.000,-75306.000,-30103.000,33594.000,-73561.000,-37627.000
IncomeTaxExpenseBenefit,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
IncomeTaxesPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
IncreaseDecreaseInAccountsPayable,,,,,,,6942.000,,,,-1813.000,,,,3451.000,,,
IncreaseDecreaseInCustomerAdvances,,,,,,,,,,,,,,,466109.000,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,,,1197124.000,,,
IncreaseDecreaseInOperatingAssets,,,0.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOperatingLiabilities,,,-1117.000,,,,,,,,,,,,,,,
IncreaseDecreaseInOtherAccountsPayable,,,,,,,,,,,3714.000,,,,6076.000,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,-1.000,,,,-900.000,,,,0.000,,,
InterestIncomeExpenseNet,,,,,,,,,,,518.000,1257.000,263.000,-506.000,180.000,274.000,258.000,243.000
InterestPaid,,,0.000,,,,0.000,,,,0.000,,,,0.000,,,
IssuanceOfStockAndWarrantsForServicesOrClaims,,,,,,,,,,,17925.000,,,,0.000,,,
MarketableSecuritiesUnrealizedGainLoss,,,,,,,,,,,135.000,,,,-1637.000,,,
NetCashProvidedByUsedInFinancingActivities,,,0.000,,,,1484782.000,,,,-44063.000,,,,0.000,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,0.000,,,,1484782.000,,,,-44063.000,,,,0.000,,,
NetCashProvidedByUsedInInvestingActivities,,,,,,,0.000,,,,-350000.000,,,,100409.000,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,,,,,0.000,,,,-350000.000,,,,100409.000,,,
NetCashProvidedByUsedInOperatingActivities,,,-10192.000,,,,-22719.000,,,,-106315.000,,,,2277.000,,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-10192.000,,,,-22719.000,,,,-106315.000,,,,2277.000,,,
NetIncomeLoss,-49.000,-1519.000,-9075.000,-2274.000,-2170.000,-31277.000,-29662.000,-15711.000,-37007.000,-83279.000,-135296.000,-86457.000,-13096875.000,-75306.000,-30103.000,33594.000,-73561.000,-37627.000
NonoperatingIncomeExpense,,,,,,,,,,,653.000,4653.000,325.000,8265.000,-478.000,-2789.000,-10332.000,14710.000
OperatingExpenses,,,,,,,29662.000,15711.000,37007.000,85085.000,135949.000,91110.000,13222369.000,87063.000,101416.000,109589.000,63229.000,52338.000
OperatingIncomeLoss,,,,,,,-29662.000,-15711.000,-37007.000,-85085.000,-135949.000,-91110.000,-13097200.000,-83571.000,-29625.000,36383.000,-63229.000,-52337.000
OtherExpenses,49.000,1519.000,9075.000,2274.000,2170.000,,,,,,8290.000,,,,0.000,,,
OtherIncome,,,,,,,,,,,135.000,3396.000,62.000,8771.000,-658.000,-3063.000,-10590.000,14467.000
PaymentsOfStockIssuanceCosts,,,,,,,31104.000,,,,0.000,,,,,,,
PaymentsToAcquireMarketableSecurities,,,,,,,,,,,350000.000,,,,0.000,,,
ProceedsFromIssuanceOfCommonStock,,,0.000,,,,1479900.000,,,,0.000,,,,,,,
ProceedsFromLoans,,,0.000,,,,,,,,,,,,,,,
ProceedsFromRelatedPartyDebt,,,,,,,35986.000,,,,60.000,,,,0.000,,,
ProceedsFromSaleAndMaturityOfMarketableSecurities,,,,,,,,,,,,,,,100409.000,,,
RepaymentsOfRelatedPartyDebt,,,,,,,0.000,,,,44123.000,,,,0.000,,,
Revenues,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,1373884.000,132632.000,944542.000,1821259.000,0.000,0.000
SalesRevenueNet,,,,,,,0.000,0.000,0.000,0.000,-135.000,-3396.000,1373822.000,123861.000,945200.000,1824322.000,10590.000,-14467.000
ShareBasedCompensation,,,,,,,,,,,17925.000,,,,,,,
StockIssuedDuringPeriodSharesIssuedForServices,,,,,,,,,,,2390000.000,,,,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,,,,,921658261.000,953830000.000,953830000.000,-1883597302.000,953881957.000,956316141.000,959929747.000,-1873518744.000,1120343373.000,1120343373.000,1120343373.000,-2240686746.000
WeightedAverageNumberOfSharesOutstandingBasic,2500000.000,2500000.000,3015000.000,3015000.000,3015000.000,,,,,,,,,,,,,
