,2011-06-30,2011-09-30
AccountsPayableCurrent,11720000.000,12131000.000
AccountsReceivableNetCurrent,14387000.000,15284000.000
AccruedIncomeTaxesCurrent,148000.000,74000.000
AccruedIncomeTaxesNoncurrent,2433000.000,2471000.000
AccruedLiabilitiesCurrent,5132000.000,4570000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,265000.000,255000.000
AdditionalPaidInCapitalCommonStock,196585000.000,198407000.000
Assets,139289000.000,137235000.000
AssetsCurrent,115057000.000,114191000.000
AvailableForSaleSecuritiesCurrent,61192000.000,28989000.000
CashAndCashEquivalentsAtCarryingValue,25569000.000,55283000.000
CashCashEquivalentsAndShortTermInvestments,86761000.000,84272000.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000
CommonStockSharesIssued,48202226.000,48435785.000
CommonStockSharesOutstanding,44008785.000,44242344.000
CommonStockValue,48000.000,48000.000
DeferredTaxAssetsNetNoncurrent,188000.000,202000.000
Goodwill,16116000.000,16116000.000
IntangibleAssetsNetExcludingGoodwill,17000.000,
InventoryNet,12136000.000,12542000.000
Liabilities,19732000.000,19544000.000
LiabilitiesAndStockholdersEquity,139289000.000,137235000.000
LiabilitiesCurrent,17000000.000,16775000.000
OtherAssetsNoncurrent,3056000.000,2148000.000
OtherLiabilitiesNoncurrent,299000.000,298000.000
PrepaidExpenseAndOtherAssetsCurrent,1773000.000,2093000.000
PropertyPlantAndEquipmentNet,4855000.000,4578000.000
RetainedEarningsAccumulatedDeficit,-65090000.000,-68768000.000
StockholdersEquity,119557000.000,117691000.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,119557000.000,117691000.000
TreasuryStockShares,4193441.000,4193441.000
TreasuryStockValue,12251000.000,12251000.000
