,2016-12-31
AdjustmentsToAdditionalPaidInCapitalConvertibleDebtWithConversionFeature,114031.000
AmortizationOfIntangibleAssets,458087.000
CashAcquiredFromAcquisition,803482.000
CashAndCashEquivalentsPeriodIncreaseDecrease,2073059.000
CasinoExpenses,113216632.000
CasinoRevenue,121951874.000
ChangeInUnrealizedGainLossOnFairValueHedgingInstruments1,-426369.000
ComprehensiveIncomeNetOfTax,-2509555.000
CostsAndExpenses,10358831.000
CurrentFederalStateAndLocalTaxExpenseBenefit,198025.000
CurrentIncomeTaxExpenseBenefit,198025.000
DepreciationDepletionAndAmortization,522199.000
EarningsPerShareBasicAndDiluted,-0.090
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.323
FairValueMeasurementWithUnobservableInputsReconciliationLiabilityTransfersIntoLevel3,609256.000
FederalIncomeTaxExpenseBenefitContinuingOperations,198025.000
FeesAndCommissionsOther,1105389.000
ForeignCurrencyTransactionGainLossBeforeTax,-540896.000
GainLossOnInvestments,0.000
GainLossOnSaleOfDerivatives,426369.000
GeneralAndAdministrativeExpense,4512812.000
ImpairmentOfInvestments,-875459.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,-1770634.000
IncomeTaxExpenseBenefit,198025.000
IncomeTaxReconciliationChangeInDeferredTaxAssetsValuationAllowance,847449.000
IncomeTaxReconciliationIncomeTaxExpenseBenefitAtFederalStatutoryIncomeTaxRate,-623595.000
IncomeTaxReconciliationOtherAdjustments,23789.000
IncomeTaxReconciliationOtherReconcilingItems,-49618.000
IncomeTaxesPaid,23358.000
IncreaseDecreaseInAccountsAndOtherReceivables,-125496.000
IncreaseDecreaseInAccountsReceivable,348324.000
IncreaseDecreaseInAccruedLiabilities,168321.000
IncreaseDecreaseInCustomerDeposits,234122.000
IncreaseDecreaseInIncomeTaxesPayableNetOfIncomeTaxesReceivable,111497.000
IncreaseDecreaseInOtherCurrentAssets,-202420.000
IncreaseDecreaseInOtherCurrentLiabilities,6251.000
IncreaseDecreaseInOtherNoncurrentLiabilities,27787.000
IncreaseDecreaseInPrepaidExpense,-164518.000
IncreaseDecreaseInRestrictedCash,263223.000
InterestExpense,727328.000
InterestExpenseOther,8807.000
InterestExpenseRelatedParty,8807.000
InterestPaid,158586.000
IssuanceOfStockAndWarrantsForServicesOrClaims,297319.000
NetCashProvidedByUsedInFinancingActivities,1222419.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,1222419.000
NetCashProvidedByUsedInInvestingActivities,194028.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,194028.000
NetCashProvidedByUsedInOperatingActivities,785880.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,785880.000
NetIncomeLoss,-1968659.000
OperatingIncomeLoss,-1460868.000
OtherAmortizationOfDeferredCharges,263046.000
OtherExpenses,309766.000
OtherTaxExpenseBenefit,1592926.000
PaidInKindInterest,569558.000
PaymentsForParticipationLiabilities,200313.000
PaymentsToAcquireBusinessesAndInterestInAffiliates,200313.000
PaymentsToAcquirePropertyPlantAndEquipment,145918.000
ProceedsFromConvertibleDebt,750000.000
ProceedsFromFederalHomeLoanBankBorrowings,553350.000
ProceedsFromLinesOfCredit,-315526.000
ProceedsFromNotesPayable,75403.000
ProceedsFromRelatedPartyDebt,294292.000
ProfitLoss,-1968659.000
ProvisionForDoubtfulAccounts,69268.000
RepaymentsOfConvertibleDebt,135100.000
Revenues,8897963.000
SalesRevenueGoodsGross,-8735242.000
SalesRevenueGoodsNet,7142316.000
SalesRevenueNet,8897963.000
SalesRevenueServicesNet,650258.000
SellingExpense,5846019.000
ShareBasedCompensation,675000.000
StockIssued1,14438.000
StockIssuedDuringPeriodValueAcquisitions,2360163.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,2360163.000
StockIssuedDuringPeriodValueConversionOfConvertibleSecuritiesNetOfAdjustments,464414.000
StockIssuedDuringPeriodValueIssuedForServices,61300.000
StockIssuedDuringPeriodValueStockOptionsExercised,14438.000
TemporaryEquityAccretionOfInterest,8503.000
TemporaryEquityForeignCurrencyTranslationAdjustments,-540896.000
UnrealizedGainLossOnForeignCurrencyDerivativesNetBeforeTax,129268.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,28156667.000
