,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,301009000.000,533436000.000,750107000.000,87860000.000,83119000.000,90961000.000,91511000.000,86468000.000,102822000.000,103441000.000,100899000.000,108435000.000,133883000.000,137226000.000,150374000.000,201581000.000,190567000.000,211729000.000,209365000.000,253491000.000,231914000.000,240458000.000,285753000.000,312842000.000,294831000.000,273398000.000
AccountsPayableOtherCurrent,,97685000.000,96516000.000,,,,,,,,,,,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,14557000.000,,,,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,44123000.000,44137000.000,54671000.000,63693000.000,49106000.000,50884000.000,70681000.000,53139000.000,52004000.000,59035000.000,46433000.000,54018000.000,54858000.000,98548000.000,70559000.000,69746000.000,107323000.000,150406000.000,179350000.000,140389000.000,181634000.000,172073000.000,201232000.000,197632000.000,296258000.000,248871000.000
AccruedParticipationLiabilitiesDueInNextOperatingCycle,,,,,,,,,,,,,,,,,,,,,,,,,0.000,0.000
AccruedRentCurrent,,,,2319000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,151193000.000,161352000.000,169685000.000,178087000.000,185654000.000,196230000.000,204356000.000,208432000.000,219773000.000,217156000.000,223591000.000,234631000.000,245090000.000,252407000.000,264816000.000,277239000.000,281773000.000,291037000.000,297346000.000,305247000.000,311345000.000,314082000.000,294209000.000,291600000.000,306050000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,590000.000,884000.000,588000.000,,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,,,,,1400000.000,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,706000.000,1577000.000,961000.000,3006000.000,2919000.000,291000.000,-1664000.000,1570000.000,3575000.000,4503000.000,6502000.000,1645000.000,-4446000.000,-43154000.000,-38120000.000,-37890000.000,-43308000.000,-34401000.000,-38211000.000,-36530000.000,-48565000.000,-45859000.000,-31368000.000
AdditionalPaidInCapitalCommonStock,,,,219119000.000,243424000.000,262699000.000,281593000.000,301616000.000,369801000.000,634985000.000,698677000.000,777441000.000,868195000.000,926525000.000,987256000.000,1042810000.000,1109327000.000,,,,,,,,,
Assets,1090188000.000,1570693000.000,1961558000.000,3069196000.000,3480459000.000,3478290000.000,3808833000.000,3967890000.000,4363289000.000,4480751000.000,4901325000.000,5412563000.000,6048106000.000,6325822000.000,6778329000.000,7056651000.000,9240626000.000,9654861000.000,9916267000.000,10202871000.000,11262274000.000,11593507000.000,12347338000.000,13586610000.000,14359096000.000,16517223000.000
AssetsCurrent,721602000.000,969444000.000,1190113000.000,1830857000.000,2058741000.000,2137785000.000,2225018000.000,2240791000.000,2557100000.000,2570322000.000,2849278000.000,3058763000.000,3586784000.000,3668380000.000,3823482000.000,3940469000.000,5539056000.000,5600510000.000,5569713000.000,5431840000.000,5543836000.000,5386918000.000,5193893000.000,5720291000.000,5660330000.000,6700785000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,,,,,1034000.000,,1049000.000,1962000.000,933000.000,,,
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,,,,,476000.000,,160000.000,49000.000,108000.000,,,
AvailableForSaleSecuritiesAmortizedCost,,,,801218000.000,808207000.000,816779000.000,800229000.000,750466000.000,1029555000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesCurrent,192302000.000,201200000.000,206573000.000,289758000.000,408534000.000,411092000.000,428057000.000,457787000.000,607821000.000,709432000.000,695931000.000,595440000.000,510793000.000,500121000.000,483602000.000,494888000.000,502931000.000,502886000.000,494205000.000,501385000.000,467227000.000,443303000.000,374098000.000,266206000.000,263405000.000,246125000.000
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,,,,10191000.000,9223000.000,7091000.000,6679000.000,6633000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,127978000.000,109488000.000,180373000.000,329494000.000,355328000.000,364929000.000,312096000.000,486043000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,1064000.000,1029000.000,1003000.000,20199000.000,30865000.000,39026000.000,44273000.000,44250000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsFairValue,,,,,,,,,,138342000.000,128506000.000,144267000.000,204050000.000,134965000.000,112361000.000,113864000.000,168017000.000,172268000.000,155330000.000,137927000.000,105034000.000,144035000.000,80355000.000,61833000.000,37228000.000,55718000.000
AvailableForSaleSecuritiesDebtMaturitiesRollingAfterYearTenFairValue,,,,,,,,,,45125000.000,43964000.000,41422000.000,0.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearSixThroughTenFairValue,,,,,,,,,,1755000.000,4015000.000,1703000.000,0.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesRollingYearTwoThroughFiveFairValue,,,,,,,,,,524210000.000,519446000.000,408048000.000,306743000.000,365156000.000,371241000.000,381024000.000,334914000.000,330618000.000,338875000.000,363458000.000,362193000.000,299268000.000,293743000.000,204373000.000,226177000.000,190407000.000
AvailableForSaleSecuritiesDebtMaturitiesWithinOneYearFairValue,,72158000.000,96056000.000,108382000.000,48650000.000,15676000.000,17011000.000,94739000.000,70895000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesDebtSecurities,,,,,,,,,,709432000.000,695931000.000,595440000.000,510793000.000,500121000.000,483602000.000,494888000.000,502931000.000,502886000.000,494205000.000,501385000.000,467227000.000,443303000.000,374098000.000,266206000.000,263405000.000,246125000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,802307000.000,809394000.000,818212000.000,803225000.000,752949000.000,1031474000.000,,,,,,,,,,,,,,,,,
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,35000.000,171000.000,270000.000,227000.000,75000.000,43000.000,157000.000,489000.000,,,,,,,,,,,,,,,,,
AvailableforsaleSecuritiesGrossUnrealizedGain,,1619000.000,1542000.000,1359000.000,1414000.000,1508000.000,3039000.000,2640000.000,2408000.000,,,,,,,,,,,,,,,,,
BuildingsAndImprovementsGross,,40681000.000,40681000.000,40700000.000,,,,40700000.000,,,,,,,,,,,,,,,,,,
CapitalizedComputerSoftwareGross,,29474000.000,36012000.000,,,,,,,,,,,,,,,,,,,,,,,
Cash,,167990000.000,,,,,,,,,,,,,,,,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,150419000.000,175207000.000,159199000.000,508053000.000,395992000.000,402251000.000,370298000.000,290291000.000,418051000.000,370678000.000,439056000.000,604965000.000,1157450000.000,1214244000.000,1183217000.000,1113608000.000,2454777000.000,2293872000.000,2115437000.000,1809330000.000,1605244000.000,1390925000.000,969158000.000,1467576000.000,1077824000.000,1918777000.000
CashCashEquivalentsAndShortTermInvestments,,376407000.000,365772000.000,797811000.000,804526000.000,813343000.000,798355000.000,,,,,,,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
