,2011-01-01,2011-03-26,2011-06-18,2011-09-10,2012-03-24,2012-06-16,2012-09-08,2012-12-29,2013-03-23,2013-06-15,2013-09-07,2013-12-28,2014-03-22,2014-06-14,2014-09-06,2015-01-03,2015-03-28,2015-06-20,2015-09-12,2016-01-02,2016-03-26,2016-06-18,2016-09-10,2016-12-31,2017-04-01
AccountsPayableCurrent,64080000.000,60353000.000,72599000.000,62252000.000,54603000.000,60797000.000,59450000.000,160895000.000,136600000.000,192100000.000,182800000.000,135200000.000,137400000.000,165900000.000,162300000.000,149400000.000,96400000.000,202100000.000,183100000.000,199700000.000,105900000.000,172900000.000,168000000.000,150800000.000,113800000.000
AccountsReceivableNetCurrent,196457000.000,251929000.000,226739000.000,278360000.000,260977000.000,235170000.000,280457000.000,353615000.000,470700000.000,397900000.000,478900000.000,398100000.000,484100000.000,434300000.000,483900000.000,312700000.000,357200000.000,355300000.000,374600000.000,298900000.000,326000000.000,312600000.000,309500000.000,263300000.000,287700000.000
AccountsReceivableRelatedParties,,,,,,,,,,,0.000,0.000,,,,,,,,,,,,,
AccrualForTaxesOtherThanIncomeTaxesCurrent,6586000.000,10353000.000,8782000.000,11741000.000,9841000.000,7721000.000,9670000.000,14536000.000,,,,,,,,,,,,,,,,,
AccruedIncomeTaxesCurrent,2746000.000,11672000.000,5454000.000,19823000.000,6202000.000,4366000.000,7324000.000,2556000.000,,,,,,,,,,,,,,,,,
AccruedSalariesCurrent,26848000.000,12264000.000,16342000.000,20810000.000,11551000.000,15333000.000,17109000.000,36374000.000,46700000.000,43600000.000,40800000.000,41500000.000,27300000.000,31500000.000,36300000.000,36100000.000,18100000.000,26800000.000,30700000.000,28500000.000,18100000.000,26500000.000,26600000.000,30800000.000,21700000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,207167000.000,212332000.000,215820000.000,217783000.000,218314000.000,221394000.000,225014000.000,235067000.000,242100000.000,248700000.000,255900000.000,264200000.000,267300000.000,271800000.000,284300000.000,278500000.000,285000000.000,292000000.000,294700000.000,299900000.000,305200000.000,305300000.000,305500000.000,287900000.000,284600000.000
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,,-1753000.000,118000.000,1152000.000,2016000.000,255000.000,,-700000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,50856000.000,50856000.000,-74582000.000,-74582000.000,-74582000.000,,-86100000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,18846000.000,15475000.000,2250000.000,-1248000.000,4934000.000,,-3700000.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-41123000.000,-35290000.000,-33763000.000,-35263000.000,-71180000.000,-73814000.000,-69393000.000,-87542000.000,-91400000.000,-82400000.000,-78400000.000,-9200000.000,-12100000.000,-6300000.000,-6300000.000,-49500000.000,-59200000.000,-55900000.000,-68100000.000,-56100000.000,-57500000.000,-57300000.000,-59400000.000,-81100000.000,-78100000.000
AdditionalPaidInCapitalCommonStock,108286000.000,119868000.000,126682000.000,132763000.000,148754000.000,157043000.000,164383000.000,173915000.000,182400000.000,192800000.000,0.000,5000000.000,14900000.000,23300000.000,30200000.000,40100000.000,54800000.000,65600000.000,73200000.000,75900000.000,82200000.000,86500000.000,93600000.000,103200000.000,117100000.000
