,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,52413000.000,57149000.000,81051000.000,80096000.000,84263000.000,77354000.000,89638000.000,82033000.000,81470000.000,146160000.000,159127000.000,171203000.000,161173000.000,154703000.000,149600000.000,150788000.000,208611000.000,191213000.000,196491000.000,198486000.000,182376000.000,210987000.000,189350000.000,232429000.000,204545000.000
AccountsReceivableFromSecuritization,,,,,,,,,,,,,,,225577000.000,,,,345372000.000,,,,368922000.000,,
AccountsReceivableNetCurrent,81402000.000,78676000.000,108320000.000,114462000.000,114723000.000,122909000.000,111592000.000,136752000.000,139272000.000,238784000.000,232347000.000,237727000.000,263240000.000,256658000.000,228740000.000,255435000.000,427942000.000,395549000.000,363869000.000,372038000.000,415131000.000,388520000.000,392962000.000,416591000.000,453320000.000
AccrualForTaxesOtherThanIncomeTaxesCurrent,,,,,,,2891000.000,,,,5985000.000,,,,11927000.000,,,,14040000.000,,,,13090000.000,,
AccruedIncomeTaxesCurrent,2372000.000,1525000.000,,2275000.000,,,,446000.000,1812000.000,4166000.000,,5009000.000,3103000.000,930000.000,,9668000.000,573000.000,,15000.000,1544000.000,2288000.000,8052000.000,15971000.000,225000.000,327000.000
AccruedLiabilitiesCurrent,18857000.000,21610000.000,21217000.000,19439000.000,22579000.000,27462000.000,25032000.000,25679000.000,31179000.000,44248000.000,45885000.000,47612000.000,49436000.000,52897000.000,48340000.000,46972000.000,59228000.000,64432000.000,73138000.000,65329000.000,63864000.000,66501000.000,76480000.000,94023000.000,92824000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,5870000.000,,,,6077000.000,,,,8332000.000,,,,9998000.000,,
AccruedUtilitiesCurrent,,,,,,,8639000.000,,,,11868000.000,,,,10969000.000,,,,10755000.000,,,,12527000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,217589000.000,,,,299247000.000,,,,412267000.000,,,,531246000.000,,,,653576000.000,,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,-3100000.000,,,,7500000.000,,,,-52000000.000,,,,-63300000.000,,,,-60800000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-99000.000,4000.000,-2460000.000,-2393000.000,-2323000.000,-2254000.000,-3102000.000,-3065000.000,-3027000.000,-2990000.000,7535000.000,7565000.000,7594000.000,7623000.000,-51989000.000,-51786000.000,-51583000.000,-51379000.000,-63256000.000,-62739000.000,-62223000.000,-61707000.000,-61318000.000,-60440000.000,-59376000.000
AdditionalPaidInCapitalCommonStock,227974000.000,229508000.000,230665000.000,233934000.000,235123000.000,236999000.000,236034000.000,239285000.000,241386000.000,243969000.000,246186000.000,250103000.000,251980000.000,254259000.000,255505000.000,259260000.000,262298000.000,264306000.000,266220000.000,269482000.000,271530000.000,274176000.000,275970000.000,281317000.000,286461000.000
AllowanceForDoubtfulAccountsReceivableCurrent,56000.000,56000.000,571000.000,281000.000,307000.000,249000.000,96000.000,174000.000,479000.000,555000.000,682000.000,775000.000,285000.000,364000.000,285000.000,,,,1084000.000,,,,1353000.000,,
Assets,755398000.000,783158000.000,1124354000.000,1139882000.000,1124799000.000,1148115000.000,1131167000.000,1139900000.000,1142221000.000,2657197000.000,2651862000.000,2694020000.000,2735498000.000,2796247000.000,2556274000.000,2587675000.000,3305204000.000,3249935000.000,3222110000.000,3212666000.000,3236450000.000,3244068000.000,3255875000.000,3322819000.000,3372572000.000
AssetsCurrent,220068000.000,233722000.000,251938000.000,272560000.000,259823000.000,289665000.000,267324000.000,276784000.000,281023000.000,498349000.000,480500000.000,517949000.000,555845000.000,614150000.000,515541000.000,552080000.000,824150000.000,774418000.000,754257000.000,750750000.000,782469000.000,774728000.000,768820000.000,802910000.000,839996000.000
CapitalLeaseObligationsCurrent,,,,,,,,,,,,,,,,,,,,,,,,,28000.000
CapitalLeaseObligationsNoncurrent,,,,,,,,,,,,,,,,,,,,,,,,,4611000.000
CashAndCashEquivalentsAtCarryingValue,49822000.000,67342000.000,8062000.000,20066000.000,9683000.000,36304000.000,16488000.000,7618000.000,8404000.000,12187000.000,12967000.000,23949000.000,49352000.000,105649000.000,28467000.000,10545000.000,28737000.000,7767000.000,6821000.000,7084000.000,7890000.000,9449000.000,29385000.000,7915000.000,7456000.000
CommitmentsFairValueDisclosure,,,,,,,6900000.000,,,,4700000.000,,,,4300000.000,,,,17100000.000,,,,16600000.000,,
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000,175000000.000
CommonStockSharesIssued,46316769.000,46403877.000,46449695.000,46546808.000,46703892.000,46811368.000,47455060.000,47522204.000,47667742.000,47708908.000,95706212.000,95872775.000,95924136.000,95993771.000,96046554.000,96257183.000,96294366.000,96314983.000,96327506.000,96505133.000,96530362.000,96624550.000,96639920.000,96787331.000,96825765.000
CommonStockSharesOutstanding,46316769.000,46403877.000,46449695.000,46546808.000,46703892.000,46811368.000,47455060.000,47522204.000,47667742.000,47708908.000,95706212.000,95872775.000,95872775.000,95993771.000,96046554.000,96257183.000,96294366.000,96314983.000,96327506.000,96505133.000,96530362.000,96624550.000,96639920.000,96787331.000,96825765.000
CommonStockValue,5000.000,5000.000,5000.000,5000.000,5000.000,,5000.000,5000.000,5000.000,5000.000,10000.000,10000.000,10000.000,10000.000,10000.000,,,,10000.000,10000.000,,,,,
CommonStockValueOutstanding,,,,,,5000.000,,,,,,,,,,10000.000,10000.000,10000.000,,,10000.000,10000.000,10000.000,10000.000,10000.000
ContractualObligation,,,,,,,,,,,,,,,,,,,,,,,,,43633000.000
DebtInstrumentFairValue,,,,,,,368800000.000,,,,1200000000.000,,,,1100000000.000,,,,1600000000.000,,,,1500000000.000,,
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.020,,,,,,,,,,,,,,,,,,
DebtInstrumentUnusedBorrowingCapacityAmount,,,,,,,,95100000.000,133600000.000,358800000.000,,,,,,,,,,,,,,,
DebtWeightedAverageInterestRate,,,,,,,,0.020,0.025,0.033,,,,0.018,,0.018,0.018,0.018,0.021,0.021,0.021,0.021,0.024,0.026,0.028
DeferredIncomeTaxLiabilities,,,,,,,140449000.000,,,,467280000.000,,,,447984000.000,,,,458827000.000,,,,448542000.000,,
DeferredTaxAssetsGross,,,,,,,49854000.000,,,,17163000.000,,,,33701000.000,,,,40348000.000,,,,42981000.000,,
DeferredTaxAssetsInventory,,,,,,,3425000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNet,,,,,,,-90595000.000,,,,-450117000.000,,,,-414283000.000,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,5864000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,,-96459000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsNet,,,,,,,49854000.000,,,,,,,,,,,,40348000.000,,,,42981000.000,,
DeferredTaxAssetsNetCurrent,6907000.000,2377000.000,10048000.000,10048000.000,11770000.000,10645000.000,5864000.000,5864000.000,5732000.000,49000.000,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,1084000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,,,,,519000.000,,,,263000.000,,,,2354000.000,,,,2819000.000,,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,23600000.000,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsOther,,,,,,,,,,,2399000.000,,,,2983000.000,,,,5690000.000,,,,5519000.000,,
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,28724000.000,,,,2982000.000,,,,1692000.000,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,3330000.000,,,,4571000.000,,,,6073000.000,,,,9637000.000,,,,10433000.000,,
DeferredTaxLiabilities,,,,,,,,,,,,,,,,,,,418479000.000,,,,405561000.000,,
DeferredTaxLiabilitiesCurrent,,,,,,,,,,,5445000.000,5445000.000,1096000.000,115000.000,1990000.000,1804000.000,1836000.000,1396000.000,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInventoryCosts,,,,,,,,,,,10767000.000,,,,10906000.000,,,,,,,,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsGoodwill,,,,,,,6509000.000,,,,8174000.000,,,,9612000.000,,,,10016000.000,,,,8811000.000,,
