,2011-06-30,2011-09-30,2012-03-31,2013-09-30
AmortizationOfDebtDiscountPremium,,,110012.000,
CashPeriodIncreaseDecrease,,,95967.000,
CostsAndExpenses,121397.000,394903.000,302863.000,
EarningsPerShareBasicAndDiluted,-0.080,-0.040,-0.050,-0.080
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPeriodIncreaseDecrease,,,,1100450.000
GeneralAndAdministrativeExpense,617999.000,540573.000,456842.000,297235.000
GrossProfit,9005.000,-28094.000,33144.000,
IncreaseDecreaseInAccountsPayable,,,16393.000,
IncreaseDecreaseInAccountsReceivable,,,-66436.000,
IncreaseDecreaseInAccruedLiabilities,,,135285.000,
IncreaseDecreaseInFairValueOfUnhedgedDerivativeInstruments,-122295.000,238398.000,-278265.000,
IncreaseDecreaseInInventories,,,-19073.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,-8967.000,
InterestExpense,133695.000,290426.000,228870.000,252434.000
InterestPaid,,,95967.000,
NetCashProvidedByUsedInFinancingActivities,,,468842.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,468842.000,
NetCashProvidedByUsedInOperatingActivities,,,-372875.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-372875.000,
NetIncomeLoss,-864984.000,-620695.000,-930833.000,-1650119.000
NonoperatingIncomeExpense,-255990.000,,-507135.000,-1352884.000
OperatingIncomeLoss,-608994.000,-568667.000,-423698.000,-297235.000
OtherIncome,,-52028.000,,
PaidInKindInterest,,,22892.000,
ProceedsFromNotesPayable,,,500000.000,
ProceedsFromOtherShortTermDebt,,,-31158.000,
Revenues,130402.000,366809.000,336007.000,
SalesRevenueNet,130402.000,418837.000,336007.000,
ShareBasedCompensation,,,89587.000,
StockGrantedDuringPeriodValueSharebasedCompensationGross,,,,0.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,,17358027.000,19629743.000
