,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30
AdvertisingExpense,109000.000,128000.000,75000.000,127000.000,93000.000,104000.000,106000.000,122000.000,132000.000,118000.000,99000.000,140000.000,165000.000,109000.000,128000.000,125000.000,123000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,38000.000,54000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,-36000.000,,,,-35000.000,,,,-33000.000,,,,-3000.000,,
AmortizationOfMortgageServicingRightsMSRs,-1000.000,45000.000,50000.000,67000.000,82000.000,71000.000,65000.000,58000.000,46000.000,46000.000,44000.000,48000.000,48000.000,48000.000,47000.000,51000.000,59000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,5000.000,5000.000,,5000.000,,,,,,30000.000,,30000.000,30000.000,30000.000
AntidilutiveSecuritiesExcludedFromComputationOfNetIncomePerOutstandingUnitAmount,,,,22.250,22.250,,22.250,,,,,,,,,,
AvailableForSaleSecuritiesGrossRealizedGains,,,,197000.000,119000.000,,79000.000,131000.000,106000.000,174000.000,279000.000,158000.000,,,93000.000,30000.000,5000.000
AvailableForSaleSecuritiesGrossRealizedLosses,,,,,,,,17000.000,105000.000,,192000.000,,,,,5000.000,
BankOwnedLifeInsuranceIncome,79000.000,81000.000,77000.000,77000.000,77000.000,75000.000,68000.000,69000.000,70000.000,68000.000,82000.000,42000.000,61000.000,64000.000,78000.000,77000.000,78000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,,,,9000.000,28000.000,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,772000.000,,,,7333000.000,,,,7611000.000,,,,-2860000.000,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,-124000.000,-171000.000,127000.000,,,,,,,,
CertainLoansAcquiredInTransferAccountedForAsDebtSecuritiesAccretableYieldReclassificationsFromNonaccretableDifference,,,,,,,5000.000,192000.000,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.210,0.210,0.210,0.210,0.210,0.210,0.210,0.210,0.210,0.420,0.210,0.230,0.230,0.230,0.230,0.230,0.230
ComprehensiveIncomeNetOfTax,,,581000.000,910000.000,1283000.000,1318000.000,557000.000,-1625000.000,933000.000,855000.000,1945000.000,1931000.000,1419000.000,2067000.000,2138000.000,84000.000,2286000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,1114000.000,496000.000,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,167000.000,,,,193000.000,,,,197000.000,,,,190000.000,,
Dividends,,,,,,,,,,,323000.000,,,,578000.000,,
