,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,4814000.000,2258000.000,3095000.000,2659000.000,2241000.000,2548000.000,2092000.000,1216000.000,2598000.000,1268000.000,1945000.000
AccountsReceivableNetCurrent,14493000.000,14559000.000,14807000.000,12906000.000,10433000.000,13972000.000,13161000.000,13646000.000,14679000.000,15254000.000,12157000.000
AccruedLiabilitiesCurrent,7694000.000,4304000.000,3841000.000,3017000.000,3111000.000,5173000.000,5274000.000,6033000.000,4571000.000,5505000.000,6902000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,4255000.000,4858000.000,5351000.000,5930000.000,,6901000.000,,,,7895000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-1201000.000,-1716000.000,-2392000.000,-2204000.000,-2961000.000,-3289000.000,-2813000.000,-2808000.000,-2875000.000,-3152000.000,-3074000.000
AdditionalPaidInCapital,8980000.000,108337000.000,108897000.000,109770000.000,110389000.000,112447000.000,118859000.000,119825000.000,123409000.000,124566000.000,126968000.000
AllowanceForDoubtfulAccountsReceivable,,890000.000,,,,581000.000,,,,658000.000,
AllowanceForDoubtfulAccountsReceivableCurrent,605000.000,890000.000,894000.000,828000.000,896000.000,581000.000,399000.000,695000.000,811000.000,658000.000,622000.000
Assets,94985000.000,135766000.000,128658000.000,127815000.000,121017000.000,122414000.000,136524000.000,144563000.000,141878000.000,150588000.000,158710000.000
AssetsCurrent,23558000.000,47616000.000,43792000.000,44028000.000,40905000.000,35048000.000,29742000.000,34454000.000,34441000.000,47299000.000,35163000.000
CapitalLeaseObligationsCurrent,,887000.000,,,,1654000.000,,,,1644000.000,
CapitalLeaseObligationsNoncurrent,,1533000.000,,,,2579000.000,,,,1537000.000,
CapitalLeasedAssetsGross,,1194000.000,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,2729000.000,,,554000.000,4782000.000,,,,3599000.000,
CapitalLeasesFutureMinimumPaymentsDueCurrent,,989000.000,,,,1845000.000,,,,1644000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,11000.000,,,,13000.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,331000.000,,,,477000.000,,,,78000.000,
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,624000.000,,,,1069000.000,,,,628000.000,
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,774000.000,,,,1378000.000,,,,1249000.000,
CapitalLeasesFutureMinimumPaymentsDueThereafter,,0.000,,,,0.000,,,,0.000,
CapitalLeasesFutureMinimumPaymentsInterestIncludedInPayments,,309000.000,,,,549000.000,,,,418000.000,
CapitalLeasesFutureMinimumPaymentsPresentValueOfNetMinimumPayments,,2420000.000,,,,4233000.000,,,,3181000.000,
CapitalLeasesLesseeBalanceSheetAssetsByMajorClassAccumulatedDeprecation,,,,,,1194000.000,,,,2961000.000,
