,2011-06-30,2012-03-31,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,246549000.000,300284000.000,318492000.000,234651000.000,363273000.000,303618000.000,251635000.000,258431000.000,273756000.000,291107000.000,266702000.000,396942000.000,278248000.000,206748000.000,147870000.000,117346000.000,133853000.000,92081000.000,124348000.000,229190000.000,299839000.000
AccountsReceivableNetCurrent,66772000.000,108884000.000,120120000.000,167495000.000,152670000.000,159981000.000,151407000.000,179667000.000,221304000.000,183749000.000,172429000.000,188941000.000,134261000.000,115006000.000,110792000.000,123842000.000,104894000.000,81418000.000,183883000.000,241718000.000,246392000.000
AccruedLiabilitiesCurrent,53077000.000,125447000.000,133369000.000,139379000.000,175338000.000,133064000.000,159697000.000,161520000.000,164585000.000,158518000.000,171345000.000,187973000.000,170034000.000,162724000.000,172702000.000,188028000.000,160165000.000,179812000.000,294253000.000,265843000.000,231568000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,64459000.000,70635000.000,73142000.000,76150000.000,78149000.000,80371000.000,82652000.000,85841000.000,87955000.000,84807000.000,87083000.000,90227000.000,92942000.000,95584000.000,98700000.000,90558000.000,92572000.000,94606000.000,96603000.000,95923000.000,97653000.000
AccumulatedOtherComprehensiveIncomeLossBeforeTax1,,,,,,,,10222000.000,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,45940000.000,200159000.000,67297000.000,83909000.000,56051000.000,36888000.000,19733000.000,6236000.000,4996000.000,1950000.000,-222000.000,,,,,,,,,,
AdditionalPaidInCapital,1848767000.000,1871890000.000,1903249000.000,1915627000.000,1924619000.000,1934706000.000,1944437000.000,1959636000.000,1969948000.000,2378254000.000,2389491000.000,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,,,,2400475000.000,2411248000.000,2428168000.000,2439075000.000,2442623000.000,2449035000.000,2470814000.000,5512727000.000,5524423000.000,5533211000.000
AllowanceForDoubtfulAccountsReceivable,3800000.000,2800000.000,1600000.000,2400000.000,2400000.000,2500000.000,2500000.000,2500000.000,2500000.000,2700000.000,,2700000.000,,,,5000000.000,,,,,
AllowanceForDoubtfulAccountsReceivableCurrent,3842000.000,2765000.000,1635000.000,2374000.000,2368000.000,2493000.000,2496000.000,2494000.000,2487000.000,2743000.000,2704000.000,2719000.000,2982000.000,2961000.000,3306000.000,4994000.000,4477000.000,4722000.000,5555000.000,5559000.000,5558000.000
AssetRetirementObligation,74365000.000,85767000.000,116590000.000,146478000.000,147973000.000,146164000.000,150023000.000,230077000.000,236495000.000,240806000.000,245718000.000,287463000.000,300630000.000,304192000.000,304525000.000,264137000.000,263765000.000,265618000.000,284739000.000,257943000.000,258639000.000
AssetRetirementObligationCurrent,4020000.000,5005000.000,5005000.000,2470000.000,2366000.000,2366000.000,2366000.000,5037000.000,5037000.000,5037000.000,5037000.000,15067000.000,17689000.000,17689000.000,17689000.000,15071000.000,15071000.000,15071000.000,15071000.000,7271000.000,7271000.000
AssetRetirementObligationsNoncurrent,,80762000.000,111585000.000,144008000.000,145607000.000,143798000.000,147657000.000,225040000.000,231458000.000,235769000.000,240681000.000,272396000.000,282941000.000,286503000.000,286836000.000,249066000.000,248694000.000,250547000.000,269668000.000,250672000.000,251368000.000
