,2011-06-30,2011-09-30,2012-03-31,2012-09-30,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,,,172238.000,211916.000,298976.000,327919.000,360766.000,350968.000,381311.000,385908.000
AccountsReceivableNetCurrent,,,,,,,1293.000,,,
AccruedFeesAndOtherRevenueReceivable,,,,,,,,,660000.000,
AccruedLiabilitiesCurrent,0.000,0.000,11427.000,,6120.000,3608.000,3344.000,2262.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,34767.000,102100.000,116741.000,131383.000,23181.000,24200.000,25253.000
AdditionalPaidInCapital,80494.000,80494.000,1498273.000,4478248.000,4647410.000,4647408.000,4749609.000,5455692.000,5455692.000,6127686.000
Assets,9247.000,6384.000,639600.000,286042.000,253894.000,239463.000,22002.000,19935.000,16974.000,10241.000
AssetsCurrent,9247.000,6384.000,354442.000,21014.000,7835.000,8045.000,10733.000,9719.000,7777.000,2097.000
BankOverdrafts,,,,,35.000,,,,,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,113000.000,,,,,,
Cash,9247.000,6384.000,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,9247.000,6384.000,346454.000,13179.000,,210.000,1605.000,2482.000,540.000,184.000
ClassOfWarrantOrRightOutstanding,,,,,3056500.000,3056500.000,3056500.000,3056500.000,3056500.000,3139834.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockSharesAuthorized,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000,95000000.000
CommonStockSharesIssued,5525000.000,5525000.000,84577860.000,84833860.000,85182360.000,85182360.000,85749860.000,86479860.000,86479860.000,92163194.000
CommonStockSharesOutstanding,5525000.000,5525000.000,84577860.000,84833860.000,85182360.000,85182360.000,85749860.000,86479860.000,86479860.000,92163194.000
CommonStockSharesSubscribedButUnissued,,,,,250000.000,250000.000,83334.000,83334.000,83334.000,
CommonStockSharesSubscriptions,,,,,25000.000,25000.000,5000.000,5000.000,5000.000,
