,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30
AmortizationOfDebtDiscountPremium,,446000.000,607000.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCosts,,1230000.000,1534000.000,,,,,,,,,,,,,,,
AmortizationOfFinancingCostsAndDiscounts,1719000.000,,,,2159000.000,2163000.000,2391000.000,2313000.000,2078000.000,2099000.000,2091000.000,2079000.000,1855000.000,1980000.000,1994000.000,2056000.000,1996000.000,1824000.000
AmortizationOfIntangibleAssets,3202000.000,3214000.000,4105000.000,4245000.000,4158000.000,4437000.000,4637000.000,3840000.000,3147000.000,2591000.000,2318000.000,2457000.000,2309000.000,2174000.000,2255000.000,2207000.000,2079000.000,2167000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,1615000.000,,,,-12941000.000,,,,-1614000.000,,,,-13002000.000,,,,7881000.000,
ComprehensiveIncomeNetOfTax,20420000.000,-23531000.000,4163000.000,-5606000.000,-12120000.000,-12412000.000,1226000.000,2348000.000,-2726000.000,-3130000.000,-48265000.000,-6748000.000,-19331000.000,-21036000.000,-18808000.000,-11577000.000,-17144000.000,-24355000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,85000.000,-352000.000,-1520000.000,-734000.000,-193000.000,635000.000,248000.000,-1480000.000,411000.000,179000.000,-150000.000,682000.000,858000.000,-1946000.000,2367000.000,1285000.000,-375000.000,-313000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,20505000.000,-23883000.000,2643000.000,-6340000.000,-11927000.000,-13047000.000,978000.000,2248000.000,-3137000.000,-3309000.000,-48115000.000,-5186000.000,-18473000.000,-22982000.000,-16441000.000,-10292000.000,-17519000.000,-24668000.000
CostOfGoodsSold,127083000.000,124430000.000,162905000.000,164516000.000,168017000.000,145890000.000,155396000.000,153003000.000,157196000.000,166350000.000,170293000.000,154676000.000,138354000.000,133032000.000,130686000.000,120442000.000,112378000.000,119025000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,,,,,1258000.000,
DeferredOtherTaxExpenseBenefit,,558000.000,5524000.000,,,,,,,,,,,,,,,
DepreciationDepletionAndAmortization,10035000.000,,,,13777000.000,,,,13035000.000,,,,11375000.000,,,,10747000.000,
EffectOfExchangeRateOnCashAndCashEquivalents,1376000.000,,,,-1005000.000,,,,46000.000,,,,-4460000.000,,,,461000.000,
EffectiveIncomeTaxRateContinuingOperations,,0.410,-0.600,,0.112,-0.262,1.129,,1.070,4.455,0.114,,0.650,-0.589,-0.386,,-0.275,0.006
EquityMethodInvestmentSummarizedFinancialInformationGrossProfitLoss,,-858000.000,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationNetIncomeLoss,,-4674000.000,,,,,,,,,,,,,,,,
EquityMethodInvestmentSummarizedFinancialInformationRevenue,,5125000.000,,,,,,,,,,,,,,,,
