,2015-09-30,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,3000000.000,,,,3000000.000
AccrualForEnvironmentalLossContingenciesChargesToExpenseForNewLosses,,,,,,26000000.000
AccrualForEnvironmentalLossContingenciesProvisionForNewLosses,,26000000.000,,,,
AcquisitionCosts,7000000.000,,,,,
AllocatedShareBasedCompensationExpense,,,,1000000.000,,1300000.000
AmortizationOfFinancingCostsAndDiscounts,,,,,,2000000.000
AssetImpairmentCharges,3000000.000,,,,,
CarryingCostsPropertyAndExplorationRights,,10000000.000,,,,10000000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,-24000000.000,,,,-61000000.000
CommonStockDividendsPerShareDeclared,,0.432,0.432,0.432,0.432,0.432
ComprehensiveIncomeNetOfTax,,192000000.000,80000000.000,119000000.000,205000000.000,264000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,192000000.000,80000000.000,119000000.000,205000000.000,264000000.000
DeferredIncomeTaxesAndTaxCredits,,106000000.000,,,,95000000.000
DepreciationAndAmortization,163000000.000,205000000.000,213000000.000,203000000.000,183000000.000,197000000.000
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,-38000000.000,13000000.000,,
DerivativeInstrumentsGainRecognizedInOtherComprehensiveIncomeEffectivePortion,,,,,,4000000.000
Dividends,,134000000.000,,,,134000000.000
EarningsPerShareBasic,,0.690,0.330,0.350,0.670,0.770
EarningsPerShareBasicAndDiluted,0.200,,,,,
EarningsPerShareDiluted,,0.690,0.330,0.350,0.670,0.770
EffectiveIncomeTaxRateContinuingOperations,,,0.317,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisChangeInUnrealizedGainLoss,-7000000.000,3000000.000,40000000.000,14000000.000,10000000.000,10000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInEarnings,7000000.000,3000000.000,40000000.000,14000000.000,10000000.000,10000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationGainLossIncludedInOtherComprehensiveIncomeLoss,-2000000.000,1000000.000,,1000000.000,,
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationPurchases,-22000000.000,,-1000000.000,7000000.000,,3000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationSettlements,5000000.000,5000000.000,2000000.000,3000000.000,-1000000.000,6000000.000
FairValueNetDerivativeAssetLiabilityMeasuredOnRecurringBasisUnobservableInputsReconciliationTransfersOutOfLevel3,,,-7000000.000,4000000.000,,
GainLossOnSaleOfEquityInvestments,,31000000.000,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,110000000.000,316000000.000,274000000.000,162000000.000,257000000.000,342000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,102000000.000,109000000.000,,239000000.000
IncomeLossFromEquityMethodInvestments,-3000000.000,2000000.000,,2000000.000,,2000000.000
