,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31
AccountsPayable,36145.000,37352.000,44622.000,42310.000,39684.000,39954.000,11253.000,18212.000,,,,,,,,,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,,13479.000,13376.000,6964.000,13036.000,11134.000,6965.000,6965.000,13261.000,10386.000,10765.000,6965.000,12778.000
AccountsPayableInterestBearingInterestRate,,,,,,,,,,,,,,,,0.180,0.180,0.180,,
AccountsPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,,18103.000,18103.000,18103.000,18103.000
AccruedIncomeTaxes,,,,,,,,,1136.000,123.000,,,,,,,,,,
AccruedIncomeTaxesCurrent,,,,,,,,,,,,,1785.000,1181.000,,100.000,0.000,0.000,0.000,
AccruedPayrollTaxes,,,614.000,0.000,0.000,0.000,0.000,,,,,,,,,,,,,
AccruedSalesCommissionCurrent,,,,,,,,,,,,,20000.000,20000.000,,,,,,
AccruedSalesCommissionCurrentAndNoncurrent,,,,,,,,,,,,,,,,,52900.000,52900.000,,
AdditionalPaidInCapital,3341079.000,3341079.000,-102871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-88871.000,-72089.000,-72089.000,-72089.000,-72089.000
Assets,1673.000,1571.000,2017.000,8208.000,610.000,735.000,140.000,830.000,9261.000,5237.000,1117.000,104.000,41095.000,33911.000,1023.000,3603.000,62383.000,58269.000,850.000,5541.000
BankOverdrafts,,,,,,,147.000,0.000,0.000,0.000,0.000,,,,,,,,,
CashAndCashEquivalentsAtCarryingValue,1673.000,1571.000,2017.000,8208.000,610.000,735.000,140.000,830.000,9261.000,5237.000,1117.000,104.000,41095.000,33911.000,927.000,3539.000,62351.000,58269.000,850.000,5541.000
CashFDICInsuredAmount,,,,,,,250000.000,,,,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,45000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,,,,,,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,1903519.000,1903519.000,1903519.000,1903519.000
CommonStockSharesOutstanding,2186692.000,2186692.000,17186692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,18686692.000,1903519.000,1903519.000,1903519.000,1903519.000
CommonStockValue,2186.000,2186.000,17186.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,18686.000,1904.000,1904.000,1904.000,1904.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,0.000,,,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOperatingLossCarryforwardsSubjectToExpiration,,,,,,,200.000,,,,,,,,,,,,,
DeferredTaxLiabilitiesDeferredExpenseCapitalizedInterest,,,,,,,,,,,,,,,4200.000,,,,5901.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,3420063.000,3424877.000,14218.000,22217.000,29214.000,31219.000,7037.000,15959.000,5616.000,10227.000,14985.000,23979.000,11468.000,15931.000,29923.000,,,,,
InterestPayableCurrent,12115.000,13509.000,15332.000,16948.000,18598.000,20258.000,21923.000,23582.000,25267.000,26970.000,28674.000,30583.000,32531.000,34583.000,36640.000,38654.000,40689.000,42747.000,44836.000,47142.000
Liabilities,78471.000,,,100610.000,100009.000,102139.000,77362.000,86974.000,85062.000,85649.000,86287.000,94268.000,122748.000,120027.000,101131.000,,161401.000,,,
LiabilitiesAndStockholdersEquity,1673.000,1571.000,2017.000,8208.000,610.000,735.000,140.000,830.000,9261.000,5237.000,1117.000,104.000,41095.000,33911.000,1023.000,3603.000,62383.000,58269.000,850.000,5541.000
LiabilitiesCurrent,,83183.000,101920.000,,,,,,,,,,,,,109441.000,,163838.000,112227.000,125346.000
NotesPayableRelatedPartiesCurrent,30211.000,32322.000,41352.000,41352.000,41727.000,41927.000,44039.000,45180.000,,,,,,,,,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,,45180.000,45180.000,50649.000,50649.000,57298.000,57298.000,57426.000,57426.000,57426.000,57426.000,60426.000,65426.000
OperatingLossCarryforwards,,,,,,,45.000,,,,265.000,,,,11930.000,,,,12470.000,
OperatingLossCarryforwardsValuationAllowance,,,,,,,-45.000,,,,-265.000,,,,-16130.000,,,,-18371.000,
OtherReceivables,0.000,0.000,,,,,,,,,,,,,,,,,,
PreferredStockParOrStatedValuePerShare,1.000,1.000,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,1.000,1.000,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,1.000,1.000,5000.000,5000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,1.000,1.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,1.000,1.000,1.000,1.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseCurrentAndNoncurrent,,,,,,,,,,,,,,,96.000,64.000,32.000,0.000,0.000,
RetainedEarningsAccumulatedDeficit,,,,,,,,,,,,,,,,-35653.000,-28833.000,-35384.000,-41192.000,-49620.000
StockholdersEquity,-76798.000,-81612.000,-99903.000,-92402.000,-99399.000,-101404.000,-77222.000,-86144.000,-75801.000,-80412.000,-85170.000,-94164.000,-81653.000,-86116.000,-100108.000,-105838.000,-99018.000,-105569.000,-111377.000,-119805.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-76798.000,,,-92402.000,-99399.000,-101404.000,-77222.000,-86144.000,-75801.000,-80412.000,-85170.000,-94164.000,-81653.000,-86116.000,-100108.000,,-99018.000,,,
TaxesPayableCurrent,,,,,,,,,,,,,,,100.000,,,,,
WeightedAverageNumberOfSharesOutstandingBasicAndDiluted,2186692.000,,,,,,,,,,,,,,,,,,,
