,2014-07-31,2016-03-31
AdjustmentsToAdditionalPaidInCapitalOther,24660.000,
AdjustmentsToAdditionalPaidInCapitalWarrantIssued,,206715.000
AmortizationOfIntangibleAssets,,2714.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,484650.000
CashAndCashEquivalentsPeriodIncreaseDecrease,421.000,2042366.000
Depreciation,,26035.000
EarningsPerShareBasic,0.000,
EarningsPerShareBasicAndDiluted,,-0.320
EffectiveIncomeTaxRateContinuingOperations,,0.000
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,0.340
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,,0.353
EffectiveIncomeTaxRateReconciliationChangeInEnactedTaxRate,,0.002
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,,-0.025
GainLossOnDerivativeInstrumentsNetPretax,,-106994.000
GeneralAndAdministrativeExpense,26979.000,2647800.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,207806.000
IncreaseDecreaseInInventories,,13023.000
IncreaseDecreaseInOperatingCapital,,2465820.000
IncreaseDecreaseInOtherOperatingAssets,,8000.000
IncreaseDecreaseInPrepaidExpense,,40461.000
InvestmentIncomeInterest,,1328.000
LiabilitiesAssumed1,,101045.000
NetCashProvidedByUsedInFinancingActivities,27400.000,5011314.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,27400.000,5011314.000
NetCashProvidedByUsedInInvestingActivities,,-179830.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,-179830.000
NetCashProvidedByUsedInOperatingActivities,-26979.000,-2789118.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-26979.000,-2789118.000
NetIncomeLoss,-26979.000,-3710827.000
NonoperatingIncomeExpense,,159167.000
OperatingExpenses,26979.000,3869994.000
OperatingIncomeLoss,-26979.000,-3869994.000
OperatingLeasesRentExpenseNet,,66556.000
OtherIncome,,500.000
PaymentsToAcquireIntangibleAssets,,36397.000
PaymentsToAcquireMachineryAndEquipment,,143433.000
ProceedsFromIssuanceOfCommonStock,27400.000,5011314.000
ProfitLoss,-26979.000,
ResearchAndDevelopmentExpense,,1222194.000
ShareBasedCompensation,,639644.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedDividendRate,,0.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsExpectedVolatilityRate,,0.470
ShareBasedCompensationArrangementByShareBasedPaymentAwardFairValueAssumptionsRiskFreeInterestRate,,0.013
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsGrantsInPeriodGross,,160000.000
ShareBasedCompensationArrangementsByShareBasedPaymentAwardOptionsGrantsInPeriodWeightedAverageExercisePrice,,1.500
StockIssued1,,206715.000
StockIssuedDuringPeriodSharesAcquisitions,,3000005.000
StockIssuedDuringPeriodSharesOther,2740000.000,
StockIssuedDuringPeriodValueConversionOfConvertibleSecurities,,655000.000
StockIssuedDuringPeriodValueIssuedForServices,,538599.000
StockIssuedDuringPeriodValueNewIssues,,5011314.000
ValuationAllowanceDeferredTaxAssetChangeInAmount,,1311000.000
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,11702313.000
WeightedAverageNumberOfSharesOutstandingBasic,9595123.000,
