,2014-05-31,2014-08-31,2014-11-30,2015-02-28,2015-05-31,2015-08-31,2015-11-30,2016-02-29,2016-05-31,2016-08-31,2016-11-30,2017-02-28
AccountsPayableAndAccruedLiabilitiesCurrent,21965.000,24629.000,19674.000,23053.000,22682.000,10868.000,10468.000,12310.000,16863.000,20667.000,23753.000,26894.000
AccountsPayableAndOtherAccruedLiabilities,,,,,,,4747.000,,,,,
AdditionalPaidInCapital,,50249.000,50249.000,50249.000,50249.000,65219.000,65219.000,65219.000,65219.000,65219.000,65219.000,65219.000
Assets,3004.000,10520.000,1187.000,1030.000,1167.000,2874.000,2668.000,2154.000,474.000,,,
AssetsCurrent,3004.000,10520.000,1187.000,1030.000,1167.000,2874.000,2668.000,,474.000,1805.000,2549.000,2989.000
Cash,3004.000,10520.000,1187.000,1030.000,1167.000,1652.000,541.000,2154.000,474.000,149.000,117.000,1316.000
CommonStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
CommonStockSharesAuthorized,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,18000000.000,,18000000.000,18000000.000
CommonStockSharesIssued,9000000.000,10007000.000,10007000.000,10007000.000,10007000.000,10307000.000,10307000.000,10307000.000,10307000.000,,10307000.000,10307000.000
CommonStockSharesOutstanding,9000000.000,10007000.000,10007000.000,10007000.000,10007000.000,10307000.000,10307000.000,10307000.000,10307000.000,,10307000.000,10307000.000
CommonStockValue,900.000,1001.000,1001.000,1001.000,1001.000,1031.000,1031.000,1031.000,1031.000,1031.000,1031.000,1031.000
DeferredTaxAssetsGrossNoncurrent,,,,30863.000,,,,35328.000,,,,49077.000
DeferredTaxAssetsLiabilitiesNet,,,,30863.000,,,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,0.000,,,,0.000,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,,,,,,120000.000
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,30863.000,,,,35328.000,,,,49077.000
DueToRelatedPartiesCurrent,,,,,,,,,,,9356.000,
LiabilitiesAndStockholdersEquity,3004.000,10520.000,1187.000,1030.000,1167.000,2874.000,2668.000,2154.000,474.000,1805.000,2549.000,2989.000
LiabilitiesCurrent,44502.000,28166.000,37174.000,40553.000,46182.000,34368.000,38715.000,39810.000,44363.000,48167.000,51253.000,54394.000
NotesPayableRelatedPartiesClassifiedCurrent,22537.000,3537.000,17500.000,17500.000,23500.000,23500.000,23500.000,27500.000,27500.000,27500.000,27500.000,27500.000
OperatingLossCarryforwards,,,,90773.000,,,,,,,,
PreferredStockParOrStatedValuePerShare,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesAuthorized,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,0.000,0.000
PrepaidExpenseCurrent,0.000,0.000,0.000,0.000,,,,,,,,
RetainedEarningsAccumulatedDeficit,-42398.000,-68896.000,-87237.000,-90773.000,-96265.000,-97744.000,-102297.000,-103906.000,-110139.000,-112612.000,-114954.000,-117655.000
StockholdersEquity,-41498.000,-17646.000,-35987.000,-39523.000,-45015.000,-31494.000,-36047.000,-37656.000,-43889.000,-46362.000,-48704.000,-51405.000
UnrecognizedTaxBenefits,,,,,,,,,,,,0.000
