,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30
AdditionsToNoncurrentAssets,,,,,,28000000.000
AdjustmentsNoncashItemsToReconcileNetIncomeLossToCashProvidedByUsedInOperatingActivitiesOther,9000000.000,,,,,
CapitalExpendituresIncurredButNotYetPaid,-8000000.000,,,,1000000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,37000000.000,,,,-9000000.000,
ComprehensiveIncomeNetOfTax,,,-128000000.000,,-1083000000.000,-69000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,-76000000.000,-115000000.000,,,,
CostOfGoodsSold,278000000.000,225000000.000,278000000.000,150000000.000,186000000.000,179000000.000
CostOfServicesDepreciationAndAmortization,126000000.000,75000000.000,60000000.000,27000000.000,22000000.000,43000000.000
DeferredIncomeTaxExpenseBenefit,-59000000.000,,,,-6000000.000,
DepreciationDepletionAndAmortization,130000000.000,,,,24000000.000,
EarningsPerShareBasic,-0.640,-0.950,,,,
EarningsPerShareDiluted,-0.640,-0.950,,,,
EffectiveIncomeTaxRateContinuingOperations,,,,,,0.010
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,0.350
ElectricalGenerationRevenue,505000000.000,326000000.000,467000000.000,139000000.000,275000000.000,290000000.000
GainLossFromPriceRiskManagementActivity,-3000000.000,,,,,
GainsLossesOnExtinguishmentOfDebt,,,-21000000.000,,,
GeneralAndAdministrativeExpense,40000000.000,25000000.000,25000000.000,12000000.000,20000000.000,17000000.000
GrossProfit,,,189000000.000,,89000000.000,111000000.000
IncomeLossFromContinuingOperations,,,-129000000.000,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,-192000000.000,-105000000.000,,-1088000000.000,-70000000.000
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,-77000000.000,-116000000.000,,,,
IncomeLossFromContinuingOperationsPerBasicShare,-0.640,-0.950,,,,
IncomeLossFromContinuingOperationsPerDilutedShare,-0.640,-0.950,,,,
IncomeLossFromDiscontinuedOperationsNetOfTax,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,0.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,0.000,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,0.000,,,,,
IncomeLossFromEquityMethodInvestmentsNetOfDividendsOrDistributions,0.000,,0.000,,,
IncomeTaxExpenseBenefit,-60000000.000,-76000000.000,24000000.000,-203000000.000,-6000000.000,-1000000.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,32000000.000,,,,7000000.000,
IncreaseDecreaseInAccountsReceivable,51000000.000,,,,-24000000.000,
IncreaseDecreaseInInventories,-9000000.000,,,,3000000.000,
IncreaseDecreaseInOperatingAssets,-7000000.000,,,,,
