,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,67699000.000,97100000.000,98559000.000,86788000.000,79590000.000,102755000.000,99884000.000,101983000.000,84769000.000,55061000.000,44262000.000,51369000.000,54250000.000,46511000.000,51494000.000,38002000.000,71123000.000
AccountsReceivableNetCurrent,13387000.000,16370000.000,17717000.000,18260000.000,18000000.000,27145000.000,25936000.000,32432000.000,30958000.000,36801000.000,41995000.000,44996000.000,45613000.000,60366000.000,55838000.000,63215000.000,47949000.000
AccruedLiabilitiesCurrent,255734000.000,221673000.000,225266000.000,253752000.000,244884000.000,,,,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,1466113000.000,,,,1725087000.000,,,,2043185000.000,,,,2442898000.000,
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,,,,,-9520000.000,,,,-8419000.000,,,,-7923000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-38544000.000,-47407000.000,-33098000.000,-16690000.000,-31662000.000,-23011000.000,-58479000.000,-242642000.000,-324402000.000,-227227000.000,-319203000.000,-412650000.000,-307542000.000,-278646000.000,-223161000.000,-314473000.000,-311946000.000
AdditionalPaidInCapital,2806635000.000,2805277000.000,,,,,,,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,2819153000.000,2822864000.000,2812641000.000,2822208000.000,2826395000.000,3702344000.000,3766137000.000,3771531000.000,3797584000.000,3814536000.000,3832929000.000,3849537000.000,3870040000.000,3890119000.000,3911085000.000
AllowanceForDoubtfulAccountsReceivableCurrent,,,,1300000.000,,,,2800000.000,,,,3700000.000,,,,4700000.000,
Assets,5991730000.000,6588633000.000,6605549000.000,6650978000.000,7318899000.000,7314803000.000,7374049000.000,11573077000.000,11592737000.000,11687387000.000,11747165000.000,12264757000.000,12405739000.000,12957749000.000,12943340000.000,12973911000.000,13076251000.000
AssetsCurrent,206767000.000,201019000.000,187051000.000,182924000.000,187225000.000,210224000.000,190636000.000,283735000.000,324626000.000,399917000.000,441196000.000,340411000.000,392916000.000,440030000.000,436699000.000,411093000.000,488351000.000
