,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31
AmortizationOfFinancingCosts,17232.000,17232.000,17045.000,17045.000,,,260000.000,,,286264.000,301217.000,,238680.000,238681.000,233492.000
AssetRetirementObligationAccretionExpense,,,,,,,,,,86928.000,86928.000,,80931.000,82406.000,19527.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,,,,,-0.149,,,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,,,,,-0.149,,,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,,,,,-11476589.000,,,,
BusinessAcquisitionsProFormaRevenue,,,,,,,,,,,4927024.000,,,,
CostsAndExpenses,2055285.000,4004302.000,2916482.000,2658943.000,2282965.000,1775917.000,1639673.000,1754837.000,2215308.000,6725912.000,7322052.000,7113675.000,6222736.000,5793427.000,4035705.000
CostsIncurredAcquisitionOfOilAndGasProperties,4480916.000,,,,562325.000,,,,,,,,,,
DeferredRevenueAdditions,,,,,,,,,,-293.000,,,,,
DeferredRevenueRevenueRecognized,,,,,,,,,,618.000,,,,,
DepreciationAndAmortization,927982.000,2591304.000,1302119.000,1269124.000,953490.000,833318.000,751075.000,710377.000,691853.000,2349589.000,2685149.000,2063521.000,2099047.000,1968451.000,920764.000
DepreciationDepletionAndAmortization,2404007.000,,,,953489.000,,,,691853.000,,,,2099047.000,,
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,719.000,,,,,
DividendsPreferredStock,220042.000,220042.000,217055.000,217100.000,224400.000,228900.000,228500.000,235500.000,243000.000,378589.000,387458.000,400940.000,414946.000,424882.000,425599.000
EarningsPerShareBasic,-0.030,,-0.050,,,,-0.030,,,0.120,,,,0.140,-0.040
EarningsPerShareBasicAndDiluted,,-0.040,,,-0.030,-0.010,,,-0.040,,-0.150,,-0.010,,
EarningsPerShareDiluted,-0.030,,,,,,,,,0.050,,,,0.120,-0.040
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,-1018006.000,-12964573.000,1465655.000
FairValueAssumptionsExpectedDividendPayments,,,,,,,,,,,,,0.000,,
GainLossOnSaleOfDerivatives,,,,,,,,,,,,,7754437.000,7805073.000,7159302.000
GeneralAndAdministrativeExpense,795394.000,721560.000,1204318.000,850988.000,529947.000,488812.000,562692.000,751495.000,1207827.000,1301515.000,1444340.000,2291179.000,1434175.000,1315315.000,1524437.000
ImpairmentOfOilAndGasProperties,,,,,,,0.000,,,0.000,0.000,,0.000,,0.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-2598783.000,-2661177.000,-3580358.000,-3650314.000,-1762885.000,-439586.000,-2188397.000,-1543350.000,-2609256.000,9935568.000,-11476589.000,13264399.000,-574609.000,11162862.000,-2782473.000
IncomeTaxExpenseBenefit,0.000,0.000,0.000,,,0.000,0.000,,,0.000,0.000,,,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,62272.000,,,,687873.000,,,,1541449.000,,,,3098742.000,,
IncreaseDecreaseInAccountsReceivable,-51088.000,,,,-76298.000,,,,-107922.000,,,,-523436.000,,
IncreaseDecreaseInDueToAffiliates,12747.000,,,,46251.000,,,,8706.000,,,,-30100.000,,
IncreaseDecreaseInPrepaidExpense,8166.000,,,,26123.000,,,,-82134.000,,,,-791039.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,68013239.000,,,,,
IncrementalCommonSharesAttributableToConversionOfPreferredStock,,,,,,,,,,32324000.000,,,,,
InterestExpense,1943666.000,1943752.000,1921287.000,1921287.000,483599.000,368564.000,1258240.000,360113.000,1260659.000,3429784.000,3475967.000,11146696.000,6993082.000,7191797.000,7240047.000
InterestPaid,484874.000,,,,150606.000,,,,342270.000,,,,329246.000,,
NetCashProvidedByUsedInContinuingOperations,-217248.000,,,,-165497.000,,,,-78538.000,,,,-998997.000,,
NetCashProvidedByUsedInFinancingActivities,-125890.000,,,,,,,,2500000.000,,,,,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-125890.000,,,,,,,,2500000.000,,,,,,
NetCashProvidedByUsedInInvestingActivities,-27548.000,,,,-153425.000,,,,-2421644.000,,,,-1058055.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-27548.000,,,,-153425.000,,,,-2421644.000,,,,-1058055.000,,
