,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,14659000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1818.000,3313.000,1434.000,-86.000,951000.000,1158000.000,503000.000
AdditionalPaidInCapital,123370.000,122810.000,122315.000,121764.000,121210000.000,120649000.000,120045000.000
Assets,1229908.000,1134242.000,1046826.000,1057727.000,1017820000.000,993716000.000,971456000.000
AvailableForSaleSecurities,238131.000,229896.000,222207.000,234841.000,275630000.000,276414000.000,309757000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,274190000.000,274658000.000,308994000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,40425000.000,72025000.000,106476000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,39717000.000,70804000.000,105211000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,708000.000,1221000.000,1265000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,275630000.000,276414000.000,309757000.000
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,,,763000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,-2585000.000,3006000.000,3455000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses2,,,,,-2350000.000,-2353000.000,-2308000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionAggregateLosses2,,,,,-2585000.000,-3006000.000,-3455000.000
AvailableforsaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses2,,,,,-235000.000,-653000.000,-1147000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,4025000.000,4762000.000,4218000.000
BankOverdrafts,,,,,,,40000.000
BuildingsAndImprovementsGross,,,,,,,32142000.000
CashAndCashEquivalentsAtCarryingValue,100484.000,79821.000,53530.000,109407.000,62684000.000,69782000.000,32718000.000
CashAndDueFromBanks,9673.000,9331.000,9731.000,11210.000,11140000.000,11292000.000,11840000.000
CashReserveDepositRequiredAndMade,,,,,,,278000.000
CommitmentsFairValueDisclosure,,,,,48666000.000,-60878000.000,-61640000.000
CommonStockCapitalSharesReservedForFutureIssuance,,,,,,,2152900.000
CommonStockParOrStatedValuePerShare,,0.250,0.250,0.250,0.250,0.250,0.250
CommonStockSharesAuthorized,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000,250000000.000
CommonStockSharesOutstanding,22580672.000,22599438.000,22642491.000,22737491.000,22761792.000,22788996.000,22855044.000
CommonStockValue,5645.000,5650.000,5661.000,5684.000,5690000.000,5697000.000,5714000.000
DebtInstrumentInterestRateStatedPercentage,,,,,,,0.070
DeferredIncomeTaxLiabilities,,,,,,,1005000.000
DeferredTaxAssetsGross,,,,,,,43539000.000
DeferredTaxAssetsLiabilitiesNet,,,,,,,-260000.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,,,22788000.000
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,,,,,,,1430000.000
DeferredTaxAssetsOther,,,,,,,0.000
DeferredTaxAssetsTaxCreditCarryforwards,,,,,,,684000.000
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsShareBasedCompensationCost,,,,,,,298000.000
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsProvisionForLoanLosses,,,,,,,11243000.000
DeferredTaxAssetsValuationAllowance,,,,,44999000.000,43334000.000,42794000.000
DeferredTaxLiabilitiesGoodwillAndIntangibleAssets,,,,,,,33000.000
DeferredTaxLiabilitiesOther,,,,,,,40000.000
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,672000.000
DeferredTaxLiabilitiesUnrealizedGainsOnTradingSecurities,,,,,,,260000.000
Deposits,1020256.000,929536.000,886886.000,885960.000,858447000.000,843276000.000,824464000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,,,,77000.000
FairValueDisclosureOffbalanceSheetRisksAmountAsset,,,,,59790000.000,71585000.000,72525000.000
FederalFundsSold,,,,,,340000.000,
FederalHomeLoanBankAdvancesGeneralDebtObligationsDisclosuresWeightedAverageInterestRate,,,,,,,0.035
FederalHomeLoanBankAdvancesLongTerm,88000.000,87000.000,67000.000,67000.000,67000000.000,67000000.000,67000000.000
FederalHomeLoanBankAdvancesMaturitiesSummaryAverageInterestRateAfterFiveYearsFromBalanceSheetDate,,,,,,,0.034
FederalHomeLoanBankAdvancesMaturitiesSummaryAverageInterestRateFourToFiveYearsFromBalanceSheetDate,,,,,,,0.039
