,2011-12-31,2012-03-31,2012-06-30,2012-12-31,2013-03-31,2013-06-30,2013-12-31,2014-06-30
CashAndCashEquivalentsPeriodIncreaseDecrease,156896.000,,,,,,,
CashPeriodIncreaseDecrease,,,,10277.000,,,-130691.000,
CostOfGoodsSold,10909.000,,,,,,,
DepreciationAndAmortization,790.000,,,1114.000,,,1359.000,
EarningsPerShareBasicAndDiluted,0.000,0.000,0.000,0.000,-0.050,-0.010,0.000,-0.020
GeneralAndAdministrativeExpense,216452.000,735788.000,109282.000,200445.000,245463.000,67046.000,71238.000,367074.000
GrossProfit,1091.000,,1405.000,,,2600.000,400.000,11500.000
IncomeLossFromContinuingOperationsBeforeInterestExpenseInterestIncomeIncomeTaxesExtraordinaryItemsNoncontrollingInterestsNet,-322471.000,-848285.000,-848285.000,-325137.000,-360017.000,-172683.000,-214028.000,-455496.000
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,4440.000,,,,,,,
IncreaseDecreaseInAccruedInterestReceivableNet,,,,,,,-300.000,
IncreaseDecreaseInInventories,3486.000,,,,,,,
IncreaseDecreaseInOtherLoans,-17500.000,,,,,,,
InterestExpenseBeneficialInterestsIssuedByConsolidatedVariableInterestEntities,,,,128700.000,,,,
InvestmentIncomeInterest,151.000,7.000,,,,358.000,300.000,
IssuanceOfStockAndWarrantsForServicesOrClaims,91000.000,,,,,,,
LitigationSettlementExpense,,,,,,,,-33050.000
NetCashProvidedByUsedInFinancingActivities,397000.000,,,205600.000,,,81978.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,397000.000,,,205600.000,,,81978.000,
NetCashProvidedByUsedInInvestingActivities,-17500.000,,,,,,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-17500.000,,,,,,,
NetCashProvidedByUsedInOperatingActivities,-222604.000,,,-195323.000,,,-212669.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,-222604.000,,,-195323.000,,,-212669.000,
NetIncomeLoss,-322320.000,,,-325137.000,-360017.000,-172325.000,-213728.000,-488546.000
OperatingExpenses,323562.000,848285.000,220223.000,325137.000,360017.000,175283.000,214428.000,466996.000
OtherNoncashIncomeExpense,151.000,7.000,,,,358.000,300.000,-33050.000
ProceedsFromRelatedPartyDebt,97000.000,,,105500.000,,,81978.000,
ProceedsFromStockPlans,,,,100100.000,,,,
ProfessionalFees,,,2500.000,26000.000,24201.000,20000.000,26730.000,3745.000
ProfitLoss,-322320.000,-848278.000,-218818.000,,,,,
ResearchAndDevelopmentExpense,,,,,,,8138.000,852.000
ResultsOfOperationsRevenueOther,-322320.000,-848278.000,-218818.000,-325137.000,-360017.000,-172325.000,-213728.000,-488546.000
Revenues,12000.000,,1405.000,,,2600.000,400.000,11500.000
SalesRevenueNet,12000.000,,1405.000,,,2600.000,400.000,11500.000
ServiceManagementCosts,107110.000,112497.000,108441.000,98692.000,90353.000,88237.000,108322.000,95325.000
StockIssuedDuringPeriodSharesOther,300000.000,,,,,,,
SubscriptionRevenue,,,,100100.000,,,,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,1623665160.000,1670078203.000,1670078203.000,1670078203.000,7776360.000,12630489.000,1670078203.000,28397093.000
