,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-09-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,,,,,,120000.000,80.000,,0.000,,,,
AdjustmentsToAdditionalPaidInCapitalOther,,,230860.000,,,,,,,,,,,,,,,,,,
AdvertisingRevenue,,,,,,,,,,,,,0.000,,,,,,,,
AdvertisingRevenueCost,,,,,,,,,,,,,0.000,,,,,,,,
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,,,147000.000
AllowanceForDoubtfulAccountsReceivableRecoveries,,,,,,,,,,,,,345000.000,,,,,,,,
AmortizationOfIntangibleAssets,,,,,,,,,1660000.000,1560000.000,1271385.000,0.000,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,,,,,,,7986778.000,,,,50.000,,,,-3109000.000
CashPeriodIncreaseDecrease,409558.000,-55776.000,-125774.000,,,,-311062.000,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,-7095703.000,-2451573.000,-1341.000,9536684.000,-1429.000,-1892000.000,-1015000.000,-2609571.000,-1226000.000
CostOfGoodsSold,,,,,,,,,,,,,1654739.000,2400183.000,2798.000,-4046949.000,2123.000,1757000.000,2169000.000,4971877.000,2346000.000
CostOfRevenue,,,,,,,,,,,,,4956910.000,2669189.000,4764.000,-7612803.000,3643.000,3631000.000,3469000.000,8376357.000,4025000.000
CostOfServicesLicensesAndMaintenanceAgreements,,,,,,,,,,,,,,,,,,412000.000,161000.000,,409000.000
CostOfServicesMaintenanceCosts,,,,,,,,,,,,,640425.000,502211.000,594.000,-1140937.000,314.000,,,,
CurrentFederalStateAndLocalTaxExpenseBenefit,,,,,,,,,,,,,,,,,,,0.000,,
CurrentForeignTaxExpenseBenefit,,,,,,,,,,,,,,,,,,17000.000,27000.000,,
DeferredCompensationArrangementWithIndividualAllocatedShareBasedCompensationExpense,,,,,,,,,,,,,411964.000,379380.000,405.000,-790552.000,321.000,289000.000,100000.000,,
DeferredFinanceCostsOwnshareLendingArrangementIssuanceCostsAmortizationExpense,,,,,,,,,,,,,,30900.000,32.000,,30.000,,,,
DeferredIncomeTaxExpenseBenefit,,,,,,,,,,,,,10084.000,,,,,,,,
Depreciation,,,,,,,,,260033.000,320785.000,326775.000,418291.000,,,,,,,,,
DepreciationAndAmortization,,,,,,,,,,,,,983167.000,,,,818.000,,,,773000.000
DepreciationDepletionAndAmortization,,,,,,,,,,,,,912578.000,1106038.000,863.000,-2015723.000,818.000,790000.000,801000.000,1555182.000,773000.000
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,,,-1971863.000,-1003858.000,-1019.000,2972746.000,,-260000.000,,,
DisposalGroupIncludingDiscontinuedOperationCostsOfGoodsSold,,,,,,,,,,,,,2041289.000,2019659.000,46.000,-4056887.000,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,,,1320995.000,1411185.000,818.000,-2729448.000,,260000.000,,,
DisposalGroupIncludingDiscontinuedOperationOperatingIncomeLoss,,,,,,,,,,,,,-1879653.000,-958684.000,-859.000,2835499.000,,-260000.000,,,
DisposalGroupIncludingDiscontinuedOperationOtherExpense,,,,,,,,,,,,,92210.000,45174.000,160.000,-137247.000,,0.000,,,
DisposalGroupIncludingDiscontinuedOperationRevenue,,,,,,,,,,,,,1482631.000,2472160.000,5.000,-3950836.000,,0.000,,,
EarningsPerShareBasicAndDiluted,-0.010,-0.010,-0.020,-0.220,-0.040,-0.190,-1.200,,,,,,-0.570,-0.110,-0.030,0.290,-0.040,-0.050,-0.020,-0.020,-0.030
EffectOfExchangeRateOnCashAndCashEquivalents,,,,,,,,,,,,,-100629.000,,,,-51.000,,,,34000.000
FairValueAdjustmentOfWarrants,,,,,,,,,,,,,,,,,,,,,-231000.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,,,,,1480464.000,0.000,,,,,,
GeneralAndAdministrativeExpense,123289.000,118560.000,238223.000,508839.000,110746.000,-256533.000,233286.000,,,,,,4065424.000,5051650.000,3876.000,-9104866.000,3213.000,3076000.000,3287000.000,6128787.000,2847000.000
GoodwillImpairmentLoss,,,,,,,,,,,7129000.000,,,,,,,,,,
GoodwillPurchaseAccountingAdjustments,,,,,,,,,616988.000,,,,,,,,,,,,
GoodwillTranslationAdjustments,,,,,,,,,9370.000,,,,,,,,,,,,
GrossProfit,,,,,,,,,,,,,4353604.000,6669590.000,5430.000,-11006082.000,5024.000,5080000.000,6059000.000,10976976.000,4944000.000
IncomeLossFromContinuingOperations,,,,,,,,,,,,,,-1717368.000,,,,-1340000.000,-887000.000,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,,-4945897.000,-1700822.000,-2493.000,6639257.000,-1317.000,-1340000.000,-860000.000,-2165683.000,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,,,,,,,,,,,-0.410,-0.070,-0.070,0.190,-0.040,-0.040,-0.020,-0.020,
IncomeLossFromDiscontinuedOperationsNetOfTax,,,,,,,,,,,,,-1971863.000,-1003858.000,,,,-260000.000,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,-0.160,-0.040,0.040,0.100,,-0.010,,,
IncomeTaxExpenseBenefit,,,,,,,,,,,,,-16546.000,16546.000,29.000,93.000,,0.000,27000.000,,0.000
IncomeTaxesPaid,,,,,,,,,,,,,18410.000,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,-1247450.000,,,,-945.000,,,,-1287000.000
IncreaseDecreaseInAccountsReceivable,,,,,,,,,,,,,-3000395.000,,,,1470.000,,,,-50000.000
IncreaseDecreaseInAccruedLiabilities,87042.000,37070.000,98572.000,,,,131672.000,,,,,,87158.000,,,,-950.000,,,,-987000.000
IncreaseDecreaseInContractReceivablesNet,,,,,,,,,,,,,1035993.000,,,,,,,,
IncreaseDecreaseInDeferredRevenue,,,,,,,,,,,,,604854.000,,,,341.000,,,,845000.000
IncreaseDecreaseInInventories,,,,,,,,,,,,,314905.000,,,,-191.000,,,,-171000.000
IncreaseDecreaseInOtherCurrentAssets,,,,,,,,,,,,,69196.000,,,,110.000,,,,51000.000
IncreaseDecreaseInOtherOperatingAssets,,,,,,,,,,,,,107397.000,,,,1.000,,,,-8000.000
IncreaseDecreaseInOtherOperatingLiabilities,,,,,,,,,,,,,-779151.000,,,,-111.000,,,,-53000.000
IncreaseDecreaseInPrepaidExpense,62063.000,-25714.000,-13877.000,,,,185.000,,,,,,,,,,,,,,
InterestAndDebtExpense,,,,,,,,,,,,,1244447.000,91555.000,-121.000,-1337437.000,,,,,
InterestPaid,,,,,,,,,,,,,549028.000,,,,33.000,,,,5000.000
