,2011-09-30
AccountsPayableCurrentAndNoncurrent,243603.000
AccruedLiabilitiesCurrent,10000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-844805.000
AdditionalPaidInCapitalCommonStock,17309785.000
Assets,248907.000
AssetsCurrent,11103.000
Cash,11103.000
CommonStockParOrStatedValuePerShare,0.001
CommonStockSharesAuthorized,480000000.000
CommonStockSharesIssued,448303795.000
CommonStockSharesOutstanding,448303795.000
CommonStockValue,448304.000
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,-18752339.000
DueToOfficersOrStockholders,366606.000
Liabilities,2087962.000
LiabilitiesAndStockholdersEquity,248907.000
LiabilitiesCurrent,2087962.000
MineralRights,237804.000
NotesPayable,1467753.000
PreferredStockParOrStatedValuePerShare,0.001
PreferredStockSharesAuthorized,20000000.000
PreferredStockSharesIssued,0.000
PreferredStockValue,0.000
StockholdersEquity,-1839055.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-1839055.000
UnearnedESOPShares,0.000
