,2015-12-31,2016-12-31
AdjustmentsToAdditionalPaidInCapitalIncomeTaxDeficiencyFromShareBasedCompensation,,4939000.000
AdjustmentsToAdditionalPaidInCapitalIncreaseInCarryingAmountOfRedeemablePreferredStock,-15774000.000,
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,41052000.000,79107000.000
AdjustmentsToAdditionalPaidInCapitalTaxEffectFromShareBasedCompensation,32100000.000,21545000.000
AdvertisingExpense,237000000.000,316800000.000
AllocatedShareBasedCompensationExpense,41024000.000,79432000.000
AmortizationOfFinancingCostsAndDiscounts,961000.000,466000.000
AmortizationOfIntangibleAssets,1702000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,67961000.000,46032000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAggregateLosses,0.000,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAggregateLosses,59000.000,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability1,-7704000.000,0.000
CapitalExpendituresIncurredButNotYetPaid,10534000.000,19778000.000
CashAndCashEquivalentsPeriodIncreaseDecreaseExcludingExchangeRateEffect,340183000.000,-234152000.000
ComprehensiveIncomeNetOfTax,176331000.000,-104446000.000
ConversionOfStockAmountConverted1,124492000.000,0.000
ConversionOfStockAmountIssued1,56678000.000,0.000
CooperativeAdvertisingExpense,38300000.000,52900000.000
CostOfRevenue,956935000.000,1323577000.000
CurrentFederalTaxExpenseBenefit,140396000.000,78025000.000
CurrentForeignTaxExpenseBenefit,1107000.000,4313000.000
CurrentIncomeTaxExpenseBenefit,154810000.000,92216000.000
CurrentStateAndLocalTaxExpenseBenefit,13307000.000,9878000.000
DeferredFederalIncomeTaxExpenseBenefit,-33421000.000,-86827000.000
DeferredForeignIncomeTaxExpenseBenefit,-176000.000,-285000.000
DeferredIncomeTaxExpenseBenefit,-42538000.000,-98734000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,-8941000.000,-11622000.000
Depreciation,19405000.000,36046000.000
EarningsPerShareBasic,0.880,-0.470
