,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNetCurrent,12191000.000,14764000.000,24811000.000,21923000.000,33559000.000,29459000.000,38848000.000,37944000.000,39258000.000,51769000.000,49770000.000,75113000.000,74661000.000,88029000.000,,,,,,
AccruedInvestmentIncomeReceivable,839000.000,626000.000,807000.000,517000.000,794000.000,666000.000,735000.000,694000.000,666000.000,668000.000,660000.000,1024000.000,1060000.000,1050000.000,1036000.000,929000.000,918000.000,772000.000,1228000.000,1440000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,5735000.000,5904000.000,6042000.000,6241000.000,6489000.000,6870000.000,7083000.000,7295000.000,7582000.000,7776000.000,8066000.000,8347000.000,8610000.000,8827000.000,9094000.000,9289000.000,9562000.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,,,,0.000,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1462000.000,1876000.000,2265000.000,1753000.000,1541000.000,-1043000.000,-911000.000,-1429000.000,309000.000,-162000.000,80000.000,1133000.000,-49000.000,320000.000,-1032000.000,830000.000,2159000.000,1857000.000,-220000.000,-51000.000
AdditionalPaidInCapital,152684000.000,152713000.000,152739000.000,152768000.000,160703000.000,160973000.000,163134000.000,169595000.000,195556000.000,195853000.000,196079000.000,196510000.000,196902000.000,197325000.000,198041000.000,198489000.000,198877000.000,198856000.000,199244000.000,199564000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,4401000.000,606000.000,385000.000,484000.000,513000.000,740000.000,976000.000,776000.000,686000.000,620000.000,560000.000,705000.000,725000.000,890000.000,846000.000,845000.000,923000.000,872000.000,2366000.000,2543000.000
Assets,165725000.000,159936000.000,169943000.000,163067000.000,223544000.000,217553000.000,223880000.000,219278000.000,256182000.000,274320000.000,283911000.000,366768000.000,383482000.000,404614000.000,411573000.000,423325000.000,413058000.000,407064000.000,423577000.000,458349000.000
AssetsHeldForSaleCurrent,13634000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,166000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,166000.000,166000.000,166000.000,166000.000,,,,,,
AvailableForSaleDebtSecuritiesAmortizedCostBasis,,,,,,,,,,,,167873000.000,193986000.000,188886000.000,185455000.000,188619000.000,181392000.000,165016000.000,157451000.000,154778000.000
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,,,,,139000.000,,,,625000.000,
AvailableForSaleEquitySecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,,,,,46000.000,,,,0.000,
AvailableForSaleEquitySecuritiesAmortizedCostBasis,994000.000,994000.000,0.000,1563000.000,1571000.000,1563000.000,569000.000,258000.000,252000.000,1225000.000,,2970000.000,2148000.000,2147000.000,4147000.000,6147000.000,6147000.000,6147000.000,5598000.000,4233000.000
AvailableForSaleSecurities,109778000.000,105949000.000,109555000.000,100912000.000,121564000.000,119782000.000,131448000.000,130077000.000,135528000.000,137399000.000,143408000.000,187641000.000,211564000.000,213064000.000,188013000.000,196043000.000,190859000.000,174020000.000,162710000.000,158933000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedGainBeforeTax,,,,,,,,,,,1079000.000,2291000.000,1339000.000,1670000.000,981000.000,2487000.000,3796000.000,3142000.000,1306000.000,1263000.000
AvailableForSaleSecuritiesAccumulatedGrossUnrealizedLossBeforeTax,,,,,,,,,,,958000.000,573000.000,1413000.000,1186000.000,2570000.000,1210000.000,476000.000,285000.000,1645000.000,1341000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,,,,132242000.000,135060000.000,137644000.000,143287000.000,185923000.000,211638000.000,212580000.000,189602000.000,194766000.000,187539000.000,171163000.000,163049000.000,159011000.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPosition12MonthsOrLongerAccumulatedLoss,,,,,,,,,,,,200000.000,247000.000,265000.000,418000.000,190000.000,313000.000,123000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionAccumulatedLoss,,,,,,,,,,,,573000.000,1413000.000,1186000.000,2570000.000,1210000.000,476000.000,285000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,,,,,,,,,,,,37183000.000,105035000.000,68254000.000,123569000.000,44310000.000,28748000.000,28001000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThan12MonthsAccumulatedLoss,,,,,,,,,,,,373000.000,1166000.000,921000.000,2152000.000,1020000.000,163000.000,162000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionLessThanTwelveMonthsFairValue,,,,,,,,106300000.000,68400000.000,75000000.000,63500000.000,22426000.000,91965000.000,54348000.000,111416000.000,40460000.000,14623000.000,22532000.000,,
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionTwelveMonthsOrLongerFairValue,,,,,,,,,,,,14757000.000,13070000.000,13906000.000,12153000.000,3850000.000,14125000.000,5469000.000,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsAmortizedCost,,,,,,,,,,,,,,,42631000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterFiveThroughTenYearsFairValue,,18177000.000,21806000.000,20524000.000,27688000.000,28269000.000,28320000.000,28080000.000,25724000.000,24388000.000,23166000.000,35715000.000,47414000.000,46014000.000,42285000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsAmortizedCost,,,,,,,,,,,,,,,69082000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterOneThroughFiveYearsFairValue,,22035000.000,21803000.000,23124000.000,32401000.000,37513000.000,43202000.000,43693000.000,47877000.000,54553000.000,54349000.000,68524000.000,73521000.000,70066000.000,68412000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsAmortizedCost,,,,,,,,,,,,,,,61238000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAfterTenYearsFairValue,,44051000.000,47861000.000,44918000.000,50764000.000,48186000.000,52502000.000,49241000.000,45836000.000,43871000.000,47559000.000,59200000.000,65109000.000,63103000.000,60549000.000,,,,,
AvailableForSaleSecuritiesDebtMaturitiesAmortizedCost,106563000.000,102109000.000,106122000.000,95423000.000,98079000.000,98079000.000,131011000.000,130751000.000,125822000.000,127282000.000,,,,,,,,,,
AvailableForSaleSecuritiesDebtMaturitiesNextRollingTwelveMonthsAmortizedCostBasis,,,,,,,,,,,,,,,,10836000.000,12729000.000,10845000.000,8729000.000,10783000.000
