,2011-07-31,2011-10-31,2012-01-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-01-31,2014-04-30,2014-07-31,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,,,,,,,,,,,,,,1445943.000,215389.000,375518.000,43141.000,58191.000,322078.000,484014.000,481703.000,335622.000,260149.000,159096.000
AccountsPayableCurrent,,,,,,,,,,,,,,,,200019.000,32440.000,56253.000,186814.000,282613.000,273203.000,335622.000,226516.000,73413.000
AccruedBonusesCurrent,,,,,,,,,,,,,,,,,,,135264.000,85500.000,171000.000,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,1445942.000,,,,,,,,,,
AccruedLiabilitiesCurrentAndNoncurrent,6799.000,4920.000,6276.000,8326.000,9514.000,4494.000,6082.000,7125.000,3186.000,3584.000,4028.000,4454.000,4529.000,,,,,,,,,,,
AccruedPayrollTaxesCurrent,,,,,,,,,,,,,,,7839.000,11030.000,10701.000,1938.000,,901.000,,,,
AccruedProfessionalFeesCurrent,,,,,,,,,,,,,,178306.000,119776.000,,,,,,,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,,,,,,,,,,,,,851.000,1422.000,1992.000,3982.000,141.000,181.000,221.000,261.000,285.000
AdditionalPaidInCapital,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,20000.000,6607520.000,8315128.000,9071868.000,13643107.000,15703556.000,20201567.000,29842370.000,32338448.000,34976002.000,38271173.000,41709190.000
Assets,,,,0.000,0.000,500.000,470.000,440.000,410.000,380.000,94.000,58.000,22.000,420131.000,3821391.000,3215983.000,4413259.000,3301552.000,2080185.000,4622010.000,2634684.000,1072232.000,973085.000,1967826.000
AssetsCurrent,,,,,,,,,,,,,,,3809770.000,3204429.000,4402276.000,3291139.000,2074381.000,4621648.000,2634362.000,1071950.000,972843.000,1967608.000
CashAndCashEquivalentsAtCarryingValue,,,,0.000,0.000,500.000,470.000,440.000,410.000,380.000,94.000,58.000,22.000,15013.000,2661396.000,2169078.000,3166562.000,2126137.000,1115109.000,4221188.000,2194325.000,688233.000,620375.000,1612336.000
CommonStockOtherSharesOutstanding,,,,,,,,,,,,,,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
