,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,2700000.000,3700000.000,,1600000.000,1600000.000,1600000.000,,1400000.000,2600000.000,1100000.000,,1000000.000,1000000.000,300000.000,-700000.000,200000.000
AllocatedShareBasedCompensationExpense,,,,,,,,,,,,,,,,,,,-500000.000,,,,
AmortizationOfFinancingCostsAndDiscounts,,,102000.000,,,,129000.000,,,,430000.000,,,,1394000.000,,,,1432000.000,,,,717000.000
AmortizationOfIntangibleAssets,554000.000,545000.000,574000.000,509000.000,491000.000,606000.000,793000.000,721000.000,741000.000,754000.000,758000.000,757000.000,742000.000,717000.000,677000.000,669000.000,521000.000,4233000.000,486000.000,491000.000,83000.000,-126000.000,172000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,5540000.000,5467000.000,,4814000.000,4967000.000,3320000.000,-7103000.000,17052000.000,19024000.000,8233000.000,-35736000.000,19691000.000,19402000.000,20171000.000,-38968000.000,19656000.000,19304000.000,665000.000,-38836000.000,18310000.000
BusinessCombinationAcquisitionRelatedCosts,,,,,364000.000,,,,0.000,,,,,,,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,3768000.000,,,,1711000.000,,,,886000.000,,,,4495000.000,,,,3650000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,,,-3807000.000,,,,-2948000.000,,,,2419000.000,,,,-8335000.000,,,,-3468000.000,,,,5825000.000
ComprehensiveIncomeNetOfTax,,,2985000.000,-14940000.000,2356000.000,-2936000.000,-7134000.000,-2943000.000,-9773000.000,-58612000.000,-6852000.000,-3796000.000,-12134000.000,-5293000.000,-15758000.000,-2408000.000,-159641000.000,-10741000.000,-5825000.000,-4384000.000,6595000.000,-4153000.000,-5325000.000
CostOfGoodsSoldAmortization,416000.000,411000.000,379000.000,373000.000,362000.000,635000.000,431000.000,426000.000,432000.000,444000.000,446000.000,447000.000,435000.000,408000.000,369000.000,361000.000,363000.000,360000.000,360000.000,377000.000,,,
CostOfRevenue,20585000.000,17001000.000,16263000.000,17666000.000,16844000.000,19988000.000,17270000.000,18501000.000,25532000.000,17366000.000,15433000.000,16600000.000,14272000.000,15529000.000,15335000.000,18745000.000,14154000.000,15508000.000,13532000.000,15495000.000,10849000.000,4238000.000,11199000.000
DeferredIncomeTaxExpenseBenefit,,,162000.000,,,,-204000.000,,,,106000.000,,,,233000.000,,,,-76000.000,,,,
Depreciation,,,,3500000.000,3500000.000,,3500000.000,3700000.000,3700000.000,3700000.000,3300000.000,3100000.000,2900000.000,2900000.000,2800000.000,2800000.000,3400000.000,4000000.000,2900000.000,2500000.000,1600000.000,400000.000,1600000.000
DepreciationDepletionAndAmortization,,,5803000.000,,,,6259000.000,,,,4851000.000,,,,4162000.000,,,,3884000.000,,,,1868000.000
DilutiveSecuritiesEffectOnBasicEarningsPerShareOther,,,,,,,,,,,,,,,,0.000,0.000,,0.000,,,,
DiscontinuedOperationIncomeLossFromDiscontinuedOperationNetOfTaxPerBasicAndDilutedShare,,,,,,,,,,,,,,,,,,,,,-0.430,,-0.010
DiscontinuedOperationTaxEffectOfDiscontinuedOperation,,,,,,,,,,,,,,,,,,,,,8700000.000,,
EarningsPerShareBasic,,,,,,,,,,,,,-0.030,,-0.050,,-1.610,,-0.070,-0.050,,,
EarningsPerShareBasicAndDiluted,-0.030,-0.010,-0.010,-0.070,-0.030,-0.060,-0.030,-0.050,-0.150,-0.620,-0.070,-0.030,,,-0.050,-0.040,,,,,-1.600,,-0.610
EarningsPerShareDiluted,,,,,,,,,,,,,-0.040,,-0.050,,-1.610,,,,,,
