,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableAndAccruedLiabilitiesCurrent,,406700000.000,433900000.000,480200000.000,432700000.000,417200000.000,376500000.000,381500000.000,357000000.000,421100000.000,385100000.000,381400000.000,351400000.000,389900000.000
AccountsPayableCurrent,213600000.000,219800000.000,222900000.000,249500000.000,231500000.000,233800000.000,180200000.000,175100000.000,162300000.000,175700000.000,165100000.000,179900000.000,173100000.000,194600000.000
AccrualForEnvironmentalLossContingencies,10500000.000,10400000.000,9900000.000,8800000.000,9400000.000,9300000.000,15100000.000,15200000.000,15400000.000,16200000.000,17200000.000,30600000.000,30100000.000,29400000.000
AccruedEnvironmentalLossContingenciesCurrent,3900000.000,3200000.000,3600000.000,2200000.000,2700000.000,2600000.000,3700000.000,3700000.000,3200000.000,3100000.000,4000000.000,6100000.000,9700000.000,11500000.000
AccruedLiabilitiesCurrent,177400000.000,186900000.000,211000000.000,120400000.000,201200000.000,183400000.000,196300000.000,124900000.000,194700000.000,245400000.000,220000000.000,117800000.000,178300000.000,195300000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,375600000.000,,,,391700000.000,,,,413800000.000,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-109800000.000,-104300000.000,-129700000.000,-148200000.000,-178700000.000,-173100000.000,-174600000.000,-232200000.000,-205700000.000,-231200000.000,-216800000.000,-264300000.000,-251400000.000,-204500000.000
AdditionalPaidInCapital,20400000.000,5600000.000,2600000.000,0.000,5100000.000,12300000.000,17900000.000,24400000.000,1100000.000,8800000.000,16900000.000,0.000,,
AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,29000000.000,,
AllowanceForDoubtfulAccountsReceivableCurrent,,,,,,,,3800000.000,,,,2700000.000,,
Assets,1977900000.000,1968100000.000,1992200000.000,2015900000.000,1927400000.000,1989600000.000,2409000000.000,2285300000.000,2270000000.000,2345500000.000,2306600000.000,2247400000.000,2185400000.000,2334600000.000
AssetsCurrent,913900000.000,887600000.000,934000000.000,973800000.000,903700000.000,923200000.000,875700000.000,735100000.000,710400000.000,827900000.000,802300000.000,829300000.000,742200000.000,839200000.000
AssetsFairValueDisclosureRecurring,,,,,,,,,,,,5600000.000,,
AssetsHeldForSaleCurrent,,3900000.000,0.000,2200000.000,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,154300000.000,0.000,,,,2200000.000,0.000,
BusinessCombinationContingentConsiderationAsset,,,,,,,,,,,,,2700000.000,2700000.000
CashAndCashEquivalentsAtCarryingValue,205400000.000,193200000.000,251400000.000,290500000.000,229600000.000,201000000.000,175200000.000,199700000.000,125500000.000,169100000.000,214500000.000,312400000.000,189600000.000,245500000.000
CommonStockSharesAuthorized,,,,,,,,,,,,400000000.000,,
CommonStockValue,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,900000.000
CostsInExcessOfBillingsOnUncompletedContractsOrProgramsExpectedToBeCollectedWithinOneYear,143800000.000,148200000.000,153600000.000,181100000.000,177100000.000,186400000.000,,,,,,,,
DebtAndCapitalLeaseObligations,1334900000.000,1287600000.000,1279500000.000,1264600000.000,1252100000.000,1252300000.000,1634900000.000,1545400000.000,1496000000.000,1485700000.000,1473600000.000,1463800000.000,1451900000.000,1441000000.000
DebtCurrent,70500000.000,30700000.000,30300000.000,49600000.000,49400000.000,61800000.000,59000000.000,65600000.000,49100000.000,48600000.000,47200000.000,48200000.000,47100000.000,46900000.000
DeferredCompensationLiabilityCurrentAndNoncurrent,,,,12800000.000,,,,15500000.000,,,,16800000.000,,
DeferredIncomeTaxesAndOtherTaxReceivableCurrent,,,,36600000.000,,,,10500000.000,,,,11900000.000,,
DeferredTaxAssetsGross,,,,155000000.000,,,,243600000.000,,,,310700000.000,,
DeferredTaxAssetsLiabilitiesNet,,,,66600000.000,,,,3000000.000,,,,15600000.000,,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,72300000.000,,,,91900000.000,,,,72300000.000,,
DeferredTaxAssetsNet,,,,104200000.000,,,,110300000.000,,,,85200000.000,,
DeferredTaxAssetsOperatingLossCarryforwards,,,,45200000.000,,,,133400000.000,,,,227100000.000,,
DeferredTaxAssetsOther,,,,1000000.000,,,,6200000.000,,,,5300000.000,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefitsPostretirementBenefits,,,,63300000.000,,,,65500000.000,,,,42000000.000,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsOther,,,,11100000.000,,,,12700000.000,,,,16000000.000,,
DeferredTaxAssetsValuationAllowance,,,,50800000.000,,,,133300000.000,,,,225500000.000,,
DeferredTaxLiabilities,,,,37600000.000,,,,107300000.000,,,,100800000.000,,
DeferredTaxLiabilitiesCurrent,,,,36300000.000,,,,9100000.000,,,,2700000.000,,
DeferredTaxLiabilitiesOther,,,,2200000.000,,,,6700000.000,,,,6000000.000,,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,800000.000,,,,3900000.000,,,,4200000.000,,
DefinedBenefitPlanPensionPlansWithAccumulatedBenefitObligationsInExcessOfPlanAssetsAggregateAccumulatedBenefitObligation,,,,0.050,,,,0.050,,,,0.050,,
DerivativeFairValueOfDerivativeAsset,1500000.000,5300000.000,3700000.000,,12800000.000,1700000.000,3700000.000,,6200000.000,2400000.000,300000.000,,5600000.000,3600000.000
DerivativeFairValueOfDerivativeLiability,0.000,1800000.000,6400000.000,,34700000.000,5200000.000,5000000.000,,7300000.000,7000000.000,4000000.000,300000.000,400000.000,1200000.000
DueFromAffiliateCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueFromAffiliateNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueToAffiliateCurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DueToAffiliateNoncurrent,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
EmployeeRelatedLiabilitiesCurrent,,,,74000000.000,,,,72400000.000,,,,81000000.000,,
EquityMethodInvestmentDifferenceBetweenCarryingAmountAndUnderlyingEquity,,0.000,0.000,,,,,,,,,,,
FairValueNetAssetLiability,,,,,,,,,,,,1510600000.000,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,114500000.000,114800000.000,108700000.000,107000000.000,98800000.000,103700000.000,105000000.000,107600000.000,117200000.000,119900000.000,126200000.000,123600000.000,130400000.000,144100000.000
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,10000000.000,10000000.000,10000000.000,7800000.000,6900000.000,7600000.000,10900000.000,19000000.000,19800000.000,20000000.000,19800000.000,19600000.000,20000000.000,21700000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,8000000.000,8000000.000,8000000.000,7600000.000,6800000.000,7600000.000,17200000.000,18900000.000,19700000.000,19900000.000,19900000.000,18800000.000,19100000.000,20800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,8000000.000,8000000.000,8000000.000,7600000.000,6800000.000,7600000.000,17200000.000,18900000.000,19700000.000,19900000.000,19900000.000,18800000.000,19100000.000,20800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,8000000.000,8000000.000,8000000.000,,6900000.000,7600000.000,17200000.000,18900000.000,19700000.000,19900000.000,19900000.000,18800000.000,19100000.000,20800000.000
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,8000000.000,8000000.000,8000000.000,7700000.000,6900000.000,7600000.000,17200000.000,18900000.000,19800000.000,19900000.000,20000000.000,19600000.000,20000000.000,21700000.000
FiniteLivedIntangibleAssetsGross,249000000.000,249400000.000,231600000.000,222600000.000,200400000.000,214800000.000,326100000.000,417900000.000,437100000.000,437800000.000,443500000.000,416400000.000,430000000.000,458400000.000
FiniteLivedIntangibleAssetsNet,134500000.000,134600000.000,122900000.000,115600000.000,101600000.000,111100000.000,221100000.000,310300000.000,319900000.000,317900000.000,317300000.000,292800000.000,299600000.000,314300000.000
ForeignCurrencyCashFlowHedgeGainLossToBeReclassifiedDuringNext12Months,700000.000,700000.000,900000.000,1600000.000,2800000.000,800000.000,1700000.000,1700000.000,500000.000,500000.000,1000000.000,800000.000,600000.000,-200000.000
Goodwill,507100000.000,517800000.000,509900000.000,506000000.000,498600000.000,527500000.000,823400000.000,714100000.000,727200000.000,728800000.000,736100000.000,716800000.000,724600000.000,745700000.000
GoodwillGross,992600000.000,1003300000.000,995400000.000,991500000.000,,,,,,,,,,
GoodwillImpairedAccumulatedImpairmentLoss,485500000.000,485500000.000,485500000.000,485500000.000,,,,485500000.000,,,,485500000.000,,
IncomeTaxExaminationLiabilityRefundAdjustmentFromSettlementWithTaxingAuthority,,,,,,,,5300000.000,,,,,,
