,2011-01-29,2011-04-30,2011-07-30,2011-10-29,2012-01-28,2012-04-28,2012-07-28,2012-10-27,2013-01-26,2013-04-27,2013-08-03,2013-11-02,2014-02-01,2014-05-03,2014-08-02,2014-11-01,2015-01-31,2015-05-02,2015-08-01,2015-10-31,2016-01-30,2016-04-30,2016-07-30,2016-10-29,2017-01-28,2017-04-29
AccountsPayableCurrent,223867000.000,240487000.000,217074000.000,300408000.000,240534000.000,253499000.000,242179000.000,349304000.000,285943000.000,312231000.000,283851000.000,394668000.000,334867000.000,348367000.000,385890000.000,469375000.000,430227000.000,440276000.000,390134000.000,495648000.000,356768000.000,451153000.000,445430000.000,514362000.000,449539000.000,547019000.000
AccountsReceivableNetCurrent,258979000.000,279650000.000,257482000.000,309541000.000,322818000.000,336132000.000,305177000.000,338577000.000,358173000.000,364411000.000,339590000.000,398210000.000,406943000.000,420943000.000,449870000.000,489758000.000,493873000.000,510692000.000,474494000.000,491221000.000,455831000.000,478577000.000,489708000.000,534322000.000,514870000.000,547792000.000
AccruedLiabilitiesCurrent,,,83900000.000,92780000.000,90059000.000,103581000.000,91632000.000,104073000.000,125027000.000,131446000.000,113397000.000,102537000.000,113058000.000,113522000.000,136959000.000,131073000.000,138024000.000,124617000.000,129113000.000,140027000.000,139656000.000,140261000.000,162438000.000,156741000.000,144532000.000,151785000.000
AccruedMarketingCostsCurrent,,,,,,,,,,,,,,,,,,,,,,,16410000.000,,,
AccruedSalariesCurrent,,,,,,,,,,,,,,,,,,,,,,,58832000.000,45400000.000,55264000.000,54776000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,172367000.000,,,,222060000.000,,,,248036000.000,,,,273638000.000,,,,317329000.000,,,,362406000.000,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,1105000.000,5518000.000,4862000.000,2232000.000,1653000.000,3608000.000,1896000.000,2361000.000,1622000.000,729000.000,-1092000.000,-1383000.000,-6709000.000,-5581000.000,-5152000.000,-7714000.000,-17044000.000,-13889000.000,-19443000.000,-20372000.000,-25826000.000,-18634000.000,-22379000.000,-22685000.000,-17921000.000,-20407000.000
AdditionalPaidInCapitalCommonStock,335182000.000,342988000.000,345036000.000,349693000.000,352765000.000,357683000.000,364598000.000,367285000.000,370634000.000,374010000.000,380109000.000,386045000.000,390056000.000,394117000.000,402875000.000,408928000.000,416126000.000,418623000.000,420584000.000,426314000.000,430074000.000,433573000.000,436167000.000,440237000.000,447737000.000,452630000.000
AllowanceForDoubtfulAccountsReceivableCurrent,5858000.000,5433000.000,4545000.000,5261000.000,5684000.000,6601000.000,6249000.000,6509000.000,7022000.000,7683000.000,9271000.000,9784000.000,8506000.000,6767000.000,7589000.000,8404000.000,7345000.000,7698000.000,7489000.000,10181000.000,11193000.000,11416000.000,9638000.000,9915000.000,9260000.000,10247000.000
AllowanceForNotesAndLoansReceivableCurrent,75000.000,77000.000,72000.000,72000.000,,,,,,,,,,,,,,,,,,,,,,
AllowanceForNotesAndLoansReceivableNoncurrent,1183000.000,1181000.000,1237000.000,1537000.000,,,,,,,,,,,,,,,,,,,,,,
Assets,1394667000.000,1451944000.000,1400988000.000,1580597000.000,1546823000.000,1582477000.000,1493946000.000,1671724000.000,1680106000.000,1751455000.000,1729908000.000,1961915000.000,1950981000.000,2037900000.000,2297233000.000,2510066000.000,2510890000.000,2558321000.000,2550190000.000,2650185000.000,2487018000.000,2645932000.000,2852155000.000,2943041000.000,2870003000.000,2920587000.000
AssetsCurrent,843209000.000,896043000.000,844492000.000,1030652000.000,999052000.000,1038079000.000,946861000.000,1113152000.000,1096383000.000,1159847000.000,1115218000.000,1305972000.000,1266885000.000,1340158000.000,1378290000.000,1572282000.000,1555115000.000,1575869000.000,1553742000.000,1659605000.000,1503495000.000,1563592000.000,1611190000.000,1704558000.000,1638398000.000,1694963000.000
AssetsHeldForSaleCurrent,,,,2557000.000,2557000.000,2557000.000,,,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,,,,,,,,,,,,,,,,,,,,2100000.000,,,
CashAndCashEquivalentsAtCarryingValue,17284000.000,24318000.000,16867000.000,17016000.000,26736000.000,14202000.000,16122000.000,8939000.000,8085000.000,13876000.000,11111000.000,9357000.000,14575000.000,16577000.000,16116000.000,17564000.000,27474000.000,23940000.000,17380000.000,12293000.000,12482000.000,19327000.000,18593000.000,13556000.000,30658000.000,16119000.000
CommitmentsAndContingencies,,,,,,,,,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,48344000.000,48502000.000,48520000.000,48770000.000,48822000.000,48905000.000,49011000.000,49279000.000,49295000.000,49314000.000,49330000.000,49609000.000,49623000.000,49650000.000,49771000.000,49998000.000,50071000.000,50087000.000,50096000.000,50315000.000,50331000.000,50380000.000,50383000.000,50581000.000,50592000.000,50611000.000
CommonStockSharesOutstanding,48317000.000,48475000.000,48493000.000,48753000.000,48805000.000,48888000.000,49011000.000,49279000.000,49295000.000,49314000.000,49330000.000,49609000.000,49623000.000,49650000.000,49771000.000,49998000.000,50071000.000,50087000.000,50096000.000,50315000.000,50331000.000,50380000.000,50383000.000,50581000.000,50592000.000,50611000.000
CommonStockValue,483000.000,485000.000,485000.000,,,,,,,,,,,,,,,,,,,,,,,
CommonStockValueOutstanding,,,,488000.000,488000.000,489000.000,490000.000,493000.000,493000.000,493000.000,493000.000,496000.000,496000.000,497000.000,498000.000,500000.000,501000.000,501000.000,501000.000,503000.000,503000.000,504000.000,504000.000,506000.000,506000.000,506000.000
DebtInstrumentCarryingAmount,,,,,,,,,,,,,,,,,,,,,,,175145000.000,,,
DebtInstrumentInterestRateEffectivePercentage,,,,,,,,,,,,0.073,,,,,,,,,,,,,,
DeferredFinanceCostsNoncurrentNet,,,,,,,,,,,,,,,,,,4400000.000,4200000.000,4000000.000,3700000.000,5500000.000,1600000.000,,,
DeferredIncomeTaxLiabilities,,,,,,,,,,,,,,,,,,,,,,,111811000.000,,,
DeferredTaxAssetsGross,,,39609000.000,,,,39012000.000,,,,43458000.000,,,,46415000.000,,,,46531000.000,,,,51819000.000,,,
DeferredTaxAssetsHedgingTransactions,,,,,,,,,,,,,,,,,,,,,,,2343000.000,,,
DeferredTaxAssetsInventory,,,5638000.000,,,,6431000.000,,,,6906000.000,,,,7532000.000,,,,9034000.000,,,,10682000.000,,,
DeferredTaxAssetsLiabilitiesNet,,,-16528000.000,,,,-10907000.000,,,,-17652000.000,,,,-18477000.000,,,,-33311000.000,,,,,,,
DeferredTaxAssetsNet,,,34538000.000,,,,38022000.000,,,,42639000.000,,,,46415000.000,,,,46531000.000,,,,51819000.000,,,
DeferredTaxAssetsNetCurrent,20560000.000,20560000.000,22023000.000,21884000.000,21757000.000,21642000.000,25353000.000,25353000.000,25353000.000,25353000.000,23822000.000,23822000.000,23822000.000,23822000.000,32518000.000,38570000.000,38570000.000,38570000.000,32333000.000,32333000.000,32333000.000,32333000.000,35228000.000,35219000.000,35225000.000,35212000.000
DeferredTaxAssetsNetNoncurrent,,,,,,,-36260000.000,,,,-41474000.000,,,,-50995000.000,,,,-65644000.000,,,,,,,
DeferredTaxAssetsOperatingLossCarryforwards,,,7381000.000,,,,2778000.000,,,,2374000.000,,,,1295000.000,,,,1177000.000,,,,1059000.000,,,
DeferredTaxAssetsOther,,,71000.000,,,,221000.000,,,,179000.000,,,,21000.000,,,,313000.000,,,,29000.000,,,
DeferredTaxAssetsOtherComprehensiveLoss,,,495000.000,,,,,,,,,,,,,,,,,,,,,,,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,16701000.000,,,,18471000.000,,,,21224000.000,,,,24129000.000,,,,23651000.000,,,,25453000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,7037000.000,,,,8294000.000,,,,8914000.000,,,,10438000.000,,,,9077000.000,,,,7519000.000,,,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,2286000.000,,,,2817000.000,,,,3861000.000,,,,3000000.000,,,,3279000.000,,,,4734000.000,,,
DeferredTaxAssetsValuationAllowance,,,5071000.000,,,,990000.000,,,,819000.000,,,,0.000,,,,0.000,,,,0.000,,,
DeferredTaxLiabilities,,,51066000.000,,,,48929000.000,,,,60291000.000,,,,64892000.000,,,,79842000.000,,,,59992000.000,,,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,20530000.000,,,,24825000.000,,,,25766000.000,,,,28124000.000,,,,31955000.000,,,,48996000.000,,,
DeferredTaxLiabilitiesNoncurrent,21058000.000,21476000.000,38551000.000,38539000.000,38535000.000,38542000.000,36260000.000,36267000.000,36260000.000,38027000.000,41474000.000,41474000.000,41474000.000,44583000.000,50995000.000,50995000.000,50995000.000,60040000.000,65644000.000,64983000.000,64273000.000,89817000.000,95220000.000,96227000.000,95669000.000,95255000.000
DeferredTaxLiabilitiesOther,,,203000.000,,,,276000.000,,,,303000.000,,,,274000.000,,,,15000.000,,,,785000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,30333000.000,,,,23828000.000,,,,34222000.000,,,,36494000.000,,,,47872000.000,,,,62030000.000,,,
DerivativeForwardInterestRate,,,,,,,,,,,,,,,,,0.018,0.018,,0.018,0.018,0.018,,,,
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,14000000.000,,,,14600000.000,,,,18000000.000,,,,26500000.000,,,,27800000.000,,,,28700000.000,,,
EmployeeStockOwnershipPlanESOPNumberOfAllocatedShares,,,1657000.000,,,,1955000.000,,,,1777000.000,,,,1580000.000,,,,1057000.000,,,,,,,
EmployeeStockOwnershipPlanESOPSharesInESOP,,,2199000.000,,,,2053000.000,,,,1833000.000,,,,1595000.000,,,,1057000.000,,,,0.000,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,7400000.000,7592000.000,8143000.000,9275000.000,8915000.000,9841000.000,10809000.000,11275000.000,12236000.000,13224000.000,14214000.000,15193000.000,15869000.000,16905000.000,19002000.000,19753000.000,20895000.000,23769000.000,25717000.000,27578000.000,29117000.000,313377000.000,34315000.000,37801000.000,41763000.000,45304000.000
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,,5567000.000,,,,48587000.000,,,,42223000.000,,,,94898000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,3973000.000,,,,7880000.000,,,,6547000.000,,,,15099000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,,2175000.000,,,,5821000.000,,,,5420000.000,,,,13130000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,,2632000.000,,,,5836000.000,,,,5881000.000,,,,14047000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearThree,,,,,,,,,,,2941000.000,,,,6525000.000,,,,5866000.000,,,,14704000.000,,,
FiniteLivedIntangibleAssetsAmortizationExpenseYearTwo,,,,,,,,,,,3973000.000,,,,6755000.000,,,,6238000.000,,,,14720000.000,,,
FiniteLivedIntangibleAssetsGross,,,37623000.000,,,,35150000.000,,,,35475000.000,,,,100406000.000,,,,97892000.000,,,,200913000.000,,,
FiniteLivedIntangibleAssetsNet,,,29480000.000,,,,24341000.000,,,,21261000.000,,,,81404000.000,,,,72175000.000,,,,166598000.000,,,
Goodwill,189397000.000,190504000.000,191943000.000,193836000.000,193576000.000,194328000.000,193741000.000,203436000.000,203906000.000,203903000.000,201874000.000,220480000.000,209216000.000,209761000.000,274548000.000,273916000.000,267723000.000,268529000.000,266640000.000,266660000.000,265230000.000,319332000.000,366168000.000,375226000.000,370393000.000,369166000.000
IntangibleAssetsNetExcludingGoodwill,60484000.000,60962000.000,58336000.000,54132000.000,55237000.000,53817000.000,52496000.000,53060000.000,51981000.000,50840000.000,49540000.000,48540000.000,56372000.000,55026000.000,134989000.000,132737000.000,129847000.000,128206000.000,125830000.000,123990000.000,122087000.000,160711000.000,222314000.000,219467000.000,215732000.000,211761000.000
InterestRateDerivativeAssetsAtFairValue,,,,,,,,,,,,,,,,,,,,,,,,,2500000.000,2854000.000
InterestRateDerivativeLiabilitiesAtFairValue,,,,,,,,,,,,,,,,,,420000.000,726000.000,-2378000.000,-3963000.000,-4206000.000,5917000.000,3282000.000,0.000,143000.000
InventoryNet,523575000.000,550249000.000,514506000.000,649026000.000,595429000.000,639753000.000,578555000.000,719673000.000,674046000.000,722675000.000,702161000.000,838391000.000,764694000.000,831516000.000,834722000.000,984411000.000,922246000.000,947697000.000,982559000.000,1082979000.000,941509000.000,984914000.000,1021663000.000,1077931000.000,992551000.000,1042031000.000
LettersOfCreditOutstandingAmount,,,21700000.000,,,,24000000.000,,,,31800000.000,,,,33600000.000,,,,35200000.000,,,,37400000.000,,,
Liabilities,579243000.000,600896000.000,531321000.000,693406000.000,635087000.000,634796000.000,515230000.000,668276000.000,651451000.000,688656000.000,630762000.000,829361000.000,791787000.000,837108000.000,1053869000.000,1230165000.000,1205264000.000,1205293000.000,1164657000.000,1229718000.000,1045562000.000,1155513000.000,1332651000.000,1390554000.000,1279770000.000,1291360000.000
LiabilitiesAndStockholdersEquity,1394667000.000,1451944000.000,1400988000.000,1580597000.000,1546823000.000,1582477000.000,1493946000.000,1671724000.000,1680106000.000,1751455000.000,1729908000.000,1961915000.000,1950981000.000,2037900000.000,2297233000.000,2510066000.000,2510890000.000,2558321000.000,2550190000.000,2650185000.000,2487018000.000,2645932000.000,2852155000.000,2943041000.000,2870003000.000,2920587000.000
LiabilitiesCurrent,482020000.000,504735000.000,463421000.000,624920000.000,565691000.000,566003000.000,334161000.000,453943000.000,411327000.000,444038000.000,398267000.000,498431000.000,449127000.000,463014000.000,523839000.000,611415000.000,579341000.000,576459000.000,530860000.000,647307000.000,508135000.000,603205000.000,619722000.000,683022000.000,606060000.000,710831000.000
LongTermDebt,,,48433000.000,,,,985000.000,1506000.000,1206000.000,1127000.000,34110000.000,34640000.000,34330000.000,34019000.000,33500000.000,180733000.000,190379000.000,188812000.000,186393000.000,183503000.000,180605000.000,178073000.000,173593000.000,173057000.000,167824000.000,164911000.000
LongTermDebtCurrent,5040000.000,5043000.000,47447000.000,46272000.000,45098000.000,43923000.000,350000.000,566000.000,357000.000,361000.000,1019000.000,1226000.000,1202000.000,1125000.000,990000.000,10967000.000,11090000.000,11566000.000,11613000.000,11632000.000,11711000.000,11791000.000,11854000.000,11919000.000,11989000.000,12027000.000
LongTermDebtFairValue,,,,,,,988000.000,1526000.000,1222000.000,1142000.000,,36638000.000,36469000.000,36686000.000,,183528000.000,201359000.000,198124000.000,,189057000.000,185536000.000,184565000.000,,181463000.000,174992000.000,171802000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,0.000,,,,,,,,28506000.000,,,,27813000.000,,,,35723000.000,,,,32799000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,47447000.000,,,,350000.000,,,,1019000.000,,,,990000.000,,,,11613000.000,,,,11854000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,0.000,,,,,,,,1250000.000,,,,1306000.000,,,,2757000.000,,,,93181000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,265000.000,,,,,,,,1141000.000,,,,1250000.000,,,,112386000.000,,,,12693000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearThree,,,369000.000,,,,264000.000,,,,1000000.000,,,,1141000.000,,,,12079000.000,,,,12515000.000,,,
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearTwo,,,352000.000,,,,371000.000,,,,1194000.000,,,,1000000.000,,,,11835000.000,,,,12103000.000,,,
LongTermDebtNoncurrent,45911000.000,44649000.000,986000.000,900000.000,813000.000,725000.000,635000.000,940000.000,849000.000,766000.000,33091000.000,33414000.000,33128000.000,32894000.000,32510000.000,169766000.000,179289000.000,177246000.000,174780000.000,171871000.000,168894000.000,166282000.000,161739000.000,161138000.000,155835000.000,152884000.000
LongTermNotesPayable,,,,,,,115000000.000,,,,130594000.000,,,,415660000.000,,,,362993000.000,,,,426519000.000,,,
NotesAndLoansReceivableNetCurrent,2283000.000,2207000.000,2826000.000,3309000.000,,,,,,,,,,,,,,,,,,,,,,
NotesAndLoansReceivableNetNoncurrent,2220000.000,2251000.000,2148000.000,1890000.000,,,,,,,,,,,,,,,,,,,,,,
NotesPayable,,,,,,,,,,,,,,,,,,,,,,266899000.000,,421241000.000,393608000.000,304187000.000
NotesPayableCurrent,185000000.000,177000000.000,115000000.000,185460000.000,190000000.000,165000000.000,,148933000.000,173947000.000,174849000.000,,228099000.000,240180000.000,268200000.000,,366752000.000,364622000.000,360599000.000,,316060000.000,275766000.000,,,,,
OperatingLeasesFutureMinimumPaymentsDue,,,272850000.000,,,,311043000.000,,,,327639000.000,,,,289273000.000,,,,227212000.000,,,,264632000.000,,,
OperatingLeasesFutureMinimumPaymentsDueCurrent,,,43246000.000,,,,45640000.000,,,,44140000.000,,,,50399000.000,,,,51341000.000,,,,56269000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFiveYears,,,30607000.000,,,,30309000.000,,,,28935000.000,,,,29090000.000,,,,21237000.000,,,,22734000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInFourYears,,,33455000.000,,,,33616000.000,,,,35461000.000,,,,35025000.000,,,,31786000.000,,,,34452000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInThreeYears,,,36365000.000,,,,37059000.000,,,,39779000.000,,,,41523000.000,,,,39213000.000,,,,44632000.000,,,
OperatingLeasesFutureMinimumPaymentsDueInTwoYears,,,40375000.000,,,,41511000.000,,,,42653000.000,,,,46058000.000,,,,45731000.000,,,,51181000.000,,,
OperatingLeasesFutureMinimumPaymentsDueThereafter,,,88802000.000,,,,122908000.000,,,,136671000.000,,,,87178000.000,,,,37904000.000,,,,55364000.000,,,
OtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,,,,,,45785000.000,84705000.000,66639000.000,75442000.000
OtherAssetsNoncurrent,19354000.000,19325000.000,18918000.000,18514000.000,21225000.000,20131000.000,22393000.000,25683000.000,25468000.000,25290000.000,24682000.000,24625000.000,24361000.000,23785000.000,25446000.000,29955000.000,29531000.000,29191000.000,31526000.000,33408000.000,33575000.000,35045000.000,35878000.000,35494000.000,40883000.000,41288000.000
OtherLiabilitiesNoncurrent,30254000.000,30036000.000,28363000.000,29047000.000,30048000.000,29526000.000,29174000.000,28193000.000,29068000.000,30976000.000,27336000.000,27943000.000,27878000.000,28417000.000,30865000.000,31237000.000,31017000.000,30949000.000,30380000.000,29497000.000,28494000.000,29310000.000,29451000.000,28926000.000,28598000.000,28203000.000
PreferredStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,,,,,,,,,,0.000,,0.000,0.000,0.000,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PrepaidExpenseAndOtherAssetsCurrent,,,30788000.000,27319000.000,29755000.000,23793000.000,21654000.000,20610000.000,30726000.000,33532000.000,38534000.000,36192000.000,56851000.000,47300000.000,45064000.000,41979000.000,72952000.000,54970000.000,46976000.000,40779000.000,61340000.000,48441000.000,45998000.000,43530000.000,65094000.000,53809000.000
PropertyPlantAndEquipmentGross,,,457518000.000,,,,500515000.000,,,,586630000.000,,,,757598000.000,,,,889781000.000,,,,979011000.000,,,
PropertyPlantAndEquipmentNet,280003000.000,282859000.000,285151000.000,281573000.000,277733000.000,276122000.000,278455000.000,276393000.000,302368000.000,311575000.000,338594000.000,362298000.000,394147000.000,409170000.000,483960000.000,501176000.000,528674000.000,556526000.000,572452000.000,566522000.000,562631000.000,567252000.000,616605000.000,608296000.000,604597000.000,603409000.000
RestructuringReserve,,,,,,,,,,,,,,,,,,,,1778000.000,1802000.000,1202000.000,840000.000,278000.000,132000.000,18000.000
RetainedEarningsAccumulatedDeficit,479994000.000,503356000.000,520534000.000,535691000.000,557702000.000,586734000.000,611821000.000,633357000.000,655977000.000,687598000.000,719675000.000,747439000.000,775390000.000,811782000.000,845157000.000,878199000.000,906043000.000,947793000.000,983891000.000,1014022000.000,1036705000.000,1074976000.000,1105212000.000,1134429000.000,1159911000.000,1196498000.000
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfExercisableOptions,,,366665.000,,,,211781.000,,,,253255.000,,,,268338.000,,,,253005.000,,,,,,,
ShareBasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeNumberOfOutstandingOptions,,,664048.000,,,,440832.000,,,,474237.000,,,,459074.000,,,,444516.000,,,,,,,
SharebasedCompensationSharesAuthorizedUnderStockOptionPlansExercisePriceRangeExercisableOptionsWeightedAverageExercisePrice1,,,28.660,,,,30.120,,,,30.070,,,,32.560,,,,36.110,,,,,,,
