,2013-03-31,2013-06-30,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentForAmortization,,,,,,,,,20951000.000,,5389000.000,5562000.000,5601000.000,,7915000.000
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,,,,,-4550000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,,,,,,,,,,,15245000.000,,,,18203000.000
AllocatedShareBasedCompensationExpense,18800000.000,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationAsset1,,,,,,,9100000.000,,,,,,,,
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,,,,27600000.000,,,,
CapitalLeaseObligationsIncurred,,,,,,,27600000.000,,,,7500000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,20055000.000,,9361000.000,,,,36598000.000,,,,22145000.000,,,,91718000.000
ComprehensiveIncomeNetOfTax,-116436000.000,-16379000.000,27782000.000,123697000.000,174367000.000,-214134000.000,-101783000.000,259011000.000,164317000.000,-53753000.000,180081000.000,176995000.000,401488000.000,-16664000.000,65665000.000
CostOfServices,362689000.000,421079000.000,445910000.000,470796000.000,,,,,,,,,,,
DeferredIncomeTaxExpenseBenefit,,,742000.000,,,,,,,,46000.000,,,,1079000.000
DepreciationAndAmortization,48748000.000,53854000.000,61640000.000,63459000.000,63786000.000,84262000.000,99976000.000,104607000.000,109798000.000,117733000.000,101295000.000,104610000.000,111575000.000,115015000.000,119205000.000
DepreciationDepletionAndAmortization,55480000.000,,69708000.000,,,,104533000.000,,,,104686000.000,,,,121593000.000
DerivativeInstrumentsGainLossReclassifiedFromAccumulatedOCIIntoIncomeEffectivePortionNet,,,,,,,,,-11670000.000,,,,,,
DerivativeInstrumentsGainLossRecognizedInOtherComprehensiveIncomeEffectivePortionNet,,,,,,,,,-101056000.000,,,,,,
DerivativeInstrumentsLossRecognizedInIncomeIneffectivePortionAndAmountExcludedFromEffectivenessTesting,,,,,,,,,1580000.000,,,,,,
DirectOperatingCosts,,,,,511298000.000,,623700000.000,656279000.000,717722000.000,657748000.000,664481000.000,705900000.000,784734000.000,695110000.000,719798000.000
DividendsCommonStock,,,,73700000.000,,,,,,,64000000.000,,,,
FoodAndBeverageCostOfSales,29962000.000,33674000.000,37683000.000,42734000.000,44819000.000,43004000.000,41851000.000,43699000.000,46419000.000,47672000.000,51003000.000,49769000.000,50902000.000,48397000.000,46178000.000
FuelCosts,72498000.000,75582000.000,79040000.000,77832000.000,79881000.000,89478000.000,87374000.000,91581000.000,88829000.000,90866000.000,81672000.000,80607000.000,86250000.000,86645000.000,88886000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,117061000.000,206615000.000,,-20122000.000,162038000.000,256094000.000,39768000.000,75317000.000,148583000.000,348265000.000,71623000.000,64455000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,44611000.000,,,,,,,,,,,,
IncomeTaxExpenseBenefit,,,1720000.000,2109000.000,-3639000.000,5549000.000,-99000.000,202000.000,-199000.000,74000.000,344000.000,484000.000,2262000.000,-3025000.000,1317000.000
IncreaseDecreaseInAccountsPayable,-11427000.000,,-7198000.000,,,,-17469000.000,,,,2727000.000,,,,27416000.000
IncreaseDecreaseInAccountsReceivable,-1675000.000,,-307000.000,,,,-1474000.000,,,,811000.000,,,,-14943000.000
IncreaseDecreaseInAccruedLiabilities,-12380000.000,,12932000.000,,,,,,,,,,,,
IncreaseDecreaseInAccruedLiabilitiesAndOtherOperatingLiabilities,,,,,,,-43436000.000,,,,8857000.000,,,,-20318000.000
IncreaseDecreaseInCustomerAdvances,109346000.000,,118320000.000,,,,255556000.000,,,,148621000.000,,,,222935000.000
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,43421000.000,,,,,,,,
IncreaseDecreaseInInventories,2610000.000,,4391000.000,,,,80000.000,,,,4360000.000,,,,5184000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,-1496000.000,,5529000.000,,,,5091000.000,,,,4446000.000,,,,8815000.000
InterestIncomeExpenseNet,-127656000.000,-103686000.000,-31172000.000,-31860000.000,-32284000.000,-56438000.000,-50989000.000,-52446000.000,-49784000.000,,-59754000.000,-68420000.000,-60662000.000,-88023000.000,-52962000.000
LaborAndRelatedExpense,74039000.000,82809000.000,99066000.000,106352000.000,115968000.000,131261000.000,157629000.000,161930000.000,170694000.000,175857000.000,177143000.000,184476000.000,193122000.000,191401000.000,192636000.000
NetCashProvidedByUsedInFinancingActivities,25741000.000,,526129000.000,,,,-255851000.000,,,,-178826000.000,,,,-226224000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,25741000.000,,526129000.000,,,,-255851000.000,,,,-178826000.000,,,,-226224000.000
NetCashProvidedByUsedInInvestingActivities,-85152000.000,,-746310000.000,,,,-58563000.000,,,,-133194000.000,,,,-117777000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-85152000.000,,-746310000.000,,,,-58563000.000,,,,-133194000.000,,,,-117777000.000
NetCashProvidedByUsedInOperatingActivities,79466000.000,,229542000.000,,,,351012000.000,,,,334165000.000,,,,435719000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,79466000.000,,229542000.000,,,,351012000.000,,,,334165000.000,,,,435719000.000
NetIncomeLoss,-95021000.000,-6527000.000,42891000.000,114952000.000,210254000.000,-28992000.000,-20023000.000,161836000.000,256293000.000,39694000.000,74973000.000,148099000.000,346003000.000,74648000.000,63138000.000
NoncashOrPartNoncashAcquisitionFixedAssetsAcquired1,,,,,,,,,,,,,,,23000000.000
NonoperatingIncomeExpense,-126445000.000,-103380000.000,-30784000.000,-32185000.000,-29042000.000,-70596000.000,-81128000.000,-56163000.000,-51517000.000,-79719000.000,-56949000.000,-79173000.000,-65995000.000,-83044000.000,-55777000.000
OperatingExpenses,,,,,160062000.000,,253476000.000,210953000.000,259577000.000,259288000.000,280885000.000,253179000.000,285742000.000,275360000.000,310751000.000
OperatingIncomeLoss,31424000.000,96853000.000,75395000.000,149246000.000,235657000.000,47153000.000,61006000.000,218201000.000,307611000.000,119487000.000,132266000.000,227756000.000,414260000.000,154667000.000,120232000.000
OtherComprehensiveIncomeLossBeforeReclassificationsNetOfTax,,,-15356000.000,,,,-103765000.000,,,,70450000.000,,,,-7283000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentBeforeTax,,,,,,,,,,,-4200000.000,3900000.000,1500000.000,,2700000.000
OtherComprehensiveIncomeLossNetOfTax,-21415000.000,-9852000.000,-15109000.000,8745000.000,-35887000.000,-185142000.000,-81760000.000,97175000.000,-91976000.000,-93447000.000,105108000.000,28896000.000,55485000.000,-91312000.000,2527000.000
OtherComprehensiveIncomeLossPensionAndOtherPostretirementBenefitPlansAdjustmentNetOfTax,-117000.000,-117000.000,-94000.000,-95000.000,-95000.000,2595000.000,-119000.000,-120000.000,-119000.000,-744000.000,-108000.000,-108000.000,-107000.000,-174000.000,-105000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentFromAOCIOnDerivativesNetOfTax,,248000.000,-153000.000,147000.000,-1819000.000,-11529000.000,-21886000.000,-26564000.000,-13132000.000,-30160000.000,-34550000.000,-23781000.000,-18327000.000,-19311000.000,-9705000.000
OtherComprehensiveIncomeLossReclassificationAdjustmentOnDerivativesIncludedInNetIncomeNetOfTax,-1836000.000,,,,,,,,,,,,,,
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,-19696000.000,-9721000.000,-15356000.000,8797000.000,-37801000.000,-194076000.000,-103765000.000,70491000.000,-105227000.000,-124351000.000,70450000.000,5007000.000,37051000.000,-110797000.000,-7283000.000
OtherCostAndExpenseOperating,133518000.000,126501000.000,142723000.000,145885000.000,,,,,,,,,,,
OtherCostOfServices,49240000.000,66713000.000,65387000.000,73699000.000,58047000.000,74651000.000,106374000.000,98746000.000,102023000.000,105805000.000,115261000.000,121722000.000,114280000.000,105130000.000,129547000.000
OtherNonoperatingIncomeExpense,1211000.000,306000.000,388000.000,-325000.000,3242000.000,-14158000.000,-30139000.000,-3717000.000,-1733000.000,-11079000.000,2805000.000,-10753000.000,-5333000.000,4979000.000,-2815000.000
PassengerRevenue,358928000.000,457619000.000,458490000.000,538059000.000,659117000.000,556881000.000,670483000.000,787991000.000,948059000.000,722542000.000,740112000.000,818478000.000,1071815000.000,758549000.000,786694000.000
PaymentsForDerivativeInstrumentInvestingActivities,,,,,,,,,,,1167000.000,,,,
PaymentsForRestructuring,,,,,,,1568000.000,,,,3282000.000,,,,
PaymentsOfDistributionsToAffiliates,79651000.000,,,,,,,,,,,,,,
PaymentsOfDividends,,,,,,,,,,,64000000.000,,,,
PaymentsOfFinancingCosts,6124000.000,,197000.000,,,,,,,,,,,,
PaymentsToAcquirePropertyPlantAndEquipment,85152000.000,,746310000.000,,,,58563000.000,,,,132027000.000,,,,117777000.000
ProceedsFromIssuanceOfLongTermDebt,744525000.000,,784451000.000,,,,224033000.000,82000000.000,,,204000000.000,,,,236000000.000
ProceedsFromPaymentsForOtherFinancingActivities,,,,,,,-2660000.000,,,,-6873000.000,,,,-1404000.000
ProceedsFromRelatedPartyDebt,,,,,,,,,,,,,,,8967000.000
ProceedsFromRepurchaseOfEquity,,,,,,,,,,,,,,,-4550000.000
ProceedsFromStockOptionsExercised,,,,,,,51800000.000,3200000.000,11500000.000,,,,,,
PropertyPlantAndEquipmentGrossPeriodIncreaseDecrease,,,,,,,,,,,,,,,31500000.000
ReclassificationFromAccumulatedOtherComprehensiveIncomeCurrentPeriodNetOfTax,,,-247000.000,,,,22005000.000,,,,34658000.000,,,,9810000.000
RepaymentsOfLongTermDebt,1093009000.000,,258125000.000,,,,477224000.000,,,,308248000.000,,,,465237000.000
RepaymentsOfRelatedPartyDebt,,,,,,,,,,,3705000.000,,,,
RestructuringCharges,,,,,,,-4664000.000,,,,1660000.000,,,,
Revenues,527631000.000,644433000.000,664028000.000,765927000.000,907017000.000,788909000.000,938182000.000,1085433000.000,1284910000.000,1036523000.000,1077632000.000,1186835000.000,1484736000.000,1125137000.000,1150781000.000
SalesRevenueNet,527631000.000,644433000.000,664028000.000,765927000.000,907017000.000,788909000.000,938182000.000,1085433000.000,1284910000.000,1036523000.000,1077632000.000,1186835000.000,1484736000.000,1125137000.000,1150781000.000
SellingGeneralAndAdministrativeExpense,84770000.000,72647000.000,81083000.000,82426000.000,96276000.000,138874000.000,153500000.000,106346000.000,149779000.000,141555000.000,179590000.000,148569000.000,174167000.000,160345000.000,191546000.000
ShareBasedCompensation,18753000.000,,1835000.000,,,,12005000.000,2200000.000,13700000.000,14304000.000,15245000.000,,16800000.000,,18203000.000
ShareBasedCompensationArrangementByShareBasedPaymentAwardEquityInstrumentsOtherThanOptionsVestedInPeriodTotalFairValue,32700000.000,,,,,,,,,,,,,,
ShareBasedCompensationArrangementByShareBasedPaymentAwardOptionsExercisesInPeriodTotalIntrinsicValue,,,,,,,44800000.000,4700000.000,14600000.000,3900000.000,,,,,
