,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,62000000.000,48000000.000,48000000.000,53000000.000,63000000.000,56000000.000,54000000.000,71000000.000,67000000.000,116000000.000,116000000.000,141000000.000,151000000.000,226000000.000,209000000.000,225000000.000,205000000.000,277000000.000,249000000.000,282000000.000,171000000.000,185000000.000,202000000.000,241000000.000,200000000.000
AccruedIncomeTaxes,,,,,,,,,,,,,,,,,,,,,,39000000.000,36000000.000,34000000.000,34000000.000
AccruedIncomeTaxesCurrent,,,,38000000.000,87000000.000,107000000.000,53000000.000,59000000.000,53000000.000,56000000.000,26000000.000,71000000.000,121000000.000,150000000.000,97000000.000,120000000.000,57000000.000,56000000.000,38000000.000,30000000.000,21000000.000,,,,
AccruedLiabilitiesCurrent,356000000.000,364000000.000,438000000.000,482000000.000,567000000.000,583000000.000,618000000.000,721000000.000,912000000.000,741000000.000,832000000.000,992000000.000,947000000.000,945000000.000,1040000000.000,1094000000.000,932000000.000,905000000.000,1506000000.000,988000000.000,974000000.000,960000000.000,1045000000.000,1075000000.000,1008000000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,,,736000000.000,,,,783000000.000,,,,883000000.000,,,,988000000.000,,,,1073000000.000,,,,1132000000.000,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-29000000.000,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-16000000.000,-10000000.000,-22000000.000,-23000000.000,-12000000.000,-23000000.000,-8000000.000,4000000.000,-51000000.000,-96000000.000,8000000.000,4000000.000,4000000.000,-38000000.000,-195000000.000,-368000000.000,-569000000.000,-460000000.000,-508000000.000,-633000000.000,-614000000.000,-680000000.000,-643000000.000,-762000000.000,-704000000.000
AdditionalPaidInCapital,6386000000.000,6441000000.000,6460000000.000,6505000000.000,6609000000.000,6637000000.000,6665000000.000,6689000000.000,6716000000.000,6758000000.000,6798000000.000,6826000000.000,6845000000.000,6865000000.000,6905000000.000,6917000000.000,6911000000.000,6926000000.000,6935000000.000,7021000000.000,7027000000.000,7039000000.000,7016000000.000,7046000000.000,7146000000.000
Assets,11108000000.000,11836000000.000,11801000000.000,11913000000.000,11935000000.000,12810000000.000,12687000000.000,12930000000.000,14421000000.000,14687000000.000,14867000000.000,14979000000.000,15311000000.000,16105000000.000,16373000000.000,16014000000.000,15782000000.000,15729000000.000,15919000000.000,15864000000.000,15878000000.000,15690000000.000,15850000000.000,15758000000.000,15862000000.000
AssetsCurrent,1629000000.000,2321000000.000,2299000000.000,2431000000.000,2451000000.000,3214000000.000,2995000000.000,2730000000.000,4013000000.000,2265000000.000,2364000000.000,2410000000.000,2740000000.000,2571000000.000,2584000000.000,2491000000.000,2469000000.000,2468000000.000,2719000000.000,2596000000.000,2667000000.000,2548000000.000,2683000000.000,2599000000.000,2591000000.000
AssetsFairValueDisclosure,,931000000.000,728000000.000,711000000.000,731000000.000,1307000000.000,1045000000.000,571000000.000,1951000000.000,126000000.000,132000000.000,146000000.000,154000000.000,154000000.000,158000000.000,171000000.000,208000000.000,183000000.000,180000000.000,349000000.000,323000000.000,,,380000000.000,
AvailableForSaleSecurities,,,,,,,,,,,,,4000000.000,,,0.000,,,,81000000.000,55000000.000,51000000.000,50000000.000,64000000.000,63000000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,640000000.000,,,475000000.000,1827000000.000,,,4000000.000,,,,,,,,,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,,,,,,,,,,,,,,,,,,,,81000000.000,55000000.000,51000000.000,50000000.000,64000000.000,64000000.000
BusinessAcquisitionContingentConsiderationPotentialCashPayment,,,,,,13000000.000,13000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,31000000.000,31000000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAmortizableIntangibleAssets,,,,,,,,,,,,1100000000.000,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,,21000000.000,21000000.000,,,,,,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,,,,,,,,10000000.000,10000000.000,9000000.000,13000000.000,,,,,
CapitalLeaseObligations,,,,,,,,,,,,,175000000.000,171000000.000,163000000.000,187000000.000,167000000.000,148000000.000,145000000.000,142000000.000,130000000.000,125000000.000,142000000.000,151000000.000,167000000.000
CapitalLeasedAssetsGross,,,,,,,,170000000.000,,,,238000000.000,,,,274000000.000,,,,271000000.000,,,,284000000.000,
CapitalizedComputerSoftwareGross,,,,178000000.000,,,,196000000.000,,,,222000000.000,,,,258000000.000,,,,311000000.000,,,,347000000.000,
CapitalizedComputerSoftwareNet,,,,27000000.000,,,,32000000.000,,,,48000000.000,,,,63000000.000,,,,90000000.000,,,,96000000.000,
CashAndCashEquivalentsAtCarryingValue,453000000.000,1095000000.000,1032000000.000,1048000000.000,1044000000.000,1698000000.000,1553000000.000,1201000000.000,2360000000.000,375000000.000,439000000.000,408000000.000,757000000.000,372000000.000,376000000.000,367000000.000,321000000.000,232000000.000,262000000.000,390000000.000,333000000.000,185000000.000,224000000.000,300000000.000,267000000.000
ClassOfWarrantOrRightUnissued,,,,,,,,,,,,,,,,,,,,,,,,6000000.000,
CommercialPaper,,,,,,,,,,,,,,162000000.000,126000000.000,229000000.000,428000000.000,323000000.000,89000000.000,93000000.000,0.000,106000000.000,70000000.000,48000000.000,102000000.000
CommitmentsFairValueDisclosure,,,,189000000.000,189000000.000,,,,,,,,,,,,,,,,,,,,
ConcentrationRiskPercentage,,,,0.100,0.100,0.100,0.100,0.100,,,,,,,,,,,,,,,,,
ConvertiblePreferredStockSharesIssuedUponConversion,,,,,,,,,,,,,,1.000,,,,,,,,,,1923076.000,
CostMethodInvestments,,,,,,,,,,,,34000000.000,,,,29000000.000,29000000.000,43000000.000,43000000.000,43000000.000,47000000.000,48000000.000,48000000.000,245000000.000,245000000.000
DebtInstrumentCarryingAmount,3620000000.000,4268000000.000,4260000000.000,4256000000.000,4247000000.000,5244000000.000,5248000000.000,5260000000.000,6447000000.000,6495000000.000,6525000000.000,6515000000.000,6937000000.000,7092000000.000,7164000000.000,7169000000.000,7507000000.000,7274000000.000,7125000000.000,7801000000.000,8061000000.000,8010000000.000,8065000000.000,7990000000.000,8160000000.000
DebtInstrumentInterestRateStatedPercentage,,,0.044,,,,,,,,,,,,,,,,,,,,,,
DebtInstrumentUnamortizedDiscountPremiumNet,8000000.000,11000000.000,11000000.000,11000000.000,10000000.000,18000000.000,17000000.000,17000000.000,18000000.000,17000000.000,17000000.000,16000000.000,19000000.000,18000000.000,16000000.000,16000000.000,18000000.000,69000000.000,68000000.000,66000000.000,71000000.000,71000000.000,69000000.000,67000000.000,58000000.000
DebtWeightedAverageInterestRate,,,,,,,,,,,,,,0.003,0.003,,,,,,,,,,
DeferredCompensationCashbasedArrangementsLiabilityCurrentAndNoncurrent,,,,76000000.000,91000000.000,90000000.000,94000000.000,96000000.000,114000000.000,115000000.000,122000000.000,129000000.000,138000000.000,143000000.000,142000000.000,147000000.000,150000000.000,152000000.000,144000000.000,149000000.000,153000000.000,,,160000000.000,
DeferredCompensationLiabilityCurrent,,,,,,,,,,,,,,,,,,,,,,,,,5000000.000
DeferredCompensationShareBasedArrangementsLiabilityCurrent,60000000.000,52000000.000,40000000.000,27000000.000,33000000.000,33000000.000,47000000.000,55000000.000,46000000.000,51000000.000,67000000.000,85000000.000,35000000.000,31000000.000,38000000.000,32000000.000,10000000.000,13000000.000,5000000.000,5000000.000,24000000.000,22000000.000,27000000.000,31000000.000,20000000.000
DeferredCompensationSharebasedArrangementsLiabilityCurrentAndNoncurrent,61000000.000,52000000.000,45000000.000,27000000.000,,40000000.000,62000000.000,80000000.000,60000000.000,68000000.000,99000000.000,138000000.000,55000000.000,62000000.000,83000000.000,84000000.000,49000000.000,63000000.000,47000000.000,54000000.000,62000000.000,59000000.000,72000000.000,83000000.000,59000000.000
DeferredIncomeTaxLiabilities,,,,21000000.000,,,,,,,,,,,,,,,,,,,,,
DeferredRevenue,113000000.000,98000000.000,123000000.000,113000000.000,91000000.000,98000000.000,133000000.000,123000000.000,100000000.000,122000000.000,164000000.000,144000000.000,137000000.000,160000000.000,304000000.000,178000000.000,175000000.000,181000000.000,237000000.000,190000000.000,205000000.000,167000000.000,180000000.000,163000000.000,194000000.000
DeferredTaxAssetsGross,,,,284000000.000,,,,343000000.000,,,,333000000.000,,,,260000000.000,,,,266000000.000,,,,243000000.000,
DeferredTaxAssetsLiabilitiesNet,,,,-264000000.000,,,,-198000000.000,,,,-564000000.000,,,,,,,,86000000.000,,,,106000000.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,,,,,,,,,,,,,,,68000000.000,91000000.000,96000000.000,110000000.000,97000000.000,
DeferredTaxAssetsNet,,,,260000000.000,,,,320000000.000,,,,315000000.000,,,,247000000.000,,,,247000000.000,,,,218000000.000,
DeferredTaxAssetsNetCurrent,76000000.000,65000000.000,53000000.000,73000000.000,72000000.000,77000000.000,62000000.000,74000000.000,74000000.000,75000000.000,74000000.000,73000000.000,76000000.000,81000000.000,87000000.000,87000000.000,86000000.000,84000000.000,80000000.000,,,,,,
DeferredTaxAssetsNetNoncurrent,,,,,,,,,,,,,,,,,,,,18000000.000,,,,9000000.000,
DeferredTaxAssetsOtherTaxCarryforwards,,,,158000000.000,,,,198000000.000,,,,126000000.000,,,,30000000.000,,,,46000000.000,,,,67000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,105000000.000,,,,117000000.000,,,,202000000.000,,,,243000000.000,,,,223000000.000,,,,174000000.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAllowanceForDoubtfulAccounts,,,,2000000.000,,,,2000000.000,,,,3000000.000,,,,3000000.000,,,,2000000.000,,,,2000000.000,
DeferredTaxAssetsValuationAllowance,,,,24000000.000,,,,23000000.000,,,,18000000.000,,,,13000000.000,,,,19000000.000,,,,25000000.000,
DeferredTaxLiabilities,,,,524000000.000,,,,518000000.000,,,,879000000.000,,,,501000000.000,,,,470000000.000,,,,447000000.000,
DeferredTaxLiabilitiesGoodwillAndIntangibleAssetsIntangibleAssets,,,,158000000.000,,,,178000000.000,,,,421000000.000,,,,521000000.000,,,,460000000.000,,,,384000000.000,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,,,,,,,,,,748000000.000,,,,717000000.000,,,,665000000.000,
DeferredTaxLiabilitiesInvestmentInNoncontrolledAffiliates,,,,132000000.000,,,,117000000.000,,,,131000000.000,,,,64000000.000,,,,88000000.000,,,,76000000.000,
DeferredTaxLiabilitiesNoncurrent,352000000.000,373000000.000,354000000.000,337000000.000,321000000.000,263000000.000,260000000.000,272000000.000,428000000.000,656000000.000,681000000.000,637000000.000,614000000.000,769000000.000,692000000.000,588000000.000,532000000.000,494000000.000,589000000.000,556000000.000,510000000.000,468000000.000,536000000.000,553000000.000,429000000.000
DeferredTaxLiabilitiesOther,,,,20000000.000,,,,33000000.000,,,,31000000.000,,,,15000000.000,,,,18000000.000,,,,32000000.000,
DeferredTaxLiabilitiesUndistributedForeignEarnings,,,,181000000.000,,,,172000000.000,,,,278000000.000,,,,329000000.000,,,,495000000.000,,,,659000000.000,
DepositLiabilitiesAccruedInterest,,,,,62000000.000,30000000.000,78000000.000,,80000000.000,45000000.000,106000000.000,43000000.000,105000000.000,46000000.000,109000000.000,50000000.000,96000000.000,50000000.000,106000000.000,61000000.000,97000000.000,57000000.000,108000000.000,67000000.000,90000000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
DerivativeLiabilities,,,,,,,,,22000000.000,,,1000000.000,3000000.000,,,,,,,,,,,,
DerivativeLiabilityFairValueNet,,,,,,,,-2000000.000,,,,,,,,,,,,,,,,,
DerivativeLiabilityNotionalAmount,,,,,,,,717000000.000,,,,,,,,,,,,,,,,,
DueFromRelatedPartiesCurrent,,,,,,,25000000.000,19000000.000,15000000.000,32000000.000,32000000.000,41000000.000,45000000.000,44000000.000,52000000.000,42000000.000,38000000.000,45000000.000,36000000.000,37000000.000,66000000.000,108000000.000,112000000.000,109000000.000,107000000.000
EmployeeRelatedLiabilitiesCurrent,,,,229000000.000,172000000.000,207000000.000,236000000.000,275000000.000,212000000.000,275000000.000,311000000.000,373000000.000,284000000.000,340000000.000,376000000.000,441000000.000,347000000.000,361000000.000,387000000.000,449000000.000,345000000.000,405000000.000,438000000.000,486000000.000,394000000.000
EmployeeServiceShareBasedCompensationNonvestedAwardsTotalCompensationCostNotYetRecognized,,,,15000000.000,34000000.000,,,,,,,,,,,,166000000.000,153000000.000,116000000.000,4000000.000,161000000.000,135000000.000,123000000.000,,189000000.000
EquityMethodInvestments,,,,,,,,,,,,,,,,,618000000.000,,,,,,,,
EquityMethodInvestmentsFairValueDisclosure,,,,,,,,,,,,,,,,,,600000000.000,562000000.000,,,,,,
FiniteLivedIntangibleAssetsAccumulatedAmortization,,,,141000000.000,,,,165000000.000,,,,332000000.000,,,,490000000.000,,,,636000000.000,,,,793000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseAfterYearFive,,,,,,,,,,774000000.000,787000000.000,663000000.000,,,,906000000.000,,,,744000000.000,,,,605000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseNextTwelveMonths,,,,,,,,,,,,166000000.000,,,,199000000.000,,,,181000000.000,,,,165000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFive,,,,,,,,,,132000000.000,135000000.000,131000000.000,,,,162000000.000,,,,152000000.000,,,,125000000.000,
FiniteLivedIntangibleAssetsAmortizationExpenseYearFour,,,,,,,,,,140000000.000,143000000.000,141000000.000,,,,169000000.000,,,,157000000.000,,,,147000000.000,
