,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,14888000.000,1800000.000,,,8509000.000,9104000.000,15385000.000,18969000.000,12277000.000,9717000.000,15890000.000,14852000.000,9471000.000,9048000.000,15902000.000,12729000.000,8525000.000
AccountsPayableAndAccruedLiabilitiesFairValueDisclosure,,,,,8509000.000,9104000.000,15385000.000,18969000.000,12277000.000,9717000.000,15890000.000,,,,,,
AccountsPayableFairValueDisclosure,,,,,,616000.000,374000.000,1580000.000,1764000.000,503000.000,470000.000,,,,,,
AccountsReceivableFairValueDisclosure,,,,,4737000.000,4324000.000,5553000.000,4764000.000,6494000.000,7940000.000,7253000.000,,,,,,
AdditionalPaidInCapital,,,,,184219000.000,171988000.000,159757000.000,177202000.000,,,,,,,,,
AdditionalPaidInCapitalCommonStock,,,,,,,,,174792000.000,172381000.000,169971000.000,166872000.000,156708000.000,154519000.000,136515000.000,122821000.000,119621000.000
Assets,113000.000,,,,1175944000.000,1167491000.000,1171703000.000,1182364000.000,1182919000.000,1177001000.000,1174559000.000,1167065000.000,1149485000.000,1146920000.000,1082140000.000,1067084000.000,1021187000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,,,,,,8102000.000,9380000.000,9380000.000,,,,,,,74557000.000,43096000.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCashAndEquivalents,,11051000.000,11051000.000,11051000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,4160000.000,,,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,1077065000.000,1077065000.000,1077065000.000,,,,,,,,,,,,,
CapitalLeasesFutureMinimumPaymentsDue,,5435000.000,5369000.000,1447000.000,1382000.000,1317000.000,1252000.000,1193000.000,1127000.000,1381000.000,1313000.000,1352000.000,1283000.000,1214000.000,1146000.000,366000.000,339000.000
CapitalLeasesFutureMinimumPaymentsDueCurrent,,261000.000,261000.000,261000.000,196000.000,,,270000.000,,,,275000.000,,,,107000.000,
CapitalLeasesFutureMinimumPaymentsDueInFiveYears,,,,99000.000,99000.000,99000.000,99000.000,99000.000,99000.000,99000.000,99000.000,144000.000,144000.000,144000.000,144000.000,0.000,
CapitalLeasesFutureMinimumPaymentsDueInFourYears,,238000.000,238000.000,132000.000,132000.000,132000.000,132000.000,99000.000,99000.000,206000.000,206000.000,206000.000,206000.000,206000.000,206000.000,45000.000,45000.000
CapitalLeasesFutureMinimumPaymentsDueInThreeYears,,271000.000,271000.000,209000.000,209000.000,209000.000,209000.000,133000.000,133000.000,240000.000,240000.000,206000.000,206000.000,206000.000,206000.000,107000.000,107000.000
CapitalLeasesFutureMinimumPaymentsDueInTwoYears,,267000.000,267000.000,267000.000,267000.000,267000.000,267000.000,212000.000,212000.000,275000.000,275000.000,240000.000,240000.000,240000.000,240000.000,107000.000,107000.000
CapitalLeasesFutureMinimumPaymentsDueThereafter,,4267000.000,4267000.000,479000.000,479000.000,479000.000,479000.000,380000.000,380000.000,424000.000,424000.000,281000.000,281000.000,281000.000,281000.000,0.000,0.000
CapitalLeasesFutureMinimumPaymentsRemainderOfFiscalYear,,131000.000,65000.000,,,131000.000,66000.000,,204000.000,137000.000,69000.000,,206000.000,137000.000,69000.000,,80000.000
