,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,5825000.000,7800000.000,9017000.000,6049000.000,7034000.000,11099000.000,13824000.000,11453000.000,10489000.000,13505000.000,12773000.000,12546000.000
AccountsReceivableNet,4998000.000,5309000.000,6053000.000,6472000.000,6727000.000,7177000.000,7947000.000,9059000.000,8850000.000,9169000.000,9929000.000,10523000.000
AccumulatedAmortizationDeferredFinanceCosts,,,,,2253000.000,2682000.000,3045000.000,3314000.000,3598000.000,3867000.000,1931000.000,2132000.000
AccumulatedDistributionsInExcessOfNetIncome,,,,,,,,373000.000,-300000.000,70000.000,,10000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,-209000.000,-1881000.000,-1329000.000,-563000.000,-530000.000,447000.000,-408000.000,,,,-55000.000,
AllowanceForDoubtfulAccountsReceivable,,,,,1624000.000,1983000.000,2285000.000,2599000.000,2970000.000,3511000.000,3697000.000,4026000.000
Assets,252128000.000,248690000.000,273493000.000,274742000.000,278637000.000,365886000.000,385371000.000,405831000.000,451491000.000,454632000.000,507974000.000,504692000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperation,86000.000,0.000,,,,,,,,,,
AvailableForSaleSecurities,9381000.000,4579000.000,5131000.000,4034000.000,2786000.000,1373000.000,1403000.000,1705000.000,912000.000,873000.000,877000.000,960000.000
AvailableForSaleSecuritiesAmortizedCost,,,,,3316000.000,1811000.000,1811000.000,1811000.000,,1106000.000,1106000.000,1106000.000
AvailableForSaleSecuritiesFairValueDisclosure,,,,,2786000.000,1373000.000,1403000.000,1705000.000,,873000.000,877000.000,960000.000
AvailableForSaleSecuritiesGrossUnrealizedGainLoss,,,,,-530000.000,-438000.000,-408000.000,-106000.000,-194000.000,-233000.000,-229000.000,-146000.000
AvailableForSaleSecuritiesGrossUnrealizedLosses1,,,,,531000.000,438000.000,408000.000,106000.000,,233000.000,229000.000,146000.000
AvailableforsaleSecuritiesGrossUnrealizedGain,,,,,1000.000,0.000,0.000,0.000,,0.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,57776000.000,32660000.000,5695000.000,8288000.000,3863000.000,8339000.000,6544000.000,2843000.000,6020000.000,9506000.000,6491000.000,3442000.000
CommitmentsAndContingencies,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
CommonStockParOrStatedValuePerShare,,,,,0.001,0.001,0.001,0.001,0.001,,0.001,0.001
CommonStockSharesAuthorized,,,,,,,400000000.000,,,,400000000.000,400000000.000
ContractualObligation,,,,,,,207886000.000,,,,311791000.000,
ContractualObligationDueAfterFifthYear,,,,,,,3226000.000,,,,103042000.000,
ContractualObligationDueInFourthAndFifthYear,,,,,,,80339000.000,,,,166240000.000,
ContractualObligationDueInNextTwelveMonths,,,,,,,88630000.000,,,,10936000.000,
ContractualObligationDueInSecondAndThirdYear,,,,,,,35691000.000,,,,31573000.000,
DeferredCostsLeasingAccumulatedAmortization,,,,,2760000.000,2890000.000,2899000.000,3101000.000,3281000.000,3452000.000,3629000.000,3800000.000
DeferredCostsLeasingGross,,,,,5193000.000,5378000.000,5530000.000,5782000.000,5982000.000,6383000.000,6641000.000,6905000.000
DeferredFinanceCostsGross,,,,,4315000.000,4463000.000,4574000.000,5658000.000,5976000.000,6500000.000,5146000.000,5110000.000
DepositAssets,,,,,,,6672000.000,,,,2095000.000,2191000.000
DepositsAssets,2491000.000,4092000.000,,2618000.000,3767000.000,5539000.000,,4529000.000,5396000.000,6129000.000,,
DividendsPayableCurrentAndNoncurrent,3647000.000,3647000.000,3647000.000,3649000.000,3655000.000,5027000.000,5028000.000,5028000.000,5028000.000,5109000.000,6418000.000,6428000.000
DueFromRelatedPartiesCurrent,,,,,,,652000.000,0.000,0.000,0.000,0.000,
EscrowDeposit,,,4996000.000,,,,,,,,,
GeneralPartnersCapitalAccount,117381000.000,114702000.000,117077000.000,119188000.000,117602000.000,171336000.000,166296000.000,163557000.000,160250000.000,161011000.000,215744000.000,212336000.000
GeneralPartnersCapitalAccountUnitsOutstanding,10860344.000,10861546.000,11317042.000,11774318.000,11904008.000,,16822293.000,16903464.000,16932120.000,17221124.000,21822878.000,21841587.000
Liabilities,114414000.000,115637000.000,142786000.000,146183000.000,153133000.000,186788000.000,212484000.000,236567000.000,285266000.000,288234000.000,287059000.000,287340000.000
LiabilitiesAndStockholdersEquity,252128000.000,248690000.000,273493000.000,274742000.000,278637000.000,365886000.000,385371000.000,405831000.000,451491000.000,454632000.000,507974000.000,504692000.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperation,68000.000,0.000,,,,,,,,,,
LimitedPartnersCapitalAccount,20542000.000,20232000.000,14959000.000,9934000.000,8432000.000,8209000.000,6999000.000,6080000.000,5675000.000,5457000.000,5226000.000,5026000.000
LimitedPartnersCapitalAccountUnitsOutstanding,1814569.000,1814569.000,1360927.000,907347.000,786191.000,,685486.000,607057.000,579882.000,572402.000,562092.000,550689.000
LongTermDebt,,,,,,,190600000.000,,,,264300000.000,
LongTermDebtFairValue,,,,,,,192400000.000,,,,262000000.000,
LongTermDebtMaturingInYearsFourAndFive,,,,,,,77009000.000,,,,156883000.000,
LongTermDebtMaturingInYearsTwoAndThree,,,,,,,29489000.000,,,,15143000.000,
LongTermDebtMaturitiesRepaymentsOfPrincipalAfterYearFive,,,,,2764000.000,10672000.000,2714000.000,2714000.000,22040000.000,47818000.000,89752000.000,89753000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInNextTwelveMonths,,,,,3207000.000,2291000.000,81396000.000,81317000.000,66708000.000,24601000.000,2499000.000,2866000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFive,,,,,48000.000,73000.000,76936000.000,103342000.000,135689000.000,151185000.000,11911000.000,11911000.000
LongTermDebtMaturitiesRepaymentsOfPrincipalInYearFour,,,,,34515000.000,55317000.000,73000.000,73000.000,11725000.000,12126000.000,144972000.000,144976000.000
