,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrent,567000.000,428000.000,617000.000,953000.000,2976000.000,1444000.000,3596000.000,2949000.000,4011000.000,5146000.000,2650000.000,4582000.000,7551000.000,4731000.000,4750000.000,7223000.000,9943000.000,6030000.000,2503000.000,,,11630000.000,10497000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,,,,,,,,,,155000.000,179000.000,96000.000,,,,,
AccountsPayableAndOtherAccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,607000.000,680000.000,,,43000.000,
AccountsPayableCurrent,,,,,,,,,,,,,,,,,,4278000.000,,,,9555000.000,
AccountsReceivableNetCurrent,279000.000,341000.000,152000.000,126000.000,155000.000,151000.000,117000.000,137000.000,98000.000,,,,,,,,,246000.000,1060000.000,530000.000,1833000.000,449000.000,1726000.000
AccruedEmployeeBenefitsCurrent,,,233000.000,155000.000,,,,,,,,,,,,,,,,,,,
AccruedLiabilitiesCurrent,,,,,,,,,,,,,,,,,,607000.000,,,,1356000.000,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,449000.000,,470000.000,485000.000,22000.000,47000.000,73000.000,99000.000,119000.000,134000.000,318000.000,348000.000,371000.000,389000.000,610000.000,,,,,,,132000.000,
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,,,,,,,,-13000.000,-57000.000
AcquiredFiniteLivedIntangibleAssetAmount,,,,,34559000.000,,,,,,,,,,,,,,,,,,
AdditionalPaidInCapital,31275000.000,36281000.000,44072000.000,46836000.000,99053000.000,171108000.000,174439000.000,181364000.000,186308000.000,189465000.000,196200000.000,210427000.000,213550000.000,215951000.000,217996000.000,220627000.000,228657000.000,237246000.000,240687000.000,241186000.000,243450000.000,280221000.000,282773000.000
Assets,2272000.000,1895000.000,4067000.000,3735000.000,114696000.000,157786000.000,151705000.000,144619000.000,138483000.000,123810000.000,117247000.000,121957000.000,113396000.000,37435000.000,32508000.000,39618000.000,33630000.000,50532000.000,44875000.000,37747000.000,35317000.000,82807000.000,78702000.000
AssetsCurrent,2084000.000,1718000.000,3926000.000,3606000.000,10310000.000,57429000.000,52609000.000,46706000.000,41863000.000,34828000.000,28547000.000,34182000.000,27875000.000,18600000.000,14698000.000,22424000.000,17348000.000,28277000.000,23385000.000,28373000.000,25996000.000,23544000.000,17696000.000
AssetsHeldForSaleCurrent,,,,,,,,,,787000.000,0.000,,,,,,,,,,,,
AssetsNet,,,,,609000.000,,,,,,,,,,,,,,,,,,
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,0.000,0.000,0.000,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityEquityInterestsIssuedAndIssuable,,,,,75654000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,75654000.000,75654000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquired,,,,,82363000.000,78816000.000,78816000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationAssetsAcquiredLiabilitiesAssumedNet,,,,,75654000.000,75654000.000,75654000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,,2586000.000,2586000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationDeferredTaxLiabilitiesNoncurrent,,,,,-3547000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillAmount,,,,,69511000.000,65965000.000,65965000.000,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationGoodwillExpectedTaxDeductibleAmount,,,,,,,,,,,,,,,,,,,,,,,227000.000
BusinessAcquisitionPurchasePriceAllocationIntangibleAssetsOtherThanGoodwill,,,,,10133000.000,,,,,,,,,,,,,,,,,,
BusinessAcquisitionPurchasePriceAllocationLiabilitiesAssumed,,,,,-6709000.000,3162000.000,3162000.000,,,,,,,,,,,,,,,,
