,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableCurrent,216388000.000,195206000.000,191613000.000,,,,,,,,,,,,,,
AccountsPayableRelatedPartiesCurrent,2092000.000,1957000.000,2159000.000,2484000.000,2143000.000,2378000.000,2975000.000,1743000.000,3591000.000,3445000.000,3636000.000,1442000.000,1623000.000,1954000.000,2176000.000,1903000.000,1515000.000
AccountsPayableTradeCurrent,,,,139636000.000,197480000.000,204324000.000,185420000.000,150693000.000,207945000.000,238312000.000,218629000.000,159029000.000,253030000.000,247740000.000,245091000.000,194010000.000,284945000.000
AccountsReceivableNetCurrent,205575000.000,205722000.000,203935000.000,152240000.000,200101000.000,218940000.000,212801000.000,172314000.000,213702000.000,236515000.000,231413000.000,187138000.000,278189000.000,278704000.000,263199000.000,199191000.000,292541000.000
AccountsReceivableRelatedPartiesCurrent,430000.000,434000.000,470000.000,583000.000,660000.000,714000.000,1111000.000,821000.000,573000.000,487000.000,959000.000,1065000.000,515000.000,376000.000,439000.000,506000.000,434000.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,256293000.000,264280000.000,270588000.000,280185000.000,291197000.000,300298000.000,311443000.000,323565000.000,335498000.000,347463000.000,357461000.000,368480000.000,381283000.000,396859000.000,413837000.000,430163000.000,446943000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-119820000.000,-118395000.000,-116938000.000,-55249000.000,-55253000.000,-55257000.000,-55260000.000,-101498000.000,-100204000.000,-87473000.000,-86865000.000,-93015000.000,-92538000.000,-92244000.000,-91885000.000,-83012000.000,-82769000.000
AdditionalPaidInCapitalCommonStock,494216000.000,494908000.000,495587000.000,496593000.000,497474000.000,498945000.000,500879000.000,502739000.000,503382000.000,505188000.000,506555000.000,508066000.000,508923000.000,511097000.000,513212000.000,515410000.000,514695000.000
AllowanceForDoubtfulAccountsReceivableCurrent,2776000.000,2546000.000,3150000.000,2509000.000,2808000.000,2249000.000,2422000.000,2062000.000,2293000.000,1694000.000,1935000.000,1734000.000,1950000.000,1121000.000,1388000.000,1459000.000,1435000.000
AssetRetirementObligation,,,,400000.000,,,,200000.000,,,,200000.000,,,,1000000.000,
Assets,1209797000.000,1194615000.000,1217959000.000,1104186000.000,1154507000.000,1203565000.000,1241099000.000,1220485000.000,1256792000.000,1318444000.000,1332171000.000,1248606000.000,1471373000.000,1503488000.000,1638805000.000,1439197000.000,1513368000.000
AssetsCurrent,857862000.000,845385000.000,769568000.000,687705000.000,741717000.000,793266000.000,819078000.000,773624000.000,813970000.000,881853000.000,882244000.000,785570000.000,818895000.000,855310000.000,987263000.000,760459000.000,839754000.000
CapitalizedComputerSoftwareNet,,,,3700000.000,,,,4400000.000,,,,6500000.000,,,,6500000.000,
CashAndCashEquivalentsAtCarryingValue,233547000.000,232667000.000,157019000.000,118249000.000,85985000.000,129919000.000,169974000.000,163549000.000,134516000.000,194927000.000,212784000.000,184496000.000,81187000.000,96089000.000,131184000.000,103978000.000,43569000.000
CashAndCashEquivalentsFairValueDisclosure,175700000.000,176800000.000,91700000.000,85800000.000,56700000.000,79300000.000,130400000.000,,,,,,,,,,
CommonStockParOrStatedValuePerShare,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010,0.010
