,2014-09-30,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AllocatedShareBasedCompensationExpense,,5000000.000,6000000.000,3000000.000,0.000,4000000.000,6000000.000,3000000.000,2000000.000,4000000.000
AmortizationOfIntangibleAssets,8000000.000,6000000.000,6000000.000,6000000.000,8000000.000,5000000.000,5000000.000,6000000.000,6000000.000,6000000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,200000.000,,1400000.000,1900000.000,1000000.000,-2700000.000,1000000.000
BusinessAcquisitionProFormaEarningsPerShareBasic,,,,,,,0.190,0.240,,
BusinessAcquisitionProFormaEarningsPerShareDiluted,,,,,,,0.190,0.240,,
BusinessAcquisitionsProFormaNetIncomeLoss,,,,,,,8900000.000,11100000.000,,
BusinessAcquisitionsProFormaRevenue,,,,,,,404500000.000,397500000.000,,
BusinessCombinationAcquisitionRelatedCosts,,,,,,1000000.000,,,,
BusinessCombinationProFormaInformationRevenueOfAcquireeSinceAcquisitionDateActual,,,,,,,9000000.000,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,17200000.000,,,,35600000.000,,,,29400000.000
CashFlowHedgeGainLossToBeReclassifiedWithinTwelveMonths,,,,,,0.000,,,,
ComprehensiveIncomeNetOfTax,-16900000.000,15200000.000,4700000.000,-484400000.000,14100000.000,20800000.000,5000000.000,8900000.000,-1800000.000,23500000.000
CostOfGoodsSold,276300000.000,262100000.000,254400000.000,258500000.000,267800000.000,248300000.000,259300000.000,259500000.000,267300000.000,252700000.000
Depreciation,19000000.000,10000000.000,9000000.000,10000000.000,11000000.000,10000000.000,11000000.000,11000000.000,11000000.000,11000000.000
DepreciationDepletionAndAmortization,,16400000.000,,,,15600000.000,,,,16200000.000
DerivativeInstrumentsNotDesignatedAsHedgingInstrumentsGainLossNet,,,,,,0.000,0.000,,,0.000
EarningsPerShareBasic,,0.470,0.170,-10.100,0.310,0.300,0.140,0.190,0.220,0.270
EarningsPerShareDiluted,,0.460,0.170,-10.100,0.320,0.300,0.140,0.190,0.220,0.270
EffectOfExchangeRateOnCashAndCashEquivalents,,-1500000.000,,,,1100000.000,,,,2100000.000
ForeignCurrencyCashFlowHedgeGainLossReclassifiedToEarningsNet,,,,,,0.000,0.000,,,
GainLossFromComponentsExcludedFromAssessmentOfCashFlowHedgeEffectivenessNet,,,,,,,0.000,,,
GainLossOnCashFlowHedgeIneffectivenessNet,,,,,,,0.000,,,
GainLossOnDispositionOfAssets1,,12100000.000,,,,-100000.000,,,,0.000
GainsLossesOnExtinguishmentOfDebt,,,-1000000.000,,,,,,,
GoodwillForeignCurrencyTranslationGainLoss,,,,,,,,,,700000.000
GoodwillImpairmentLoss,,,,475500000.000,,,,0.000,,
GoodwillTranslationAdjustments,,-4000000.000,,,,1600000.000,,,,
GrossProfit,132200000.000,132100000.000,134900000.000,131000000.000,133600000.000,136500000.000,140700000.000,138000000.000,142700000.000,142900000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,14000000.000,32700000.000,13300000.000,-469000000.000,12500000.000,25300000.000,9400000.000,12700000.000,7900000.000,19100000.000
IncomeLossFromSubsidiariesNetOfTax,,,0.000,0.000,,0.000,0.000,0.000,0.000,0.000
IncomeTaxExpenseBenefit,21400000.000,11000000.000,5300000.000,1500000.000,-2000000.000,11100000.000,2900000.000,3600000.000,-2100000.000,6300000.000
IncreaseDecreaseInAccountsPayableTrade,,36500000.000,,,,19400000.000,,,,11200000.000
IncreaseDecreaseInAccountsReceivable,,-7500000.000,,,,16600000.000,,,,-8100000.000
