,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableAndAccruedLiabilitiesCurrent,50977000.000,67329000.000,76509000.000,75557000.000,65266000.000,75046000.000,108736000.000,127196000.000,160084000.000,193419000.000,155880000.000,131090000.000,135097000.000,96366000.000
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,,,,,,,108736000.000,,,,155880000.000,,,96300000.000
AccountsPayableRelatedPartiesCurrent,,,,,14633.000,29738.000,0.000,52302.000,,,,,,
AccountsPayableTradeCurrent,,,,,,,61530000.000,,,,122015000.000,,,
AccountsReceivableNetCurrent,40880000.000,44007000.000,52439000.000,48688000.000,40418000.000,41785000.000,49653000.000,50190000.000,56222000.000,60361000.000,61747000.000,51977000.000,48352000.000,29452000.000
AccruedLiabilitiesCurrent,,,,,,,42194000.000,,,,19014000.000,,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,523000.000,680000.000,870000.000,1067000.000,1271000.000,1485000.000,1717000.000,3734000.000,4294000.000,4792000.000,5350000.000,5858000.000,6334000.000,6112000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,,509000.000,509000.000,509000.000,817000.000,811000.000,826000.000,826000.000,826000.000
AssetRetirementObligation,,,,,300088000.000,302291000.000,345505000.000,317076000.000,322464000.000,302886000.000,276732000.000,257342000.000,250838000.000,195500000.000
AssetRetirementObligationCurrent,7040000.000,16514000.000,15238000.000,14093000.000,16233000.000,19609000.000,41572000.000,31275000.000,33621000.000,32124000.000,43109000.000,38735000.000,26746000.000,32839000.000
AssetRetirementObligationsNoncurrent,240014000.000,266344000.000,273448000.000,280231000.000,283855000.000,282682000.000,303933000.000,285801000.000,288843000.000,270762000.000,233623000.000,218607000.000,224092000.000,162661000.000
Assets,520220000.000,572891000.000,546006000.000,534712000.000,584661000.000,564724000.000,590464000.000,576283000.000,577502000.000,587574000.000,565614000.000,503351000.000,478150000.000,339697000.000
AssetsCurrent,91513000.000,112387000.000,100575000.000,87013000.000,114338000.000,100410000.000,82172000.000,97687000.000,102109000.000,83683000.000,99477000.000,70535000.000,60723000.000,68820000.000
AssetsNoncurrent,184729000.000,201126000.000,204484000.000,210689000.000,242380000.000,245047000.000,246312000.000,254156000.000,245470000.000,263639000.000,265139000.000,267181000.000,259844000.000,224715000.000
