,2011-06-30,2011-09-30
AccountsPayableCurrent,2337422.000,1993387.000
AccountsPayableRelatedPartiesCurrent,105245.000,
AccountsReceivableNetCurrent,,2488.000
AdditionalPaidInCapitalCommonStock,14367059.000,54337371.000
AllowanceForDoubtfulAccountsReceivableCurrent,,289840.000
Assets,4671774.000,4933989.000
AssetsCurrent,826897.000,1427235.000
AssetsNoncurrent,,3506754.000
BillingsInExcessOfCost,201502.000,396594.000
CashAndCashEquivalentsAtCarryingValue,219919.000,970376.000
CashCashEquivalentsAndShortTermInvestments,219919.000,970376.000
CommonStockParOrStatedValuePerShare,0.001,0.001
CommonStockSharesAuthorized,180000000.000,380000000.000
CommonStockSharesIssued,50893309.000,50908240.000
CommonStockSharesOutstanding,50893309.000,50908240.000
CommonStockValue,50893.000,50908.000
ConvertibleNotesPayableCurrent,10432619.000,469995.000
DeferredRevenueCurrent,556844.000,93000.000
DerivativeLiabilitiesNoncurrent,5041339.000,
DueToOfficersOrStockholdersCurrent,366589.000,346589.000
DueToRelatedPartiesCurrent,,731120.000
EmployeeRelatedLiabilitiesCurrent,75148.000,70338.000
InventoryNet,379046.000,153277.000
Liabilities,21281113.000,6282211.000
LiabilitiesAndStockholdersEquity,4671774.000,4933989.000
LiabilitiesCurrent,16229574.000,6265219.000
LiabilitiesNoncurrent,5051539.000,16992.000
LiabilitiesOfDisposalGroupIncludingDiscontinuedOperationCurrent,316431.000,421431.000
LongTermDebtCurrent,1247656.000,1211284.000
LongTermDebtNoncurrent,10200.000,16992.000
MinorityInterest,-2619490.000,-2786258.000
OtherLiabilitiesCurrent,590118.000,531481.000
PreferredStockParOrStatedValuePerShare,,0.001
PreferredStockSharesAuthorized,,20000000.000
PreferredStockSharesIssued,,0.000
PrepaidExpenseAndOtherAssetsCurrent,227932.000,301094.000
PropertyPlantAndEquipmentNet,3844877.000,3212561.000
RetainedEarningsAccumulatedDeficit,-28407801.000,-52950243.000
StockholdersEquity,-13989849.000,1438036.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-16609339.000,-1348222.000
