,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-16,2016-09-06,2017-03-28,2017-06-20
AllowanceForDoubtfulAccountsReceivableWriteOffs,,,,,,,,0.000,
AmortizationOfAboveAndBelowMarketLeases,,,,,,,,-147000.000,
AmortizationOfFinancingCosts,,,,,,,,89000.000,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,36500.000,36500.000
CapitalExpendituresIncurredButNotYetPaid,,,,,,,,2883000.000,
CashAndCashEquivalentsPeriodIncreaseDecrease,-182108.000,,,,-162044.000,,,521000.000,
ComprehensiveIncomeNetOfTax,,,,,,,,4150000.000,5182000.000
CostOfOtherPropertyOperatingExpense,,,,,,,,481000.000,602000.000
CostOfServicesDirectMaterials,,,,,,,,27918000.000,28770000.000
DeferredIncomeTaxExpenseBenefit,,,,,,,,193000.000,
DepreciationAndAmortization,,,,,,,,5103000.000,5278000.000
DepreciationDepletionAndAmortization,,,,,,,,5103000.000,
EarningsPerShareBasic,,,,,,,,0.110,0.140
EarningsPerShareBasicAndDiluted,-0.050,-0.060,-0.050,-0.160,-0.090,-0.540,,,
EarningsPerShareDiluted,,,,,,,,0.100,0.130
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,0.401,0.384
ExpenseRelatedToDistributionOrServicingAndUnderwritingFees,,,,,7903000.000,,,,
FranchiseRevenue,,,,,,,,3613000.000,3903000.000
GainLossOnDispositionOfAssets1,,,,,,,,49000.000,-340000.000
GeneralAndAdministrativeExpense,210282.000,266477.000,222286.000,162633.000,142704.000,669352.000,,9305000.000,9055000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,7070000.000,8649000.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-243158.000,-283833.000,-256626.000,-732279.000,-420360.000,-2781128.000,,,
IncomeTaxExpenseBenefit,0.000,9518.000,0.000,-545.000,5909.000,5364.000,,,
IncomeTaxesPaidNet,,,,,,,,0.000,
IncreaseDecreaseInAccountsAndOtherReceivables,,,,,,,,-994000.000,
IncreaseDecreaseInAccountsPayable,,,,,,,,-402000.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,,,347098.000,,,,
IncreaseDecreaseInAccruedInvestmentIncomeReceivable,12124.000,,,,-56565.000,,,,
IncreaseDecreaseInAccruedLiabilities,45006.000,,,,,,,,
IncreaseDecreaseInIncomeTaxesReceivable,,,,,-545.000,,,,
IncreaseDecreaseInInventories,,,,,,,,-88000.000,
IncreaseDecreaseInOtherAccruedLiabilities,,,,,,,,-280000.000,
IncreaseDecreaseInOtherNoncurrentAssets,,,,,,,,18000.000,
IncreaseDecreaseInOtherNoncurrentLiabilities,,,,,,,,-207000.000,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,,,,,,-1914000.000,
IncreaseDecreaseInPrepaidExpensesOther,16755.000,,,,50714.000,,,,
IncreaseDecreaseInPrepaidInsurance,-25371.000,,,,-25372.000,,,,
IncreaseDecreaseInPropertyAndOtherTaxesPayable,19552.000,,,,-114641.000,,,,
InsuranceRecoveries,,,,,,,200000.000,,
InterestExpense,,,,,,,,1543000.000,1627000.000
InterestPaid,,,,,,,,1066000.000,
InvestmentIncomeNonoperating,12124.000,27644.000,10660.000,11572.000,7793.000,0.000,,,
