,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2014-02-28,2014-11-30,2015-02-28
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipmentPeriodIncreaseDecrease,,,,,,,,,,11904.000,
AdvertisingExpense,,,,,,,,,94888.000,154565.000,94888.000
BusinessAcquisitionEquityInterestsIssuedOrIssuableNumberOfSharesIssued,,,,,,,,,32000000.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,411.000,,,,-9.000,,,,635840.000,
CashPeriodIncreaseDecrease,,,,,,313.000,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,439652.000,1171211.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,,,,,,,,,-22495.000,-56737.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,448559.000,1133434.000
CostOfGoodsAndServicesSold,,,,,,,,,,2095040.000,5089375.000
CurrentFederalTaxExpenseBenefit,,,,,,,,,128977.000,,
CurrentIncomeTaxExpenseBenefit,,,,,,,,,128977.000,146555.000,390401.000
Depreciation,,,,,,,,,,11904.000,11850.000
EarningsPerShareBasicAndDiluted,0.000,-0.000,0.000,-0.000,0.000,-0.000,-0.010,0.000,,0.010,0.000
EffectOfExchangeRateOnCash,,,,,,,,,,8987.000,
EffectiveIncomeTaxRateContinuingOperations,,,,,,,,,35.000,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,0.150,,
EffectiveIncomeTaxRateReconciliationTaxContingenciesForeign,,,,,,,,,0.250,,
ForeignCurrencyTransactionGainLossBeforeTax,,,,,,,,,,8907.000,76490.000
GeneralAndAdministrativeExpense,26286.000,17211.000,5200.000,10275.000,5196.000,10554.000,13219.000,4750.000,,72925.000,121674.000
GrossProfit,,,,,,,,,,1041346.000,2549796.000
IncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,-21806.000,-58384.000
IncomeLossFromContinuingOperations,,,,,,,,,,581090.000,1556035.000
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,,,,,,,,,,586207.000,1561612.000
IncomeTaxExpenseBenefit,,,,,,,,,,146555.000,390401.000
IncomeTaxesPaid,,,,,,,,,,53967.000,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,1726513.000,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,6907.000,,,,23.000,,,,-8130.000,
IncreaseDecreaseInAccountsReceivable,,,,,,,,,911567.000,-1124665.000,
IncreaseDecreaseInAccruedTaxesPayable,,,,,,,,,,78333.000,
IncreaseDecreaseInInventories,,,,,,,,,,-596849.000,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,12117.000,
IncreaseDecreaseInPrepaidTaxes,,,,,,,,,,50348.000,
InterestIncomeOther,,,,,,,,,,5117.000,5577.000
LeaseAndRentalExpense,,,,,,,,,,12204.000,13171.000
NetCashProvidedByUsedInFinancingActivities,,10715.000,,,,10522.000,,,,37630.000,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,10715.000,,,,10522.000,,,,37630.000,
NetCashProvidedByUsedInOperatingActivities,,-10304.000,,,,-10531.000,,,,589223.000,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,-10304.000,,,,-10531.000,,,,589223.000,
NetIncomeLoss,-26286.000,-17211.000,-5200.000,-10275.000,-5196.000,-10554.000,-13219.000,-4750.000,,439652.000,1171211.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,417846.000,1112827.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,426064.000,
OperatingExpenses,26286.000,17211.000,5200.000,10275.000,5196.000,10554.000,13219.000,4750.000,,460256.000,993761.000
OperatingLeasesRentExpenseNet,,,,,,,,,15109.000,,
OtherComprehensiveIncomeForeignCurrencyTransactionAndTranslationAdjustmentNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,8907.000,-37777.000
OtherComprehensiveIncomeForeignCurrencyTranslationAdjustmentTaxPortionAttributableToParent,,,,,,,,,76490.000,,
OtherComprehensiveIncomeLossNetOfTaxPortionAttributableToNoncontrollingInterest,,,,,,,,,,,1076697.000
ProceedsFromRelatedPartyDebt,,,,,,10522.000,,,,37630.000,
ProceedsFromRepaymentsOfRelatedPartyDebt,,10715.000,,,,,,,,,
Revenues,,,,,,,,,,3136386.000,7639171.000
SalesRevenueNet,,,,,,,,,,3136386.000,7639171.000
SellingAndMarketingExpense,,,,,,,,,,387331.000,872087.000
ShippingHandlingAndTransportationCosts,,,,,,,,,125154.000,133642.000,125154.000
StockIssuedDuringPeriodSharesReverseStockSplits,,,,,,,,,0.160,,
TranslationAdjustmentFunctionalToReportingCurrencyTaxBenefitExpense,,,,,,,,,,8907.000,
ValuationAllowancesAndReservesAdjustments,,,,,,,,,,41788.000,
WeightedAverageNumberOfShareOutstandingBasicAndDiluted,,14380000.000,14380000.000,14380000.000,,,,2396680.000,,34396680.000,34396680.000
WeightedAverageNumberOfSharesOutstandingBasic,,,,,,,2396711.000,,,,
