,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31,2017-06-30
AccountsPayableCurrent,3836000000.000,3767000000.000,3981000000.000,4816000000.000,4180000000.000,3695000000.000,4154000000.000,4853000000.000,3957000000.000,3613000000.000,3876000000.000,5180000000.000,3905000000.000,3542000000.000,3757000000.000,4822000000.000,3706000000.000,3399000000.000,2830000000.000,3398000000.000,2773000000.000,2244000000.000,2627000000.000,3705000000.000,3038000000.000,2756000000.000
AccountsReceivableNetCurrent,,,,4598000000.000,,,,4069000000.000,,,,4575000000.000,,,,4392000000.000,,,,3435000000.000,,,,3610000000.000,,
AccrualForEnvironmentalLossContingencies,,,,416000000.000,424000000.000,430000000.000,434000000.000,436000000.000,443000000.000,436000000.000,456000000.000,458000000.000,467000000.000,474000000.000,479000000.000,478000000.000,482000000.000,477000000.000,505000000.000,492000000.000,492000000.000,499000000.000,497000000.000,457000000.000,487000000.000,490000000.000
AccruedEnvironmentalLossContingenciesNoncurrent,,,,316000000.000,,,,353000000.000,,,,374000000.000,,,,362000000.000,,,,367000000.000,,,,337000000.000,,
AccruedLiabilitiesCurrent,3879000000.000,3922000000.000,3568000000.000,5297000000.000,4178000000.000,4117000000.000,3831000000.000,5997000000.000,4615000000.000,4166000000.000,3874000000.000,6219000000.000,4814000000.000,4228000000.000,3963000000.000,5848000000.000,4751000000.000,4046000000.000,3174000000.000,5580000000.000,4386000000.000,3675000000.000,3132000000.000,4662000000.000,4308000000.000,4060000000.000
AccruedMarketingCostsCurrent,,,,356000000.000,,,,318000000.000,,,,328000000.000,,,,352000000.000,,,,284000000.000,,,,299000000.000,,
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,18869000000.000,19146000000.000,19362000000.000,19349000000.000,19695000000.000,19962000000.000,18892000000.000,19085000000.000,19233000000.000,19494000000.000,19779000000.000,19438000000.000,19626000000.000,19961000000.000,19765000000.000,19942000000.000,20057000000.000,20256000000.000,14297000000.000,14346000000.000,14621000000.000,14699000000.000,14895000000.000,14736000000.000,14994000000.000,15294000000.000
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,,,,3000000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossCumulativeChangesInNetGainLossFromCashFlowHedgesEffectNetOfTax,,6000000.000,30000000.000,41000000.000,,,,,,,,,,,,,,,,,,,,,,
AccumulatedOtherComprehensiveIncomeLossForeignCurrencyTranslationAdjustmentNetOfTax,,,,-244000000.000,,,,,,,,,,,,,,,,,,,,,,
