,2011-12-31,2012-12-31
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,20255000.000,26179000.000
AllocatedShareBasedCompensationExpense,26390000.000,35326000.000
AmortizationOfAcquiredIntangibleAssets,,9331000.000
AmortizationOfDebtDiscountPremium,10200000.000,
AmortizationOfFinancingCostsAndDiscounts,10192000.000,11511000.000
AmortizationOfIntangibleAssets,,9331000.000
AvailableForSaleSecuritiesGrossRealizedGainLossNet,642000.000,
AvailableforsaleSecuritiesGrossRealizedGainLossExcludingOtherThanTemporaryImpairments,-3750000.000,14000.000
BusinessCombinationContingentConsiderationArrangementsChangeInAmountOfContingentConsiderationLiability,,-69173000.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-54788000.000,
ComprehensiveIncomeNetOfTax,75390000.000,-185702000.000
ContractsRevenue,286963000.000,288416000.000
CostOfGoodsSold,,1328000.000
CurrentForeignTaxExpenseBenefit,65000.000,19000.000
CurrentIncomeTaxExpenseBenefit,139000.000,74000.000
CurrentStateAndLocalTaxExpenseBenefit,74000.000,55000.000
DebtInstrumentConvertibleConversionRatio,25.221,
DebtInstrumentInterestRateDuringPeriod,0.040,
DeferredFederalIncomeTaxExpenseBenefit,,-93555000.000
DeferredIncomeTaxExpenseBenefit,135000.000,-96769000.000
DeferredStateAndLocalIncomeTaxExpenseBenefit,135000.000,-3288000.000
DefinedContributionPlanCostRecognized,1300000.000,2200000.000
Depreciation,5500000.000,5175000.000
DepreciationAndAmortization,5463000.000,
EarningsPerShareBasic,1.200,-2.880
EarningsPerShareDiluted,1.190,-2.880
EffectiveIncomeTaxRateContinuingOperations,0.004,0.340
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,0.350,0.350
EffectiveIncomeTaxRateReconciliationChangeInDeferredTaxAssetsValuationAllowance,-0.530,0.190
EffectiveIncomeTaxRateReconciliationForeignIncomeTaxRateDifferential,0.450,-0.110
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseMealsAndEntertainment,0.010,0.000
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseOther,0.000,
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseResearchAndDevelopment,0.050,-0.020
EffectiveIncomeTaxRateReconciliationNondeductibleExpenseShareBasedCompensationCost,0.030,0.000
EffectiveIncomeTaxRateReconciliationOtherAdjustments,0.000,-0.010
EffectiveIncomeTaxRateReconciliationStateAndLocalIncomeTaxes,0.000,0.010
EffectiveIncomeTaxRateReconciliationTaxContingencies,-0.360,-0.070
EmployeeServiceShareBasedCompensationCashReceivedFromExerciseOfStockOptions,22100000.000,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,0.000,
ExcessTaxBenefitFromShareBasedCompensationOperatingActivities,0.000,
FairValueLiabilitiesMeasuredOnRecurringBasisDebtInstrumentValuationTechniquesChangeInTechniqueQuantificationOfEffect,-403000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetGainLossIncludedInOtherComprehensiveIncome,1800000.000,
FairValueMeasurementWithUnobservableInputsReconciliationRecurringBasisAssetPurchasesSalesIssuancesSettlements,-6050000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesDomestic,174714000.000,-197430000.000
