,2011-06-30,2011-09-30,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AdjustmentToAdditionalPaidInCapitalIncomeTaxEffectFromShareBasedCompensationNet,,,,,,,,,,,,,,,26000.000,,,,23000.000,,,,
AdjustmentsToAdditionalPaidInCapitalShareBasedCompensationRestrictedStockUnitsRequisiteServicePeriodRecognition,,,,,,,,,,,276000.000,,,,348000.000,,,,445000.000,,,,510000.000
AllowanceForLoanAndLeaseLossRecoveryOfBadDebts,,,,,,,,227000.000,91000.000,,247000.000,332000.000,89000.000,240000.000,314000.000,383000.000,223000.000,207000.000,503000.000,247000.000,1190000.000,551000.000,489000.000
AllowanceForLoanAndLeaseLossesProvisionForLossGross,,,,619000.000,807000.000,,,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesRecoveriesOfBadDebts,,,,-41000.000,-63000.000,,119000.000,,,,,,,,,,,,,,,,
AllowanceForLoanAndLeaseLossesWriteOffs,,,,1972000.000,746000.000,,2024000.000,702000.000,794000.000,851000.000,142000.000,1927000.000,824000.000,3704000.000,1435000.000,1110000.000,348000.000,589000.000,1721000.000,2608000.000,900000.000,856000.000,845000.000
AmortizationOfDeferredLoanOriginationFeesNet,,,55000.000,,,,-148000.000,,,,48000.000,,,,630000.000,,,,377000.000,,,,338000.000
AmortizationOfIntangibleAssets,,,107000.000,,,,115000.000,,,,156000.000,489000.000,603000.000,672000.000,527000.000,527000.000,523000.000,523000.000,335000.000,363000.000,359000.000,358000.000,324000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,239321.000,227044.000,,207468.000,167147.000,145943.000,-356695.000,131459.000,23204.000,9640.000,-143535.000,7037.000,5009.000,2650.000,-10376.000,1747.000,0.000,0.000,-1311.390,0.000
BankOwnedLifeInsuranceIncome,,,,,,,,,,,,,,,170000.000,,,,362000.000,,,,375000.000
BusinessCombinationBargainPurchaseGainRecognizedAmount,,,,,,,399000.000,,0.000,,0.000,0.000,0.000,0.000,,,,,,,,,
CashAcquiredFromAcquisition,,,,,,,748000.000,,,,0.000,,,,,,,,,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,15998000.000,,,,39148000.000,,,,23995000.000,,,,-41572000.000,,,,-32621000.000,,,,627000.000
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldAccretion,,,,,,,,,1998000.000,,1513000.000,,,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldDisposalsOfLoans,,,,,,,,,,,676000.000,,,,,,,,,,,,
CertainLoansAcquiredInTransferNotAccountedForAsDebtSecuritiesAccretableYieldReclassificationsToFromNonaccretableDifference,,,,,,,,,3313000.000,,1092000.000,,,,,,,,,,,,
CommonStockDividendsPerShareDeclared,0.030,0.050,0.060,0.280,0.080,0.380,0.080,0.080,0.180,0.080,0.160,0.080,0.090,0.170,0.100,0.110,0.110,0.210,0.110,0.120,0.120,0.370,0.120
CommunicationsAndInformationTechnology,636000.000,553000.000,591000.000,668000.000,643000.000,653000.000,1136000.000,720000.000,953000.000,1997000.000,996000.000,4003000.000,1978000.000,2266000.000,1627000.000,1925000.000,2398000.000,1750000.000,1792000.000,1829000.000,1943000.000,1748000.000,1915000.000
ComprehensiveIncomeNetOfTax,2628000.000,2270000.000,3869000.000,3555000.000,2978000.000,2867000.000,2558000.000,765000.000,3117000.000,229000.000,3034000.000,6128000.000,5705000.000,10687000.000,12585000.000,4739000.000,12301000.000,7045000.000,14802000.000,12968000.000,9760000.000,-3777000.000,10789000.000
ConcentrationRiskPercentage1,,,,,,,0.100,,,,0.100,,,,0.100,,,,0.100,,,,0.100
CurrentStateAndLocalTaxExpenseBenefit,369000.000,290000.000,310000.000,320000.000,295000.000,301000.000,279000.000,305000.000,292000.000,274000.000,249000.000,554000.000,576000.000,597000.000,620000.000,569000.000,619000.000,570000.000,607000.000,604000.000,820000.000,585000.000,549000.000
DeferredIncomeTaxExpenseBenefit,,,34000.000,,,,139000.000,,,,,,,,,,,,,,,,
DepreciationAmortizationAndAccretionNet,,,878000.000,,,,1292000.000,,,,2666000.000,,,,3392000.000,,,,3313000.000,,,,2808000.000
DividendsCommonStockCash,,,927000.000,,,,1209000.000,,,,2594000.000,,,,3026000.000,,,,3298000.000,,,,3594000.000
EarningsPerShareBasic,0.110,0.120,0.270,0.210,0.190,0.200,0.190,0.180,0.200,0.040,0.160,0.160,0.230,0.270,0.320,0.290,0.320,0.320,0.300,0.300,0.370,0.330,0.310
EarningsPerShareDiluted,0.110,0.120,0.270,0.210,0.190,0.200,0.190,0.180,0.200,0.040,0.160,0.160,0.230,0.270,0.320,0.290,0.320,0.320,0.300,0.300,0.370,0.330,0.310
EmployeeBenefitsAndShareBasedCompensation,,,226000.000,,,,251000.000,,,,276000.000,,,,348000.000,,,,445000.000,,,,510000.000
EmployeeServiceShareBasedCompensationTaxBenefitRealizedFromExerciseOfStockOptions,,,46000.000,,,,47000.000,,,,32000.000,,,,,,,,,,,,
ExcessTaxBenefitFromShareBasedCompensationFinancingActivities,,,46000.000,,,,47000.000,,,,32000.000,,,,41000.000,,,,23000.000,,,,0.000
FDICIndemnificationAssetAccretionOfDiscount,,,,,446000.000,,355000.000,242000.000,338000.000,332000.000,373000.000,360000.000,398000.000,340000.000,124000.000,21000.000,0.000,0.000,,,,,
