,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsPayableAndAccruedLiabilitiesCurrentAndNoncurrent,86795000.000,82893000.000,78973000.000,81198000.000,98163000.000,101042000.000,84823000.000,85003000.000,95029000.000,94933000.000,85453000.000,90123000.000,104202000.000,105034000.000,98222000.000
AccountsReceivableNet,,,,,,16468000.000,16435000.000,20631000.000,8639000.000,5820000.000,7902000.000,6310000.000,8940000.000,8722000.000,8750000.000
AccumulatedDistributionsInExcessOfNetIncome,,,,,,836044000.000,865549000.000,892543000.000,923556000.000,950652000.000,979332000.000,1006888000.000,1042977000.000,1068961000.000,1098561000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,,,-85000.000
AdditionalPaidInCapitalCommonStock,2115596000.000,2126897000.000,2127709000.000,2146545000.000,2147688000.000,2281932000.000,2282553000.000,2283737000.000,2328702000.000,2328806000.000,2422138000.000,2625269000.000,2753566000.000,2754818000.000,2754229000.000
AllowanceForDoubtfulAccountsReceivable,,2100000.000,,,,2000000.000,,,,2200000.000,,,,2000000.000,
Assets,2681520000.000,2752334000.000,2735246000.000,3014571000.000,2986801000.000,3041650000.000,3049086000.000,3218112000.000,3179586000.000,3172300000.000,3310519000.000,3532289000.000,3715890000.000,3747844000.000,3753017000.000
AssetsFairValueDisclosureNonrecurring,,,,,,,,,,547000.000,0.000,0.000,0.000,8191000.000,0.000
AssetsNeededForImmediateSettlementAggregateFairValue,,,,,,,,,,,,,,,1800000.000
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,,4000000.000,5600000.000,,,,,,,,,,
BusinessCombinationAssetsAndLiabilitiesArisingFromContingenciesAmountRecognized,,,,531000.000,,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,,,153186000.000,227458000.000,,,200071000.000,229386000.000,246911000.000,128945000.000,347729000.000,505138000.000,559930000.000,29762000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,,,,91500000.000,91500000.000,,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,,46102000.000,70609000.000,,,11240000.000,13286000.000,19828000.000,17315000.000,53806000.000,77949000.000,85017000.000,4934000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNet,,,,212031000.000,318489000.000,,,224345000.000,253107000.000,279334000.000,158686000.000,432660000.000,629426000.000,695865000.000,37816000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedNoncurrentLiabilitiesLongTermDebt,,,,,,,,,,,,19900000.000,20000000.000,27500000.000,
CashAndCashEquivalentsAtCarryingValue,82181000.000,18081000.000,27359000.000,132719000.000,18415000.000,10413000.000,13517000.000,16577000.000,11146000.000,13070000.000,13827000.000,8148000.000,17938000.000,11231000.000,16034000.000
CashUninsuredAmount,,19900000.000,,,,16600000.000,,,,15000000.000,,,,15300000.000,
CommonStockValue,,,2373000.000,2389000.000,2389000.000,1251000.000,1252000.000,1252000.000,1270000.000,1270000.000,1307000.000,1378000.000,1417000.000,1417000.000,1418000.000
DebtInstrumentCarryingAmount,1125636000.000,1213676000.000,1231775000.000,1521995000.000,1498786000.000,1412873000.000,1458913000.000,1639702000.000,1576724000.000,1600018000.000,1676256000.000,1640599000.000,1725937000.000,1781466000.000,1823312000.000
DebtInstrumentUnamortizedDiscountPremiumNet,-156000.000,-565000.000,-507000.000,1550000.000,1650000.000,412000.000,315000.000,701000.000,759000.000,911000.000,973000.000,1462000.000,3486000.000,3034000.000,3062000.000
DeferredCostsLeasingNet,12223000.000,12954000.000,13843000.000,15150000.000,16616000.000,17281000.000,17614000.000,18086000.000,17566000.000,17923000.000,18402000.000,18920000.000,19690000.000,20811000.000,21906000.000
DeferredFinanceCostsNet,11395000.000,10921000.000,11032000.000,12671000.000,12418000.000,16929000.000,16393000.000,15528000.000,14753000.000,8411000.000,7963000.000,7495000.000,9853000.000,9527000.000,9042000.000
DeferredRentReceivablesNet,44861000.000,46957000.000,49904000.000,51844000.000,54057000.000,56433000.000,59102000.000,61731000.000,63427000.000,65543000.000,67907000.000,70048000.000,72354000.000,74052000.000,76287000.000
DerivativeAssetCollateralObligationToReturnCashOffset,,2078000.000,1989000.000,2284000.000,1404000.000,0.000,194000.000,0.000,0.000,427000.000,0.000,0.000,0.000,0.000,
DerivativeAssetFairValueGrossLiability,,,,,,,,,,,,,,,0.000
DerivativeAssets,1166000.000,2995000.000,2215000.000,0.000,1886000.000,1714000.000,0.000,851000.000,0.000,0.000,0.000,0.000,0.000,541000.000,1034000.000
DerivativeCollateralObligationToReturnCash,,,,,,,,,,,,,,,0.000
DerivativeCollateralObligationToReturnSecurities,,,,,,,,,,,,,,,0.000
DerivativeCollateralRightToReclaimCash,,,,,,,,,,,,,,,0.000
DerivativeCollateralRightToReclaimSecurities,,,,,,,,,,,,,,,0.000
DerivativeFairValueOfDerivativeAsset,3656000.000,5073000.000,4204000.000,2284000.000,3290000.000,1714000.000,194000.000,851000.000,0.000,427000.000,0.000,0.000,0.000,541000.000,1034000.000
DerivativeFairValueOfDerivativeAssetAmountOffsetAgainstCollateral,,,,,,,,,,,,,,,1034000.000
DerivativeFairValueOfDerivativeLiability,3258000.000,5053000.000,5025000.000,5685000.000,4127000.000,2888000.000,3378000.000,2721000.000,4254000.000,2370000.000,4735000.000,5393000.000,4866000.000,1920000.000,1653000.000
DerivativeFairValueOfDerivativeLiabilityAmountNotOffsetAgainstCollateral,,,,,,,,,,,,,,,1653000.000
DerivativeLiabilities,768000.000,2975000.000,3036000.000,3401000.000,2723000.000,2888000.000,3184000.000,2721000.000,4254000.000,1943000.000,4735000.000,5393000.000,4866000.000,1920000.000,1653000.000
DerivativeLiabilityCollateralRightToReclaimCashOffset,,2078000.000,1989000.000,2284000.000,1404000.000,0.000,194000.000,0.000,0.000,427000.000,0.000,0.000,0.000,0.000,
DerivativeLiabilityFairValueGrossAsset,,,,,,,,,,,,,,,0.000
DerivativeNetLiabilityPositionAggregateFairValue,,,,,,,,,,,,,,,1800000.000
DisposalGroupIncludingDiscontinuedOperationOtherAssets,1009000.000,948000.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOtherLiabilities,181000.000,200000.000,,,,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationPropertyPlantAndEquipmentNet,21138000.000,21138000.000,,,,,,,,,,,,,
