,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31
AccountsPayable,7673.000,10760.000,12816.000,12990.000,10212.000,9737.000,13651.000,,,,
AccountsPayableCurrentAndNoncurrent,,,,,,,,10222.000,9695.000,8818.000,11514.000
AdditionalPaidInCapital,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000,101544.000
Assets,1090.000,465.000,564.000,429.000,526.000,526.000,1494.000,1430.000,1498.000,1593.000,1485.000
AssetsCurrent,1090.000,465.000,564.000,429.000,526.000,526.000,1494.000,1430.000,1498.000,1593.000,1485.000
Cash,,,,,,526.000,,,,,
CashAndCashEquivalentsAtCarryingValue,1090.000,465.000,564.000,429.000,526.000,526.000,1494.000,1430.000,1498.000,1593.000,1485.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000,200000000.000
CommonStockSharesIssued,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000
CommonStockSharesOutstanding,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000,51991000.000
CommonStockValue,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000,51991.000
DeferredCompensationLiabilityCurrent,2375.000,3125.000,3875.000,4625.000,5375.000,6125.000,6875.000,7625.000,8375.000,9125.000,9875.000
DeferredTaxAssetsGross,,,,,,60414.000,,,,69178.000,
DeferredTaxAssetsGrossCurrent,,,,,,2731.000,,,,4508.000,
DeferredTaxAssetsGrossNoncurrent,,,,,,57683.000,,,,64670.000,
DeferredTaxAssetsLiabilitiesNet,,,,,,0.000,,,,0.000,
DeferredTaxAssetsLiabilitiesNetCurrent,,,,,,0.000,,,,0.000,
DeferredTaxAssetsLiabilitiesNetNoncurrent,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNet,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNetCurrent,,,,,,0.000,,,,0.000,
DeferredTaxAssetsNetNoncurrent,,,,,,0.000,,,,0.000,
DeferredTaxAssetsOther,,,,,,-2413.000,,,,0.000,
DeferredTaxAssetsOtherComprehensiveLoss,,,,,,57683.000,,,,64670.000,
DeferredTaxAssetsTaxDeferredExpenseCompensationAndBenefits,,,,,,2138.000,,,,3294.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccruals,,,,,,593.000,,,,1214.000,
DeferredTaxAssetsTaxDeferredExpenseReservesAndAccrualsAccruedLiabilities,,,,,,593.000,,,,1214.000,
DeferredTaxAssetsValuationAllowance,,,,,,-60414.000,,,,-69178.000,
DeferredTaxAssetsValuationAllowanceCurrent,,,,,,-2731.000,,,,-4508.000,
DeferredTaxAssetsValuationAllowanceNoncurrent,,,,,,-57683.000,,,,-64670.000,
DeferredTaxLiabilities,,,,,,0.000,,,,0.000,
DeferredTaxLiabilitiesCurrent,,,,,,0.000,,,,0.000,
DeferredTaxLiabilitiesNoncurrent,,,,,,0.000,,,,0.000,
DevelopmentStageEnterpriseDeficitAccumulatedDuringDevelopmentStage,171515.000,176157.000,184596.000,189002.000,193883.000,198701.000,208083.000,213299.000,218622.000,224480.000,234169.000
DueToRelatedPartiesCurrentAndNoncurrent,,,,17252.000,23802.000,,32802.000,,,,
InterestPayableCurrent,270.000,450.000,682.000,1029.000,1485.000,2028.000,2714.000,3545.000,3723.000,4743.000,5878.000
Liabilities,19070.000,23087.000,31625.000,35896.000,40874.000,45692.000,56042.000,61194.000,66585.000,72538.000,82119.000
LiabilitiesAndStockholdersEquity,1090.000,465.000,564.000,429.000,526.000,526.000,1494.000,1430.000,1498.000,1593.000,1485.000
LiabilitiesCurrent,19070.000,23087.000,31625.000,35896.000,40874.000,45692.000,56042.000,61194.000,66585.000,72538.000,82119.000
NotesPayableRelatedPartiesCurrent,8752.000,8752.000,14252.000,17252.000,23802.000,27802.000,32802.000,,,,
NotesPayableRelatedPartiesCurrentAndNoncurrent,,,,,,,,39802.000,44792.000,49852.000,54852.000
OperatingLossCarryforwards,,,,,,169655.000,,,,190207.000,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,,,,0.000,0.000,0.000,,
PreferredStockSharesOutstanding,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
PreferredStockValue,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
StockholdersEquity,-17980.000,-22622.000,-31061.000,-35467.000,-40348.000,-45166.000,-54548.000,-59764.000,-65087.000,-70945.000,-80634.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-17980.000,-22622.000,-31061.000,-35467.000,-40348.000,-45166.000,-54548.000,-59764.000,-65087.000,-70945.000,-80634.000
