,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31
AccountsAndNotesReceivableNet,,,,,,,,,,4607000.000,
AccountsPayableCurrentAndNoncurrent,12128000.000,14060000.000,7712000.000,7201000.000,6179000.000,7527000.000,7458000.000,7285000.000,7436000.000,5627000.000,8868000.000
AccountsPayableRelatedPartiesCurrentAndNoncurrent,286000.000,195000.000,0.000,,,,,,,,
AccountsReceivableRelatedParties,,,,,,,,,,414000.000,
AccruedLiabilitiesAndOtherLiabilities,,,,,,,,,11678000.000,11579000.000,
AdditionalPaidInCapital,49255000.000,49300000.000,51923000.000,53908000.000,61875000.000,61183000.000,61158000.000,61121000.000,61085000.000,61128000.000,60412000.000
AllowanceForDoubtfulAccountsPremiumsAndOtherReceivables,,,,,,,,,,254000.000,
Assets,587485000.000,510579000.000,496767000.000,468151000.000,452554000.000,443386000.000,417378000.000,373730000.000,366963000.000,325373000.000,398655000.000
AssetsHeldForSaleLongLived,,,,,51662000.000,,38003000.000,37708000.000,,29429000.000,2870000.000
AssetsUnderManagementCarryingAmount,4000000.000,4000000.000,4000000.000,4000000.000,,,,,,,
CashAndCashEquivalentsAtCarryingValue,8144000.000,754000.000,473000.000,1844000.000,1515000.000,439000.000,492000.000,361000.000,230000.000,148000.000,2587000.000
CommonStockParOrStatedValuePerShare,,,0.010,,,,0.100,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,,100000000.000,,,,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,,,3816016.000,,,,4039191.000,4039191.000,4028765.000,4199250.000,4174492.000
CommonStockSharesOutstanding,,,3344604.000,,,,3567779.000,3567779.000,3557353.000,3727900.000,3703142.000
CommonStockValue,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,34000.000,42000.000
DebtDefaultLongtermDebtAmount,,,,,,1000000.000,,,8455000.000,35898000.000,
DebtInstrumentCarryingAmount,,,,,,,,,279846000.000,249806000.000,
DeferredFinanceCostsNet,,,,,,,,,1400000.000,1400000.000,
DeferredIncomeTaxLiabilities,,,,,,,-395000.000,,,,3100000.000
