,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,,2175834.000,,,,2313452.000,
AccumulatedOtherComprehensiveIncomeLossAvailableForSaleSecuritiesAdjustmentNetOfTax,776.000,-2096.000,474.000,9032.000,19367.000,12751.000,9828.000
AccumulatedOtherComprehensiveIncomeLossDefinedBenefitPensionAndOtherPostretirementPlansNetOfTax,369665.000,368290.000,357318.000,346347.000,335376.000,324404.000,320869.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,-243114.000,-244366.000,-235428.000,-219469.000,-208478.000,-201268.000,-201857.000
AdditionalPaidInCapital,,6203002.000,6191769.000,6180537.000,6169304.000,6158071.000,6146839.000
AdvancePaymentsByBorrowersForTaxesAndInsurance,907622.000,1281036.000,884027.000,625659.000,982895.000,1421899.000,969733.000
Assets,144880917.000,142241896.000,147869543.000,152354117.000,156418125.000,154973794.000,153542498.000
AvailableForSaleSecurities,2706589.000,2493300.000,2208898.000,2069867.000,1887995.000,1779199.000,1550654.000
AvailableForSaleSecuritiesAmortizedCost,,,,2056182.000,,,1535764.000
AvailableForSaleSecuritiesContinuousUnrealizedLossPositionFairValue,1891421.000,1723706.000,,,,,
AvailableForSaleSecuritiesPledgedAsCollateral,0.000,0.000,,,,0.000,
BankOwnedLifeInsurance,3061847.000,3084985.000,3106534.000,3128072.000,3150496.000,3172651.000,3192868.000
Capital,13377000.000,18772000.000,18826000.000,19048000.000,19365000.000,19657000.000,19847000.000
CapitalRequiredForCapitalAdequacy,7918000.000,8067000.000,8065000.000,8404000.000,8674000.000,8682000.000,8868000.000
CapitalRequiredForCapitalAdequacyToRiskWeightedAssets,0.080,0.080,0.080,0.080,0.080,0.080,0.080
CapitalRequiredToBeWellCapitalized,9898000.000,10083000.000,10081000.000,10506000.000,10843000.000,10853000.000,11085000.000
CapitalRequiredToBeWellCapitalizedToRiskWeightedAssets,0.100,0.100,0.100,0.100,0.100,0.100,0.100
CapitalToRiskWeightedAssets,0.135,0.186,0.187,0.181,0.179,0.181,0.179
CashAndCashEquivalentsAtCarryingValue,11722864.000,8304539.000,10736706.000,10094687.000,12321217.000,11128155.000,10655745.000
CashAndDueFromBanks,3393892.000,3401351.000,4049432.000,3149480.000,4654771.000,6298796.000,5354160.000
CashFDICInsuredAmount,,250000.000,,,,250000.000,
CommonStockParOrStatedValuePerShare,,0.010,0.010,0.010,0.010,0.010,0.010
CommonStockSharesAuthorized,,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000,9000000.000
CommonStockSharesIssued,,1719250.000,1719250.000,1719250.000,1719250.000,1719250.000,1719250.000
