,2011-07-31,2011-10-31,2012-04-30,2012-07-31,2012-10-31,2013-01-31,2013-04-30,2013-07-31,2013-10-31,2014-04-30,2014-07-31,2014-10-31,2015-01-31,2015-04-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccretionExpense,,,,,,,-305.000,-1283.000,-2552.000,-74166.000,,,,,,,,,,,
AmortizationOfDebtDiscountPremium,,,,,,,109.000,,,74166.000,,,,,,,,,7900.000,5450.000,5450.000
AmortizationOfDeferredCharges,,,,,,,,,,-1264.000,,,,,,,,,4942.000,2281.000,2281.000
AmortizationOfIntangibleAssets,,,,,,,,,,,,,,17316.000,17166.000,17166.000,17166.000,17166.000,17316.000,,
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,,,,,,7452959.000,7452959.000,,,,36666666.000,,
CashAndCashEquivalentsPeriodIncreaseDecrease,,,,,,,2951.000,,,28654.000,,,,-3188.000,212.000,,,,-386951.000,,
CashPeriodIncreaseDecrease,,,24541.000,,,,,,,,,,,,,,,,,,
ComprehensiveIncomeNetOfTax,,,,,,,,,,,,,,,,-38316.000,-641792.000,,,-282027.000,151641.000
CostOfGoodsAndServicesSold,,,,,,,,,,,,,,,,,,,65648.000,59457.000,70031.000
CostOfGoodsSold,,,,,,,,,,,,,,151.000,,,,,,,
CostsAndExpenses,,,,,,,,,,,,,,,,187683.000,681776.000,,,,
DebtInstrumentConvertibleBeneficialConversionFeature,,,,,,,4600.000,,,0.000,,,,,,,,,,,
Depreciation,,,,,,,,,,,,,,,,2812.000,7833.000,,7833.000,,
DepreciationAndAmortization,,,,,,,,,,,,,,,,,,,25149.000,25424.000,17765.000
DepreciationDepletionAndAmortization,,,0.000,,,,,,,,,,,,,,,,,,
DirectOperatingCosts,3340.000,3195.000,,,,,,,,,,,,,,,,,,,
DiscontinuedOperationGainLossOnDisposalOfDiscontinuedOperationNetOfTax,,,,,,,,,,,-147739.000,,,,,,,,,,
DisposalGroupIncludingDiscontinuedOperationOperatingExpense,,,,,,,,,,,147739.000,,,,,,,,,,
DividendsPreferredStock,,,,,,,,,,,,,,,,-1344.000,-30083.000,,,,
EarningsPerShareBasic,,,,0.000,0.000,,,,,,,,,,,,,,,,
EarningsPerShareBasicAndDiluted,0.000,0.000,,,,,0.000,0.000,0.000,0.000,,,,,,,,,,,
EffectiveIncomeTaxRateReconciliationAtFederalStatutoryIncomeTaxRate,,,,,,,,,,,,,,,0.340,,,,,,
ForeignCurrencyTransactionGainBeforeTax,0.000,,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossBeforeTax,,,0.000,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionGainLossRealized,,0.000,,,,,,,,,,,,,,,,,,,
ForeignCurrencyTransactionLossBeforeTax,,,,,,,,,,,,,,,,,,,,-8476.000,-41.000
GainLossOnDispositionOfAssets1,,,,,,,,,,,,,,,,,,,,6323.000,-839.000
GainsLossesOnExtinguishmentOfDebt,,,,,,,,,,0.000,,,,,,,,,,,
GeneralAndAdministrativeExpense,1340.000,1195.000,14909.000,35285.000,16284.000,16719.000,37172.000,25681.000,29733.000,37069.000,70699.000,57354.000,-78610.000,468.000,13338.000,15155.000,53266.000,58289.000,71521.000,103604.000,52668.000
GrossProfit,,,,,,,,,,,,,,234.000,,,,,,718337.000,338931.000
ImpairmentOfOilAndGasProperties,,,,,,,,,,0.000,,,,,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesExtraordinaryItemsNoncontrollingInterest,,,,,,,,,,,,-69060.000,,-37167.000,,,,,,,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,,,,,,,,,,,-72449.000,,,,,,,,,,
IncomeLossFromContinuingOperationsIncludingPortionAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,-26709.000,-653811.000,,-187175.000,,
IncomeLossFromContinuingOperationsPerBasicAndDilutedShare,,,0.000,,,,,,,,,,,,,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,,,,,,,,,-147739.000,,,,,,,,,,
IncomeTaxesPaid,,,0.000,,,,,,,,,,,,,,,,,,
IncomeTaxesPaidNet,,,,,,,0.000,,,0.000,,,,,,,,,,,
IncreaseDecreaseInAccountsPayable,,,,,,,,,,,,,,,,,,,349805.000,,
IncreaseDecreaseInAccountsPayableAndAccruedLiabilities,,,-6221.000,,,,15580.000,,,19103.000,,,,12171.000,67069.000,,,,,,
IncreaseDecreaseInAccountsReceivable,,,,,,,0.000,,,,,,,385.000,4250.000,,,,274254.000,,
IncreaseDecreaseInDeferredCharges,,,,,,,,,,1264.000,,,,,,,,,,,
IncreaseDecreaseInDerivativeLiabilities,,,,,,,,,,-24029.000,,,,,,,,,,,
IncreaseDecreaseInDueToRelatedPartiesCurrent,,,,,,,0.000,,,8601.000,,,,4553.000,28753.000,,,,,,
IncreaseDecreaseInInventories,,,,,,,,,,,,,,-324.000,,,,,108333.000,,
IncreaseDecreaseInNotesPayableCurrent,,,-675.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedParties,,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesPayableRelatedPartiesCurrent,,,0.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInNotesReceivables,,,-1473.000,,,,,,,,,,,,,,,,,,
IncreaseDecreaseInOperatingCapital,,,,,,,,,,,,,,,343284.000,,,,-96598.000,,
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,,,12475.000,,,,-3863.000,,,3100.000,,,,,35876.000,,,,,,
IncreaseDecreaseInPrepaidExpense,,,,,,,,,,,,,,,,,,,67429.000,,
IncrementalCommonSharesAttributableToCallOptionsAndWarrants,,,,,,,,,,,,,,,,,,,7452959.000,,
InterestExpense,,,0.000,,,,,,,-116.000,,252.000,,,,3693.000,8869.000,,25219.000,10969.000,9188.000
InterestIncomeExpenseNet,,,,,,,,,,,,,,,,,,,25219.000,,
InterestPaid,,,0.000,,,,0.000,,,,,,,,,,,,25219.000,,
InterestPaidNet,,,,,,,,,,0.000,,,,,,,,,,,
InvestmentIncomeDividend,,,,,,,,,,,,,,,,2770.000,12039.000,,9966.000,10.000,5.000
IssuanceOfStockAndWarrantsForServicesOrClaims,,,0.000,,,,,,,,,,,,,,,,,,
MarketableSecuritiesGainLoss,,,,,,,,,,,,,,,,,15045.000,,-10318.000,,
NetCashProvidedByUsedInFinancingActivities,,,255000.000,,,,46000.000,,,0.000,,,,,25754.000,,,,-497978.000,,
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,,,255000.000,,,,46000.000,,,0.000,,,,,25754.000,,,,-497978.000,,
NetCashProvidedByUsedInInvestingActivities,,,-202156.000,,,,1387.000,,,60000.000,,,,,,,,,355046.000,,
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,,,-202156.000,,,,1387.000,,,60000.000,,,,,,,,,355046.000,,
NetCashProvidedByUsedInOperatingActivities,,,-28303.000,,,,-44436.000,,,-31346.000,,,,-3188.000,-25542.000,,,,-244019.000,,
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,,,-28303.000,,,,-44436.000,,,-31346.000,,,,-3188.000,-25542.000,,,,-244019.000,,
NetIncomeLoss,-3340.000,-3195.000,-32409.000,-56008.000,-22708.000,-24594.000,-56262.000,-40705.000,-39583.000,-113551.000,-220188.000,-69060.000,5991.000,-37167.000,-108404.000,-26709.000,-653811.000,-479036.000,-232421.000,-270057.000,-35261.000
NetIncomeLossAttributableToNoncontrollingInterest,,,,,,,,,,,,,,,,,,,45246.000,-11970.000,186902.000
NetIncomeLossAvailableToCommonStockholdersBasic,,,,,,,,,,,,,,,,-39660.000,-671875.000,,-268546.000,-296182.000,-66386.000
NonoperatingIncomeExpense,,,,,,,,,,,,-252.000,,,,155774.000,18215.000,,-47402.000,-3891.000,-17712.000
OperatingCostsAndExpenses,,,,,,,,,,,,,,,,,,,380175.000,434850.000,257923.000
