,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccruedLiabilitiesCurrent,,,17107.000,20798.000,,
AdditionalPaidInCapitalCommonStock,550117.000,589717.000,589717.000,589717.000,589717.000,589717.000
Assets,4226.000,3824.000,912.000,621.000,18373.000,278.000
AssetsCurrent,4226.000,3824.000,912.000,621.000,18373.000,278.000
CashAndCashEquivalentsAtCarryingValue,1957.000,2614.000,579.000,544.000,18373.000,278.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,17133332.000,17533332.000,17533332.000,17533332.000,17533332.000,17533332.000
CommonStockSharesOutstanding,17133332.000,17533332.000,17533332.000,17533332.000,17533332.000,17533332.000
CommonStockValue,17133.000,17533.000,17533.000,17533.000,17533.000,17533.000
DeferredTaxAssetsOperatingLossCarryforwards,,,,,390000.000,
DeferredTaxAssetsOperatingLossCarryforwardsStateAndLocal,832000.000,902000.000,940000.000,965000.000,976800.000,997918.000
DeferredTaxAssetsValuationAllowance,,,,,390000.000,
DueToOfficersOrStockholdersCurrent,130000.000,130000.000,142000.000,156000.000,169000.000,182000.000
DueToRelatedPartiesCurrent,126845.000,150835.000,153335.000,155335.000,193662.000,200357.000
InventoryNet,2269.000,1210.000,333.000,77.000,,
LiabilitiesAndStockholdersEquity,4226.000,3824.000,912.000,621.000,18373.000,278.000
LiabilitiesCurrent,269426.000,299431.000,333111.000,359367.000,387923.000,390946.000
OtherLiabilitiesCurrent,3546.000,4406.000,,,25261.000,8589.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000,5000000.000
PreferredStockSharesIssued,0.000,0.000,,0.000,0.000,0.000
PreferredStockSharesOutstanding,0.000,0.000,,0.000,0.000,0.000
RetainedEarningsAccumulatedDeficit,-832450.000,-902857.000,-939449.000,-965996.000,-976800.000,-997918.000
StockholdersEquity,-265200.000,-295607.000,-332199.000,-358746.000,-369550.000,-390668.000
