,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31
AccountsAndNotesReceivableNet,710000.000,837000.000,1403000.000,836000.000,1282000.000,1324000.000,2127000.000,2333000.000,3047000.000,2977000.000,6024000.000,3427000.000,9551000.000,9790000.000
AccountsPayableCurrentAndNoncurrent,485000.000,836000.000,722000.000,697000.000,633000.000,700000.000,448000.000,1097000.000,1393000.000,644000.000,1659000.000,1723000.000,2222000.000,4423000.000
AccrualForTaxesOtherThanIncomeTaxesCurrentAndNoncurrent,,,,,,,,,,,,6133000.000,8560000.000,9300000.000
AccruedBonusesCurrentAndNoncurrent,,,,,,,,,,,,,3856000.000,1405000.000
AccruedLiabilitiesAndOtherLiabilities,2329000.000,2288000.000,3889000.000,4241000.000,7222000.000,6140000.000,13029000.000,14997000.000,19038000.000,24473000.000,28948000.000,38593000.000,46574000.000,42287000.000
AccruedRentCurrentAndNoncurrent,,,,,,,,,,2778000.000,4117000.000,8456000.000,8940000.000,5834000.000
AccumulatedOtherComprehensiveIncomeLossNetOfTax,,,,,,,,,,,,,652000.000,13708000.000
AdditionalPaidInCapitalCommonStock,122980000.000,220750000.000,213833000.000,360908000.000,511500000.000,586017000.000,886092000.000,904002000.000,904939000.000,1129284000.000,1451347000.000,1890016000.000,1893745000.000,1920642000.000
AllowanceForDoubtfulAccountsReceivable,,,,,,100000.000,,,,100000.000,,,,2400000.000
Assets,220635000.000,292860000.000,401851000.000,469152000.000,708662000.000,811573000.000,1066207000.000,1203456000.000,1478825000.000,1644871000.000,1850892000.000,2532912000.000,2670647000.000,2888092000.000
BelowMarketLeaseAccumulatedAmortization,,,,1000.000,10000.000,,,,,,,,,
BelowMarketLeaseGross,,,,134000.000,354000.000,,,,,,,,,
BelowMarketLeaseNet,,,,133000.000,344000.000,,,,,,,,,
BusinessAcquisitionCostOfAcquiredEntityTransactionCosts,,,4300000.000,,,,,,,,200000.000,1700000.000,100000.000,
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,,,,,,,,,,,,,,20980000.000
BusinessCombinationAcquisitionOfLessThan100PercentNoncontrollingInterestFairValue,,,,,,,,5508000.000,5508000.000,13970000.000,,,50000.000,50000.000
BusinessCombinationContingentConsiderationLiability,,,,,,,,,,2559000.000,2075000.000,2075000.000,1235000.000,1392000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedBuildings,,,121472000.000,178873000.000,374535000.000,451691000.000,175050000.000,288461000.000,526670000.000,643470000.000,168570000.000,791817000.000,931549000.000,1112746000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedContingentLiability,,,,,840000.000,840000.000,1482000.000,1482000.000,1482000.000,2718000.000,,156000.000,156000.000,156000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsPrepaidExpenseAndOtherAssets,,,,,,,,,,,,,,2659000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsReceivables,,,,,,640000.000,3564000.000,3564000.000,3564000.000,3564000.000,,104000.000,104000.000,104000.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedFinancialLiabilities,,,10800000.000,10395000.000,15283000.000,15283000.000,6323000.000,18690000.000,18690000.000,18690000.000,,,,0.000
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedLand,,,18331000.000,25606000.000,44548000.000,53687000.000,21075000.000,31476000.000,44675000.000,52224000.000,9240000.000,28805000.000,40773000.000,57847000.000
