,2011-03-31,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AdjustmentForLongTermIntercompanyTransactionsNetOfTax,,,,,22500000.000,-39400000.000,11400000.000,19400000.000,-22000000.000,11200000.000,28400000.000,12700000.000,1100000.000,-2400000.000,-38100000.000
AdjustmentsToAdditionalPaidInCapitalSharebasedCompensationRequisiteServicePeriodRecognitionValue,4700000.000,,,,2000000.000,,,,900000.000,,,,2100000.000,,
AllocatedShareBasedCompensationExpense,,3500000.000,3400000.000,,2900000.000,2900000.000,2900000.000,2700000.000,3300000.000,3300000.000,3300000.000,2800000.000,2700000.000,2900000.000,1800000.000
AmortizationOfFinancingCosts,1300000.000,1200000.000,1200000.000,1100000.000,1300000.000,1600000.000,2300000.000,2800000.000,2600000.000,,,,700000.000,,
AmortizationOfIntangibleAssets,,,,,,,17500000.000,,18100000.000,13700000.000,6800000.000,-12200000.000,6700000.000,6700000.000,5500000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,,,,,0.000,0.000,0.000,0.000,0.000,0.000,0.000
AssetImpairmentCharges,,,,,,,,,,,,,3000000.000,,
BusinessCombinationStepAcquisitionEquityInterestInAcquireeRemeasurementGain,,,,,,,,,,,16000000.000,,,,
CashAndCashEquivalentsPeriodIncreaseDecrease,-141600000.000,,,,-223600000.000,,,,-782500000.000,,,,-61100000.000,,
CashProvidedByUsedInFinancingActivitiesDiscontinuedOperations,,,,,,,,,,,,,-900000.000,,
CashProvidedByUsedInInvestingActivitiesDiscontinuedOperations,305700000.000,,,,,,,,,,,,-1200000.000,,
CashProvidedByUsedInOperatingActivitiesDiscontinuedOperations,-1800000.000,,,,-1900000.000,,,,,,,,-7800000.000,,
CommonStockDividendsPerShareCashPaid,,,,,,,,,0.400,,,,0.450,,
CommonStockDividendsPerShareDeclared,,,,,,,0.350,,0.400,0.400,0.450,0.450,0.450,0.450,0.450
ComprehensiveIncomeNetOfTax,,130000000.000,-57200000.000,,124600000.000,145100000.000,90700000.000,-1300000.000,-27200000.000,47200000.000,1216000000.000,567800000.000,-15200000.000,40900000.000,-120200000.000
ComprehensiveIncomeNetOfTaxAttributableToNoncontrollingInterest,,10500000.000,11500000.000,,18300000.000,100000.000,1200000.000,-17700000.000,-700000.000,1100000.000,200000.000,1800000.000,1100000.000,1800000.000,2000000.000
ComprehensiveIncomeNetOfTaxIncludingPortionAttributableToNoncontrollingInterest,247500000.000,140500000.000,-45700000.000,,142900000.000,145200000.000,91900000.000,-19000000.000,-27900000.000,48300000.000,1216200000.000,569600000.000,-14100000.000,42700000.000,-118200000.000
CostOfRevenue,592900000.000,654400000.000,609400000.000,523300000.000,566700000.000,585300000.000,595200000.000,604600000.000,660800000.000,621200000.000,193100000.000,-715300000.000,192600000.000,199300000.000,193400000.000
DeferredIncomeTaxExpenseBenefit,5700000.000,,,,,,,,,,,,,,
DefinedBenefitPlanAmortizationOfGainsLosses,,-700000.000,-700000.000,,-1800000.000,-1700000.000,-1700000.000,,-4200000.000,-3900000.000,-1500000.000,,-1100000.000,-1100000.000,-1100000.000
DefinedBenefitPlanAmortizationOfPriorServiceCostCredit,,100000.000,200000.000,,200000.000,200000.000,200000.000,,200000.000,200000.000,200000.000,,200000.000,100000.000,200000.000
DefinedBenefitPlanContributionsByEmployer,,,,,5900000.000,,,,6800000.000,,,,4300000.000,,
