,2011-06-30,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30
AccountsPayableCurrent,4656017.000,4103272.000,,,,,6987857.000,15424588.000,10389706.000,15917507.000,10139205.000,6479354.000,7865073.000,6153568.000
AccountsReceivableNetCurrent,7801838.000,6745941.000,,,,,6723233.000,7797925.000,8306955.000,8846173.000,7258425.000,8199986.000,7480009.000,6868569.000
AccrualForEnvironmentalLossContingencies,,,,,,,,,,3857615.000,3361843.000,3156766.000,2998313.000,2911948.000
AccrualForEnvironmentalLossContingenciesGross,,,,,,,,,,4586000.000,4586000.000,,,
AccruedLiabilitiesCurrent,13860284.000,20632740.000,,,,,12529899.000,9176526.000,10568110.000,9678767.000,9895057.000,10260187.000,8846875.000,10280662.000
AccumulatedAmortizationDeferredFinanceCosts,1749794.000,1896395.000,,,,,771061.000,967513.000,1167515.000,1375079.000,1586904.000,1807251.000,2029023.000,2252034.000
AccumulatedDepreciationDepletionAndAmortizationPropertyPlantAndEquipment,3054074.000,3111446.000,,,,,256380.000,264585.000,186066.000,206558.000,227207.000,248109.000,269087.000,290153.000
AdditionalPaidInCapital,133709775.000,128487108.000,,,,,155824868.000,156381131.000,176881059.000,177341601.000,177832574.000,178494918.000,179187242.000,179726634.000
AssetRetirementObligation,,,,,,,,,,,18670651.000,,,
Assets,274229914.000,271170347.000,,,,,266460871.000,270018465.000,278786247.000,252022122.000,249506361.000,259738301.000,231471125.000,229463966.000
AssetsCurrent,31467890.000,32169901.000,,,,,35443674.000,23097223.000,26338561.000,10834668.000,11916287.000,16693300.000,15668328.000,12443539.000
AssetsNet,,,,,,,,,,,,,-39800000.000,-41700000.000
BusinessAcquisitionCostOfAcquiredEntityPurchasePrice,,,,,,,127314000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssets,,,,,,,31074000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentAssetsCashAndCashEquivalents,,,,,,,20394000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationCurrentLiabilities,,,,,,,21359000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationNoncurrentLiabilitiesLongTermDebt,,,,,,,88504000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentAssets,,,,,,,6152000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationOtherNoncurrentLiabilities,,,,,,,12630000.000,,,,,,,
BusinessAcquisitionPurchasePriceAllocationProperty,,,,,,,210199000.000,,,,,,,
CapitalizedCostsAccumulatedDepreciationDepletionAmortizationAndValuationAllowanceForRelatingToOilAndGasProducingActivities,,,,,,,13807000.000,,,,61928000.000,,,
CapitalizedCostsOilAndGasProducingActivitiesNet,,,,,,,225427000.000,,,,231818000.000,,,
CapitalizedCostsProvedProperties,,,,,,,239234000.000,,,,293746000.000,,,
Cash,21829866.000,21696026.000,,,,,22793916.000,12159561.000,16236288.000,1596807.000,3251371.000,3443932.000,6245851.000,4087775.000
CashAndCashEquivalentsAtCarryingValue,21829866.000,21696026.000,,,,,23975932.000,,,,4380743.000,,,
ClassOfWarrantOrRightOutstanding,,,,,,,1116.000,,,,,,,
CommonStockParOrStatedValuePerShare,0.001,0.001,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,300000000.000,300000000.000,,,,,4200000000.000,4200000000.000,4200000000.000,4200000000.000,4200000000.000,4200000000.000,4200000000.000,4200000000.000
CommonStockSharesIssued,48949530.000,48937830.000,,,,,59022445.000,59070458.000,71907952.000,71907952.000,72644643.000,73745382.000,74008952.000,74008952.000
CommonStockSharesOutstanding,,,,,,,59000000.000,,,,,,,
CommonStockValue,48950.000,48938.000,,,,,59022.000,59070.000,71908.000,71908.000,72645.000,73746.000,74009.000,74009.000
DeferredFinanceCostsNoncurrentNet,492885.000,346284.000,,,,,2428453.000,2268599.000,2137521.000,1941052.000,1835743.000,1615396.000,1517255.000,1187580.000
DeferredIncomeTaxLiabilities,,,,,,,60616000.000,,,,65121000.000,,,
DeferredTaxAssetsGross,,,,,,,122038000.000,,,,144960000.000,,,
DeferredTaxAssetsGrossNoncurrent,,,,,,,122038000.000,,,,144960000.000,,,
DeferredTaxAssetsValuationAllowance,,,,,,,61421252.000,,,,79838730.000,,,
DeferredTaxLiabilitiesGrossNoncurrent,,,,,,,60616000.000,,,,65121000.000,,,
DeferredTaxLiabilitiesPropertyPlantAndEquipment,,,,,,,60616000.000,,,,65121000.000,,,
DerivativeAssets,,,,,3972122.000,1331092.000,,,,,,,,
DerivativeAssetsCurrent,,,,,,,765992.000,77233.000,451953.000,,7544.000,,,66105.000
DerivativeAssetsNoncurrent,,,,,,,397886.000,244357.000,379925.000,82292.000,,,,
DerivativeFairValueOfDerivativeNet,,,,,3972122.000,1331092.000,1163878.000,321590.000,831878.000,75451.000,7544.000,-200113.000,-375041.000,66105.000
DerivativeLiabilitiesCurrent,,,,,,,,,,6841.000,,,375041.000,
DerivativeLiabilitiesNoncurrent,,,,,,,,,,,,200113.000,,
DividendsPayableCurrent,1551000.000,1597000.000,,,,,,,,,,,,
EscrowDeposit,,,,,,,2252663.000,,,,2252947.000,,,
Liabilities,369717499.000,376854392.000,,,,,118431756.000,124762446.000,114358824.000,117499879.000,126659748.000,138794936.000,143032972.000,144224203.000
LiabilitiesAndStockholdersEquity,274229914.000,271170347.000,,,,,266460871.000,270018465.000,278786247.000,252022122.000,249506361.000,259738301.000,231471125.000,229463966.000
LiabilitiesCurrent,357022157.000,363965143.000,,,,,21141297.000,25528852.000,21189751.000,25603115.000,21029157.000,18880960.000,55453330.000,54162660.000
LineOfCredit,,,,,,,28000000.000,28000000.000,20000000.000,9000000.000,22000000.000,34000000.000,37000000.000,37000000.000
LinesOfCreditCurrent,,,,,,,,,,,,,37000000.000,37000000.000
LongTermDebt,,,,,,,85053403.000,85951208.000,78931261.000,69424434.000,85175835.000,100110060.000,104214949.000,105512255.000
LongTermDebtCurrent,336755537.000,337632131.000,,,,,1623541.000,927738.000,231935.000,,994895.000,2141419.000,38366341.000,37728430.000
LongTermDebtNoncurrent,,,,,,,83429862.000,85023470.000,78699326.000,69424434.000,84180940.000,97968641.000,65848608.000,67783825.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAmortizationAndImpairment,,,,,,,,,,49172275.000,61927723.000,64718343.000,98061800.000,101441105.000
OilAndGasPropertySuccessfulEffortMethodAccumulatedDepreciationDepletionAndAmortization,299587828.000,305047545.000,,,,,13806672.000,16966353.000,21749779.000,,,,,
OilAndGasPropertySuccessfulEffortMethodNet,230482732.000,226859626.000,,,,,225426981.000,241482592.000,246531888.000,235317799.000,231818116.000,237376097.000,210196086.000,211302508.000
OperatingLossCarryforwards,,,,,,,281300000.000,,,,336300000.000,,,
OtherAssetsMiscellaneousNoncurrent,11463914.000,11517946.000,,,,,2692797.000,2732813.000,3209481.000,3676444.000,3783312.000,3916678.000,3975400.000,4437349.000
OtherAssetsNoncurrent,12279292.000,12140820.000,,,,,5590216.000,5438650.000,5915798.000,5869655.000,5771958.000,5668904.000,5606711.000,5717919.000
OtherLiabilitiesCurrent,199319.000,,,,,,,,,,,,,
OtherLongTermDebtNoncurrent,12695342.000,12889249.000,,,,,13860597.000,14210124.000,14469747.000,22472330.000,21449651.000,21745222.000,21731034.000,22277718.000
PreferredStockParOrStatedValuePerShare,0.001,0.001,,,,,0.001,0.001,0.001,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,1000000.000,1000000.000,,,,,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000,1000000.000
PreferredStockSharesIssued,0.000,0.000,,,,,,,,,,,,
PreferredStockSharesOutstanding,0.000,0.000,,,,,,,,,,,,
PrepaidExpenseAndOtherAssetsCurrent,1836186.000,3727934.000,,,,,5160533.000,3062504.000,1343365.000,391688.000,1398947.000,5049382.000,1942468.000,1421090.000
PropertyPlantAndEquipmentNet,322493.000,276590.000,,,,,71080.000,192881.000,188871.000,169867.000,152903.000,136830.000,114056.000,92990.000
ProvedOilAndGasPropertySuccessfulEffortMethod,530070560.000,531907171.000,,,,,239233653.000,258448945.000,268281667.000,284490074.000,293745839.000,302094440.000,308257886.000,312743613.000
RetainedEarningsAccumulatedDeficit,-380475745.000,-390714531.000,,,,,-7852861.000,-11063036.000,-12404398.000,-42770120.000,-54834785.000,-57328807.000,-90524944.000,-94262726.000
StandardizedMeasureOfDiscountedFutureNetCashFlowsRelatingToProvedOilAndGasReserves,,,,,,,260601000.000,,,,311656000.000,,,
StockholdersEquity,-246779940.000,-262246842.000,124931173.000,,,,148029115.000,145256019.000,164427423.000,134522243.000,122846613.000,120943365.000,88438153.000,85239763.000
StockholdersEquityIncludingPortionAttributableToNoncontrollingInterest,-95487585.000,-105684045.000,,,,,148029115.000,145256019.000,164427423.000,134522243.000,122846613.000,120943365.000,88438153.000,85239763.000
TemporaryEquityCarryingAmount,151292355.000,156562797.000,,,,,,,,,,,,
TemporaryEquityLiquidationPreference,1000.000,1000.000,,,,,,,,,,,,
TemporaryEquitySharesAuthorized,750000.000,750000.000,,,,,,,,,,,,
TemporaryEquitySharesIssued,155082.000,159735.000,,,,,,,,,,,,
TemporaryEquitySharesOutstanding,155082.000,159735.000,,,,,,,,,,,,
TreasuryStockShares,128388.000,150762.000,,,,,1056.000,63810.000,63810.000,63810.000,145270.000,221872.000,223760.000,223760.000
TreasuryStockValue,62920.000,68357.000,,,,,1914.000,121146.000,121146.000,121146.000,223821.000,296492.000,298154.000,298154.000
