,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30
AccountsPayableOtherCurrent,,,,,14704.000
AccountsPayableRelatedPartiesCurrent,,44002.000,50802.000,,
AdditionalPaidInCapital,160156.000,160156.000,192106.000,192106.000,192106.000
Assets,99175.000,113016.000,124461.000,0.000,0.000
AssetsCurrent,99175.000,113016.000,124461.000,0.000,0.000
Cash,10193.000,31976.000,64821.000,0.000,0.000
CashAndCashEquivalentsAtCarryingValue,10193.000,31976.000,64821.000,0.000,0.000
CommonStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
CommonStockSharesAuthorized,100000000.000,100000000.000,100000000.000,100000000.000,100000000.000
CommonStockSharesIssued,1000000.000,1000000.000,4050000.000,4050000.000,4050000.000
CommonStockSharesOutstanding,1000000.000,1000000.000,4050000.000,4050000.000,4050000.000
CommonStockValue,1000.000,1000.000,4050.000,4050.000,4050.000
CustomerAdvancesAndDeposits,,19583.000,3083.000,0.000,0.000
DeferredIncomeTaxAssetsNet,,30800.000,,,
DeferredTaxAssetsOperatingLossCarryforwards,,53000.000,,,
InventoryNet,88982.000,81040.000,59640.000,0.000,0.000
LiabilitiesAndStockholdersEquity,99175.000,113016.000,124461.000,0.000,0.000
LiabilitiesCurrent,48217.000,66805.000,54810.000,0.000,14704.000
NotesPayableRelatedPartiesClassifiedCurrent,35402.000,44002.000,50802.000,0.000,0.000
NotesPayableRelatedPartiesNoncurrent,35402.000,35402.000,35402.000,,
PreferredStockParOrStatedValuePerShare,0.001,0.001,0.001,0.001,0.001
PreferredStockSharesAuthorized,10000000.000,100000000.000,100000000.000,10000000.000,10000000.000
PreferredStockSharesIssued,,,,0.000,0.000
PreferredStockSharesOutstanding,,,,0.000,0.000
PreferredStockValue,,,,0.000,0.000
RelatedPartyTransactionDueFromToRelatedParty,,26000.000,,,
RetainedEarningsAccumulatedDeficit,-110198.000,-114945.000,-126505.000,-196156.000,-210860.000
SalesAndExciseTaxPayableCurrent,12815.000,3220.000,925.000,0.000,0.000
StockholdersEquity,50958.000,46211.000,69651.000,0.000,-14704.000
