,2012-12-31,2013-03-31,2013-06-30,2013-09-30,2013-12-31,2014-03-31,2014-06-30,2014-09-30,2014-12-31,2015-03-31,2015-06-30,2015-09-30,2015-12-31,2016-03-31,2016-06-30,2016-09-30,2016-12-31,2017-03-31
AccountsReceivableNetCurrent,,,,903085.000,1594864.000,1869008.000,1663027.000,1801542.000,1985466.000,2114898.000,2193602.000,2143239.000,3452700.000,3060825.000,3097931.000,3235105.000,3983949.000,3370000.000
AdditionalPaidInCapital,14097453.000,14097453.000,15566676.000,28118189.000,28169693.000,28563214.000,28092906.000,28058066.000,31077060.000,32197918.000,183834995.000,219921401.000,220370984.000,220171165.000,222341497.000,222725476.000,223344937.000,225104000.000
AllowanceForDoubtfulAccountsReceivable,,,113153.000,145170.000,182078.000,182078.000,154046.000,200820.000,186517.000,233780.000,270101.000,382681.000,411394.000,391300.000,440817.000,419807.000,691000.000,964000.000
AssetRetirementObligation,,,,,,,,,,,,,0.000,,,,0.000,
Assets,52687877.000,51365368.000,62327735.000,99083902.000,125370266.000,125088419.000,140152297.000,188263396.000,200482368.000,288004189.000,301161105.000,339037026.000,313969852.000,301946960.000,365787912.000,404608549.000,489046335.000,481543000.000
AssetsOfDisposalGroupIncludingDiscontinuedOperationCurrent,,,,,,,,,,,,28783341.000,1707709.000,1682526.000,365880.000,365880.000,365880.000,0.000
BusinessAcquisitionEquityInterestIssuedOrIssuableValueAssigned,2980000.000,,,,2980000.000,,,,,,,,,,,,,
BusinessCombinationContingentConsiderationAssetNoncurrent,,,,,,,,3441769.000,,1215221.000,2189548.000,4166440.000,,,,,,
BusinessCombinationContingentConsiderationLiabilityNoncurrent,,,,,,,,1123434.000,,13047.000,292210.000,4021671.000,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedAssets,,,,,,,,,9851494.000,,,,26827214.000,,,,27790922.000,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentAssetsOther,,,,,,,,,306814.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedCurrentLiabilitiesAccountsPayable,,,,,,,,,623167.000,,,,,,,,,
BusinessCombinationRecognizedIdentifiableAssetsAcquiredAndLiabilitiesAssumedIntangibles,,,,,,,,6460404.000,,2753413.000,9362070.000,26827214.000,,,,,,
