,2011-09-30,2011-12-31,2012-03-31,2012-06-30,2012-09-30,2012-12-31,2013-03-31,2013-06-30,2013-09-30
AllocatedShareBasedCompensationExpense,,,,,569000.000,679000.000,569000.000,484000.000,536000.000
AmortizationOfFinancingCosts,17000.000,,,,28000.000,,,,
AmortizationOfIntangibleAssets,,,,,685000.000,690000.000,668000.000,541000.000,536000.000
AntidilutiveSecuritiesExcludedFromComputationOfEarningsPerShareAmount,,,,,770314.000,1574376.000,770314.000,-2358192.000,738062.000
CashAndCashEquivalentsPeriodIncreaseDecrease,-1852000.000,,,,-833000.000,,,,144000.000
ComprehensiveIncomeNetOfTax,,,,,2085000.000,3034000.000,563000.000,1206000.000,1716000.000
CostOfServices,23997000.000,24470000.000,20791000.000,22644000.000,19455000.000,21898000.000,20013000.000,22596000.000,20179000.000
CostsAndExpenses,44154000.000,37003000.000,34488000.000,34664000.000,31181000.000,34068000.000,32416000.000,35179000.000,31040000.000
DebtInstrumentPeriodicPaymentPrincipal,,,,,1199000.000,,,,
DeferredIncomeTaxExpenseBenefit,-682000.000,,,,-8000.000,,,,-22000.000
DepreciationAndAmortization,1293000.000,1197000.000,1136000.000,981000.000,948000.000,963000.000,902000.000,850000.000,832000.000
DepreciationDepletionAndAmortization,1543000.000,,,,1116000.000,,,,936000.000
EarningsPerShareBasic,,0.030,-0.010,,0.030,0.050,0.020,,0.020
EarningsPerShareBasicAndDiluted,-0.110,,,,,,,,
EarningsPerShareDiluted,,0.030,-0.010,,0.030,0.050,0.020,,0.020
EffectOfExchangeRateOnCashAndCashEquivalents,-791000.000,,,,36000.000,,,,247000.000
GainLossOnSaleOfPropertyPlantEquipment,-336000.000,,,,,,,,
IncomeLossFromContinuingOperations,,,-479000.000,,1743000.000,2892000.000,953000.000,1320000.000,
IncomeLossFromContinuingOperationsBeforeIncomeTaxesMinorityInterestAndIncomeLossFromEquityMethodInvestments,-6086000.000,1908000.000,-567000.000,1250000.000,1728000.000,2950000.000,1071000.000,1413000.000,1330000.000
IncomeLossFromContinuingOperationsPerBasicShare,,,-0.010,,0.030,0.050,0.020,0.020,
IncomeLossFromContinuingOperationsPerDilutedShare,,,-0.010,,0.030,0.050,0.020,,
IncomeLossFromDiscontinuedOperationsNetOfTaxAttributableToReportingEntity,,,156000.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerBasicShare,,,0.000,,,,,,
IncomeLossFromDiscontinuedOperationsNetOfTaxPerDilutedShare,,,0.000,,,,,,
IncomeTaxExpenseBenefit,-130000.000,283000.000,-88000.000,169000.000,-15000.000,58000.000,118000.000,93000.000,33000.000
IncomeTaxExpenseBenefitContinuingOperations,,,,,15000.000,58000.000,118000.000,63000.000,
IncreaseDecreaseInAccountsPayable,-1022000.000,,,,,,,,
IncreaseDecreaseInAccountsPayableTrade,,,,,-432000.000,,,,134000.000
IncreaseDecreaseInAccountsReceivable,-4543000.000,,,,-517000.000,,,,-764000.000
IncreaseDecreaseInAccruedLiabilities,1296000.000,,,,-3809000.000,,,,-3832000.000
IncreaseDecreaseInDeferredRevenue,-1726000.000,,,,1873000.000,,,,15000.000
IncreaseDecreaseInOtherOperatingAssets,-7000.000,,,,44000.000,,,,-17000.000
IncreaseDecreaseInOtherOperatingLiabilities,1981000.000,,,,-566000.000,,,,-373000.000
IncreaseDecreaseInPrepaidDeferredExpenseAndOtherAssets,456000.000,,,,-243000.000,,,,52000.000
IncreaseDecreaseInUnbilledReceivables,423000.000,,,,924000.000,,,,-700000.000
InterestAndOtherIncome,48000.000,,,,,,,,
InterestExpense,242000.000,204000.000,196000.000,47000.000,101000.000,69000.000,67000.000,79000.000,
NetCashProvidedByUsedInFinancingActivities,-1217000.000,,,,-1117000.000,,,,40000.000
NetCashProvidedByUsedInFinancingActivitiesContinuingOperations,-1217000.000,,,,-1117000.000,,,,40000.000
NetCashProvidedByUsedInInvestingActivities,-19000.000,,,,-58000.000,,,,-263000.000
NetCashProvidedByUsedInInvestingActivitiesContinuingOperations,-19000.000,,,,-58000.000,,,,-263000.000
NetCashProvidedByUsedInOperatingActivities,175000.000,,,,306000.000,,,,120000.000
NetCashProvidedByUsedInOperatingActivitiesContinuingOperations,175000.000,,,,306000.000,,,,120000.000
NetIncomeLoss,-5956000.000,1625000.000,-323000.000,-929000.000,1743000.000,2892000.000,953000.000,1320000.000,1297000.000
OperatingIncomeLoss,-5892000.000,2112000.000,-371000.000,1345000.000,1829000.000,3019000.000,1138000.000,1492000.000,1330000.000
OtherComprehensiveIncomeLossForeignCurrencyTransactionAndTranslationAdjustmentNetOfTax,,,,,334000.000,151000.000,-384000.000,-111000.000,419000.000
OtherComprehensiveIncomeUnrealizedGainLossOnDerivativesArisingDuringPeriodNetOfTax,,,,,8000.000,-9000.000,-6000.000,-3000.000,
PaymentsForRepurchaseOfCommonStock,,,,,16000.000,,,,
PaymentsForRestructuring,,,,,,,,,718000.000
PaymentsToAcquireProductiveAssets,19000.000,,,,58000.000,,,,263000.000
ProceedsFromIssuanceOfSharesUnderIncentiveAndShareBasedCompensationPlansIncludingStockOptions,68000.000,,,,98000.000,,,,40000.000
RepaymentsOfLongTermDebt,1199000.000,,,,1199000.000,,,,
RestructuringCharges,6879000.000,-57000.000,-19000.000,727000.000,,,,,
RestructuringReserveSettledWithoutCash,,,,,-848000.000,,,,
SalesRevenueServicesNet,38262000.000,39115000.000,34117000.000,36009000.000,33010000.000,37087000.000,33554000.000,36671000.000,32370000.000
SellingGeneralAndAdministrativeExpense,11985000.000,11393000.000,12580000.000,10312000.000,10778000.000,11207000.000,11501000.000,10431000.000,10029000.000
ShareBasedCompensation,279000.000,,,,569000.000,,,,536000.000
StockRepurchaseProgramRemainingAuthorizedRepurchaseAmount,,,,,2914.000,,,,
StockRepurchasedDuringPeriodValue,,,,,16.000,,,,
WeightedAverageNumberOfDilutedSharesOutstanding,,55294426.000,55572845.000,,56878991.000,57412623.000,58206271.000,-114383530.000,59194212.000
WeightedAverageNumberOfSharesOutstandingBasic,,55272335.000,55572845.000,,55952534.000,56152326.000,56301471.000,-112219748.000,56727373.000
